,Provincia,Partido,Localidad,Link_Indec,Velocidad,Conexiones
0,Buenos Aires,Adolfo Alsina,Maza,6007070,Otros,10.0
1,Buenos Aires,Almirante Brown,Burzaco,6028010,Otros,53.0
2,Buenos Aires,Almirante Brown,Claypole,6028010,Otros,1.0
3,Buenos Aires,Almirante Brown,Glew,6028010,Otros,1.0
4,Buenos Aires,Almirante Brown,Longchamps,6028010,Otros,1.0
5,Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,Otros,1.0
6,Buenos Aires,Almirante Brown,Rafael Calzada,6028010,Otros,1.0
7,Buenos Aires,Almirante Brown,San Francisco Solano,6028010,Otros,1.0
8,Buenos Aires,Arrecifes,Arrecifes,6077010,Otros,159.0
9,Buenos Aires,Avellaneda,Avellaneda,6035010,Otros,34.0
10,Buenos Aires,Avellaneda,Dock Sud,6035010,Otros,3.0
11,Buenos Aires,Avellaneda,Pineyro,6035010,Otros,1.0
12,Buenos Aires,Avellaneda,Sarandí,6035010,Otros,3.0
13,Buenos Aires,Avellaneda,Villa Domínico,6035010,Otros,2.0
14,Buenos Aires,Avellaneda,Wilde,6035010,Otros,3.0
15,Buenos Aires,Azul,Azul,6049020,Otros,14.0
16,Buenos Aires,Bahía Blanca,Bahía Blanca,6056010,Otros,33.0
17,Buenos Aires,Bahía Blanca,Cabildo,6056020,Otros,6.0
18,Buenos Aires,Bahía Blanca,Ingeniero White,6056020,Otros,3.0
19,Buenos Aires,Balcarce,Balcarce,6063010,Otros,9.0
20,Buenos Aires,Balcarce,Los Pinos,6063020,Otros,5.0
21,Buenos Aires,Balcarce,San Agustín,6063050,Otros,24.0
22,Buenos Aires,Baradero,Baradero,6070010,Otros,1.0
23,Buenos Aires,Benito Juárez,Barker,6084010,Otros,1.0
24,Buenos Aires,Benito Juárez,Benito Juárez (Est. Juárez),6084020,Otros,4.0
25,Buenos Aires,Berazategui,Berazategui,6091010,Otros,16.0
26,Buenos Aires,Berazategui,Guillermo E. Hudson,6091010,Otros,2.0
27,Buenos Aires,Berazategui,Plátanos,6091010,Otros,3.0
28,Buenos Aires,Berisso,Barrio El Carmen (Este),6098010,Otros,170.0
29,Buenos Aires,Berisso,Berisso,6098010,Otros,4.0
30,Buenos Aires,Berisso,Villa Arguello,6098010,Otros,172.0
31,Buenos Aires,Berisso,Villa Nueva,6098010,Otros,172.0
32,Buenos Aires,Berisso,Villa Progreso,6098010,Otros,167.0
33,Buenos Aires,Bolívar,Pirovano,6105050,Otros,50.0
34,Buenos Aires,Brandsen,Coronel Brandsen,6119050,Otros,3.0
35,Buenos Aires,Campana,Campana,6126030,Otros,237.0
36,Buenos Aires,Cañuelas,Alejandro Petión,6134010,Otros,1.0
37,Buenos Aires,Cañuelas,Cañuelas,6134030,Otros,1.0
38,Buenos Aires,Carlos Tejedor,Carlos Tejedor,6154010,Otros,1.0
39,Buenos Aires,Chacabuco,Chacabuco,6210020,Otros,83.0
40,Buenos Aires,Chivilcoy,Chivilcoy,6224010,Otros,2363.0
41,Buenos Aires,Colón,Colón,6175010,Otros,2414.0
42,Buenos Aires,Coronel Pringles,Coronel Pringles (Est. Pringles),6196010,Otros,7.0
43,Buenos Aires,Coronel Suárez,Coronel Suárez,6203020,Otros,8.0
44,Buenos Aires,Coronel Suárez,San José,6203070,Otros,9.0
45,Buenos Aires,Coronel Suárez,Santa María,6203080,Otros,5.0
46,Buenos Aires,Coronel Suárez,Santa Trinidad,6203090,Otros,13.0
47,Buenos Aires,Dolores,Dolores,6238010,Otros,4.0
48,Buenos Aires,Ensenada,Ensenada,6245010,Otros,13.0
49,Buenos Aires,Ensenada,Villa Catela,6245010,Otros,4.0
50,Buenos Aires,Escobar,Belen De Escobar,6252010,Otros,48.0
51,Buenos Aires,Escobar,Garín,6252010,Otros,1917.0
52,Buenos Aires,Escobar,Ingeniero Maschwitz,6252010,Otros,24.0
53,Buenos Aires,Escobar,Maquinista F. Savio (Este),6252010,Otros,5.0
54,Buenos Aires,Escobar,Matheu,6252010,Otros,5.0
55,Buenos Aires,Esteban Echeverría,9 De Abril,6260010,Otros,3.0
56,Buenos Aires,Esteban Echeverría,Canning,6260010,Otros,62.0
57,Buenos Aires,Esteban Echeverría,El Jagüel,6260010,Otros,2.0
58,Buenos Aires,Esteban Echeverría,Luis Guillón,6260010,Otros,3.0
59,Buenos Aires,Esteban Echeverría,Monte Grande,6260010,Otros,5.0
60,Buenos Aires,Exaltación De La Cruz,Capilla Del Señor (Est. Capilla),6266020,Otros,1.0
61,Buenos Aires,Exaltación De La Cruz,Parada Robles - Pavón,6266060,Otros,5.0
62,Buenos Aires,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,Otros,1.0
63,Buenos Aires,Ezeiza,Canning,6270010,Otros,80.0
64,Buenos Aires,Ezeiza,Carlos Spegazzini,6270010,Otros,12.0
65,Buenos Aires,Ezeiza,José Maria Ezeiza,6270010,Otros,20.0
66,Buenos Aires,Ezeiza,Tristán Suarez,6270010,Otros,3.0
67,Buenos Aires,Florencio Varela,Estanislao Severo Zeballos,6274010,Otros,1.0
68,Buenos Aires,Florencio Varela,Florencio Varela,6274010,Otros,6.0
69,Buenos Aires,Florentino Ameghino,Florentino Ameghino,6277020,Otros,1.0
70,Buenos Aires,General Alvarado,Mechongué,6280030,Otros,256.0
71,Buenos Aires,General Alvarado,Miramar,6280040,Otros,1.0
72,Buenos Aires,General Arenales,Arribeños,6294010,Otros,1.0
73,Buenos Aires,General Belgrano,General Belgrano,6301010,Otros,1917.0
74,Buenos Aires,General Juan Madariaga,General Juan Madariaga,6315010,Otros,1.0
75,Buenos Aires,General Las Heras,General Las Heras (Est. Las Heras),6329020,Otros,2222.0
76,Buenos Aires,General Las Heras,Villars,6329060,Otros,1.0
77,Buenos Aires,General Lavalle,General Lavalle,6336020,Otros,68.0
78,Buenos Aires,General Paz,Ranchos,6343030,Otros,11.0
79,Buenos Aires,General Pinto,Colonia San Ricardo (Est. Iriarte),6351010,Otros,1.0
80,Buenos Aires,General Pueyrredón,Chapadmalal,6357080,Otros,1.0
81,Buenos Aires,General Pueyrredón,Mar Del Plata,6357110,Otros,144.0
82,Buenos Aires,General Rodríguez,General Rodríguez,6364030,Otros,1.0
83,Buenos Aires,General San Martín,Ciudad Del Libertador General San Martin,6371010,Otros,5.0
84,Buenos Aires,General San Martín,Villa Ballester,6371010,Otros,2.0
85,Buenos Aires,General San Martín,Villa José León Suarez,6371010,Otros,8.0
86,Buenos Aires,General San Martín,Villa Lynch,6371010,Otros,1.0
87,Buenos Aires,General San Martín,Villa Maipu,6371010,Otros,2.0
88,Buenos Aires,General San Martín,Villa Parque San Lorenzo,6371010,Otros,32.0
89,Buenos Aires,General San Martín,Villa San Andrés,6371010,Otros,9.0
90,Buenos Aires,General Villegas,Banderaló,6392010,Otros,250.0
91,Buenos Aires,General Villegas,Cañada Seca,6392020,Otros,200.0
92,Buenos Aires,Hurlingham,Hurlingham,6408010,Otros,3.0
93,Buenos Aires,Ituzaingó,Ituzaingó Centro,6410010,Otros,11.0
94,Buenos Aires,José C. Paz,José C Paz,6412010,Otros,1.0
95,Buenos Aires,Junín,Junín,6413050,Otros,11.0
96,Buenos Aires,La Costa,Las Toninas,6420010,Otros,519.0
97,Buenos Aires,La Costa,Santa Teresita - Mar Del Tuyú,6420040,Otros,1086.0
98,Buenos Aires,La Matanza,Ciudad Evita,6427010,Otros,6.0
99,Buenos Aires,La Matanza,Gonzalez Catán,6427010,Otros,22.0
100,Buenos Aires,La Matanza,Gregorio De Laferrere,6427010,Otros,15.0
101,Buenos Aires,La Matanza,Isidro Casanova,6427010,Otros,6.0
102,Buenos Aires,La Matanza,La Tablada,6427010,Otros,37.0
103,Buenos Aires,La Matanza,Lomas Del Mirador,6427010,Otros,3.0
104,Buenos Aires,La Matanza,Rafael Castillo,6427010,Otros,16.0
105,Buenos Aires,La Matanza,Ramos Mejía,6427010,Otros,2.0
106,Buenos Aires,La Matanza,San Justo,6427010,Otros,22.0
107,Buenos Aires,La Matanza,Tapiales,6427010,Otros,1.0
108,Buenos Aires,La Matanza,Villa Eduardo Madero,6427010,Otros,5.0
109,Buenos Aires,La Matanza,Villa Luzuriaga,6427010,Otros,1.0
110,Buenos Aires,La Matanza,Virrey Del Pino,6427010,Otros,38.0
111,Buenos Aires,La Plata,Abasto,6441030,Otros,6.0
112,Buenos Aires,La Plata,Barrio El Carmen Oeste,6441030,Otros,30.0
113,Buenos Aires,La Plata,Barrio Gambier,6441030,Otros,30.0
114,Buenos Aires,La Plata,City Bell,6441030,Otros,91.0
115,Buenos Aires,La Plata,La Cumbre,6441030,Otros,30.0
116,Buenos Aires,La Plata,La Plata,6441030,Otros,149.0
117,Buenos Aires,La Plata,Lisandro Olmos,6441030,Otros,1.0
118,Buenos Aires,La Plata,Los Hornos,6441030,Otros,91.0
119,Buenos Aires,La Plata,Villa Elisa,6441030,Otros,30.0
120,Buenos Aires,La Plata,Villa Elvira,6441030,Otros,30.0
121,Buenos Aires,La Plata,Villa Garibaldi,6441030,Otros,30.0
122,Buenos Aires,La Plata,Villa Montoro,6441030,Otros,30.0
123,Buenos Aires,La Plata,Villa Parque Sicardi,6441030,Otros,30.0
124,Buenos Aires,Lanús,Lanús Oeste,6434010,Otros,1.0
125,Buenos Aires,Lanús,Remedios Escalada De San Martin,6434010,Otros,136.0
126,Buenos Aires,Lanús,Valentín Alsina,6434010,Otros,2.0
127,Buenos Aires,Las Flores,Las Flores,6455030,Otros,5.0
128,Buenos Aires,Leandro N. Alem,Alberdi Viejo,6462010,Otros,1.0
129,Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),6462040,Otros,5.0
130,Buenos Aires,Lincoln,Pasteur,6469090,Otros,2.0
131,Buenos Aires,Lobería,Lobería,6476030,Otros,15.0
132,Buenos Aires,Lobos,Antonio Carboni,6483010,Otros,1.0
133,Buenos Aires,Lobos,Lobos,6483040,Otros,1.0
134,Buenos Aires,Lomas De Zamora,Banfield,6490010,Otros,2.0
135,Buenos Aires,Lomas De Zamora,Llavallol,6490010,Otros,7.0
136,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,Otros,331.0
137,Buenos Aires,Lomas De Zamora,Villa Fiorito,6490010,Otros,1.0
138,Buenos Aires,Luján,Barrio Las Casuarinas,6497060,Otros,92.0
139,Buenos Aires,Luján,Cortines,6497060,Otros,205.0
140,Buenos Aires,Luján,José María Jáuregui (Est. Jáuregui),6497060,Otros,1415.0
141,Buenos Aires,Luján,Luján,6497060,Otros,2.0
142,Buenos Aires,Magdalena,General Mansilla (Est. Bartolomé Bavio),6505020,Otros,423.0
143,Buenos Aires,Maipú,Maipú,6511020,Otros,1100.0
144,Buenos Aires,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,Otros,208.0
145,Buenos Aires,Malvinas Argentinas,Grand Bourg,6515010,Otros,4.0
146,Buenos Aires,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,Otros,22.0
147,Buenos Aires,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,Otros,6.0
148,Buenos Aires,Malvinas Argentinas,Los Polvorines,6515010,Otros,4.0
149,Buenos Aires,Malvinas Argentinas,Malvinas Argentinas,6515010,Otros,6.0
150,Buenos Aires,Malvinas Argentinas,Tortuguitas,6515010,Otros,127.0
151,Buenos Aires,Malvinas Argentinas,Villa De Mayo,6515010,Otros,7.0
152,Buenos Aires,Mar Chiquita,Coronel Vidal,6518010,Otros,141.0
153,Buenos Aires,Mar Chiquita,General Pirán,6518020,Otros,513.0
154,Buenos Aires,Mar Chiquita,La Caleta,6518020,Otros,157.0
155,Buenos Aires,Mar Chiquita,Mar De Cobo,6518050,Otros,166.0
156,Buenos Aires,Mar Chiquita,Santa Clara Del Mar,6518060,Otros,150.0
157,Buenos Aires,Mar Chiquita,Vivoratá,6518070,Otros,318.0
158,Buenos Aires,Marcos Paz,Marcos Paz,6525020,Otros,16.0
159,Buenos Aires,Mercedes,Mercedes,6532020,Otros,1.0
160,Buenos Aires,Merlo,Libertad,6539010,Otros,14.0
161,Buenos Aires,Merlo,Mariano Acosta,6539010,Otros,1.0
162,Buenos Aires,Merlo,Merlo,6539010,Otros,28.0
163,Buenos Aires,Merlo,San Antonio De Padua,6539010,Otros,30.0
164,Buenos Aires,Monte,San Miguel Del Monte (Est. Monte),6547020,Otros,1.0
165,Buenos Aires,Moreno,Francisco Alvarez,6560010,Otros,1.0
166,Buenos Aires,Moreno,Moreno,6560010,Otros,74.0
167,Buenos Aires,Morón,Castelar,6568010,Otros,1.0
168,Buenos Aires,Morón,Haedo,6568010,Otros,3.0
169,Buenos Aires,Morón,Moron,6568010,Otros,10.0
170,Buenos Aires,Navarro,Navarro,6574030,Otros,1919.0
171,Buenos Aires,Olavarría,Olavarría,6595070,Otros,7.0
173,Buenos Aires,Pehuajó,Juan José Paso,6609040,Otros,10.0
174,Buenos Aires,Pehuajó,Pehuajó,6609080,Otros,164.0
175,Buenos Aires,Pergamino,Acevedo,6623010,Otros,110.0
176,Buenos Aires,Pergamino,Pergamino,6623100,Otros,15.0
177,Buenos Aires,Pilar,Del Viso,6638040,Otros,2.0
178,Buenos Aires,Pilar,Fátima,6638040,Otros,11.0
179,Buenos Aires,Pilar,La Lonja,6638040,Otros,83.0
180,Buenos Aires,Pilar,Pilar,6638040,Otros,135.0
181,Buenos Aires,Pilar,Villa Rosa,6638040,Otros,11.0
182,Buenos Aires,Pinamar,Pinamar,6644010,Otros,1003.0
183,Buenos Aires,Presidente Perón,Guernica,6648010,Otros,1.0
184,Buenos Aires,Puán,Darregueira,6651030,Otros,2142.0
185,Buenos Aires,Quilmes,Bernal,6658010,Otros,2.0
186,Buenos Aires,Quilmes,Don Bosco,6658010,Otros,1.0
187,Buenos Aires,Quilmes,Quilmes,6658010,Otros,3.0
188,Buenos Aires,Ramallo,Ramallo,6665040,Otros,1.0
189,Buenos Aires,Ramallo,Villa Ramallo,6665060,Otros,1.0
190,Buenos Aires,Rivadavia,América,6679010,Otros,103.0
191,Buenos Aires,Rivadavia,Fortín Olavarría,6679020,Otros,153.0
192,Buenos Aires,Rivadavia,González Moreno,6679030,Otros,1.0
193,Buenos Aires,Rivadavia,Sansinena,6679070,Otros,6.0
194,Buenos Aires,Rojas,Rojas,6686060,Otros,153.0
195,Buenos Aires,Saavedra,Pigüé,6700060,Otros,12.0
196,Buenos Aires,Salliqueló,Quenumá,6721010,Otros,36.0
197,Buenos Aires,Salto,Salto,6714060,Otros,3078.0
198,Buenos Aires,San Fernando,San Fernando,6749010,Otros,5.0
199,Buenos Aires,San Fernando,Victoria,6749010,Otros,3.0
200,Buenos Aires,San Isidro,Beccar,6756010,Otros,1.0
201,Buenos Aires,San Isidro,Boulogne Sur Mer,6756010,Otros,8.0
202,Buenos Aires,San Isidro,Martínez,6756010,Otros,16.0
203,Buenos Aires,San Isidro,San Isidro,6756010,Otros,20.0
204,Buenos Aires,San Isidro,Villa Adelina,6756010,Otros,3.0
205,Buenos Aires,San Miguel,Bella Vista,6760010,Otros,16.0
206,Buenos Aires,San Miguel,San Miguel,6760010,Otros,352.0
207,Buenos Aires,San Nicolás,San Nicolás De Los Arroyos,6763050,Otros,16.0
208,Buenos Aires,San Pedro,Río Tala,6770040,Otros,237.0
209,Buenos Aires,San Pedro,San Pedro,6770050,Otros,2.0
210,Buenos Aires,San Vicente,Alejandro Korn,6778020,Otros,1.0
211,Buenos Aires,San Vicente,San Vicente,6778020,Otros,6.0
212,Buenos Aires,Suipacha,Suipacha,6784020,Otros,36.0
213,Buenos Aires,Tandil,De La Canal,6791010,Otros,5.0
214,Buenos Aires,Tandil,Gardey,6791030,Otros,35.0
215,Buenos Aires,Tandil,Otros,Sin Datos,Otros,45.0
216,Buenos Aires,Tandil,Tandil,6791050,Otros,88.0
217,Buenos Aires,Tigre,Benavídez,6805010,Otros,879.0
218,Buenos Aires,Tigre,Dique Luján,6805010,Otros,12.0
219,Buenos Aires,Tigre,Don Torcuato Este,6805010,Otros,5.0
220,Buenos Aires,Tigre,El Talar,6805010,Otros,30.0
221,Buenos Aires,Tigre,General Pacheco,6805010,Otros,1190.0
222,Buenos Aires,Tigre,Los Troncos Del Talar,6805010,Otros,3.0
223,Buenos Aires,Tigre,Ricardo Rojas,6805010,Otros,1075.0
224,Buenos Aires,Tigre,Rincón De Milberg,6805010,Otros,3.0
225,Buenos Aires,Tigre,Tigre,6805010,Otros,25.0
226,Buenos Aires,Tordillo,General Conesa,6812010,Otros,9.0
227,Buenos Aires,Tordillo,Villa Roch,6812010,Otros,5.0
228,Buenos Aires,Tornquist,Tornquist,6819040,Otros,1.0
229,Buenos Aires,Tres Arroyos,Claromecó,6833020,Otros,1.0
230,Buenos Aires,Tres Arroyos,Tres Arroyos,6833100,Otros,2.0
231,Buenos Aires,Tres De Febrero,Caseros,6840010,Otros,5.0
232,Buenos Aires,Tres De Febrero,Ciudadela,6840010,Otros,7.0
233,Buenos Aires,Tres De Febrero,Loma Hermosa,6840010,Otros,2.0
234,Buenos Aires,Tres De Febrero,Pablo Podestá,6840010,Otros,6.0
235,Buenos Aires,Tres De Febrero,Remedios De Escalada,6840010,Otros,1.0
236,Buenos Aires,Tres De Febrero,Saenz Peña,6840010,Otros,1.0
237,Buenos Aires,Tres De Febrero,Santos Lugares,6840010,Otros,4.0
238,Buenos Aires,Vicente López,Carapachay,6861010,Otros,1.0
239,Buenos Aires,Vicente López,Florida,6861010,Otros,1.0
240,Buenos Aires,Vicente López,Munro,6861010,Otros,9.0
241,Buenos Aires,Vicente López,Olivos,6861010,Otros,11.0
242,Buenos Aires,Vicente López,Vicente López,6861010,Otros,38.0
243,Buenos Aires,Vicente López,Villa Martelli,6861010,Otros,4.0
244,Buenos Aires,Villa Gesell,Villa Gesell,6868020,Otros,1.0
245,Buenos Aires,Villarino,Médanos,6875060,Otros,28.0
246,Buenos Aires,Zárate,Zárate,6882050,Otros,2235.0
247,Catamarca,Ambato,El Rodeo,10007040,Otros,46.0
248,Catamarca,Andalgalá,Andalgalá,10021020,Otros,2.0
249,Catamarca,Antofagasta De La Sierra,Antofagasta De La Sierra,10028010,Otros,3.0
250,Catamarca,Belén,Belén,10035020,Otros,1.0
251,Catamarca,Belén,El Durazno,10035050,Otros,1.0
252,Catamarca,Capital,San Fernando Del Valle De Catamarca,10049030,Otros,15.0
253,Catamarca,Santa María,Santa María,10091150,Otros,1.0
254,Catamarca,Tinogasta,Fiambalá,10105110,Otros,1.0
255,Chaco,25 De Mayo,Machagai,22168020,Otros,2.0
256,Chaco,9 De Julio,Las Breñas,22105010,Otros,3.0
257,Chaco,Bermejo,General Vedia,22014010,Otros,1.0
258,Chaco,Bermejo,La Leonesa,22014030,Otros,2.0
259,Chaco,Chacabuco,Charata,22028010,Otros,5.0
260,Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,Otros,51.0
261,Chaco,Fray Justo Santa María De Oro,Chorotis,22043010,Otros,25.0
262,Chaco,Fray Justo Santa María De Oro,Otros,Sin Datos,Otros,60.0
263,Chaco,Fray Justo Santa María De Oro,Santa Sylvina,22043020,Otros,950.0
264,Chaco,General Donovan,Makallé,22056040,Otros,1.0
265,Chaco,General Güemes,El Sauzal,22063020,Otros,1.0
266,Chaco,General Güemes,Fuerte Esperanza,22063050,Otros,1.0
267,Chaco,General Güemes,Juan José Castelli,22063060,Otros,4.0
268,Chaco,General Güemes,Nueva Pompeya,22063080,Otros,1.0
269,Chaco,General Güemes,Wichi,22063110,Otros,1.0
270,Chaco,Independencia,Campo Largo,22070020,Otros,4.0
271,Chaco,Libertad,Puerto Tirol,22077040,Otros,2.0
272,Chaco,Mayor Luis J. Fontana,Coronel Du Graty,22098010,Otros,504.0
273,Chaco,Mayor Luis J. Fontana,Villa Angela,22098030,Otros,69.0
274,Chaco,O Higgins,La Clotilde,22112010,Otros,116.0
275,Chaco,O Higgins,La Tigra,22112020,Otros,252.0
276,Chaco,O Higgins,San Bernardo,22112030,Otros,38.0
277,Chaco,Otros,Otros,Sin Datos,Otros,1683.0
278,Chaco,Presidencia De La Plaza,Presidencia De La Plaza,22119010,Otros,1.0
279,Chaco,Quitilipi,Quitilipi,22133010,Otros,2.0
280,Chaco,San Fernando,Basail,22140020,Otros,1.0
281,Chaco,San Fernando,Resistencia,22140060,Otros,36.0
282,Chubut,Biedma,Puerto Madryn,26007020,Otros,10074.0
283,Chubut,Cushamen,Lago Puelo,26014090,Otros,95.0
284,Chubut,Cushamen,Leleque,26014100,Otros,1.0
285,Chubut,Escalante,Acceso Norte,26021020,Otros,96.0
286,Chubut,Escalante,Comodoro Rivadavia,26021030,Otros,561.0
287,Chubut,Escalante,Rada Tilly,26021050,Otros,1.0
288,Chubut,Florentino Ameghino,Garayalde,26028020,Otros,1.0
289,Chubut,Futaleufú,Esquel,26035030,Otros,1.0
290,Chubut,Gaiman,Dolavon,26042020,Otros,50.0
291,Chubut,Gaiman,Gaiman,26042030,Otros,100.0
292,Chubut,Languiñeo,Carrenleufú,26056020,Otros,1.0
293,Chubut,Otros,Otros,Sin Datos,Otros,821.0
294,Chubut,Paso De Indios,Los Altares,26070020,Otros,1.0
295,Chubut,Rawson,Playa Unión,26077020,Otros,47.0
296,Chubut,Rawson,Rawson,26077030,Otros,4069.0
297,Chubut,Rawson,Trelew,26077040,Otros,491.0
298,Chubut,Río Senguer,Facundo,26084050,Otros,1.0
299,Chubut,Río Senguer,Río Mayo,26084070,Otros,220.0
300,Chubut,Sarmiento,Sarmiento,26091020,Otros,4.0
301,Chubut,Telsen,Telsen,26105020,Otros,5.0
302,Cordoba,Calamuchita,Embalse,14007060,Otros,253.0
303,Cordoba,Calamuchita,Santa Rosa De Calamuchita,14007210,Otros,4.0
304,Cordoba,Calamuchita,Villa Berna,14007260,Otros,2.0
305,Cordoba,Calamuchita,Villa San Miguel,14007170,Otros,1.0
306,Cordoba,Capital,Córdoba,14014010,Otros,166.0
307,Cordoba,Colón,Ascochinga,14021020,Otros,5.0
308,Cordoba,Colón,Colonia Caroya,14021050,Otros,8.0
309,Cordoba,Colón,General Paz,14021130,Otros,1.0
310,Cordoba,Colón,Jesús María,14021140,Otros,18.0
311,Cordoba,Colón,La Calera,14021150,Otros,6.0
312,Cordoba,Colón,La Granja,14021160,Otros,3.0
313,Cordoba,Colón,Malvinas Argentinas,14021190,Otros,1.0
314,Cordoba,Colón,Mendiolaza,14021200,Otros,4.0
315,Cordoba,Colón,Río Ceballos,14021230,Otros,4.0
316,Cordoba,Colón,Salsipuedes,14021250,Otros,1.0
317,Cordoba,Colón,Unquillo,14021280,Otros,11.0
318,Cordoba,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,Otros,2.0
319,Cordoba,Cruz Del Eje,Cruz Del Eje,14028050,Otros,2.0
320,Cordoba,Cruz Del Eje,Villa De Soto,14028200,Otros,3.0
321,Cordoba,General Roca,Italó,14035050,Otros,171.0
322,Cordoba,General Roca,Pincén,14035090,Otros,9.0
323,Cordoba,General San Martín,Arroyo Algodón,14042010,Otros,1.0
324,Cordoba,General San Martín,Arroyo Cabral,14042020,Otros,1.0
325,Cordoba,General San Martín,Ausonia,14042030,Otros,1.0
326,Cordoba,General San Martín,Chazón,14042040,Otros,1.0
327,Cordoba,General San Martín,La Palestina,14042070,Otros,1.0
328,Cordoba,General San Martín,Pasco,14042110,Otros,1.0
329,Cordoba,General San Martín,Ticino,14042140,Otros,5.0
330,Cordoba,General San Martín,Tío Pujio,14042150,Otros,1.0
331,Cordoba,General San Martín,Villa María,14042170,Otros,4277.0
332,Cordoba,General San Martín,Villa Nueva,14042180,Otros,2683.0
333,Cordoba,Ischilín,Deán Funes,14049050,Otros,6.0
334,Cordoba,Ischilín,Quilino,14049100,Otros,3.0
335,Cordoba,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,Otros,1.0
336,Cordoba,Juárez Celman,Carnerillo,14056040,Otros,2.0
337,Cordoba,Juárez Celman,General Cabrera,14056070,Otros,2.0
338,Cordoba,Juárez Celman,General Deheza,14056080,Otros,1.0
339,Cordoba,Juárez Celman,Huanchillas,14056090,Otros,1.0
340,Cordoba,Juárez Celman,La Carlota,14056100,Otros,3.0
341,Cordoba,Juárez Celman,Santa Eufemia,14056150,Otros,18.0
342,Cordoba,Juárez Celman,Ucacha,14056160,Otros,83.0
343,Cordoba,Marcos Juárez,Alejo Ledesma,14063010,Otros,1.0
344,Cordoba,Marcos Juárez,Arias,14063020,Otros,2.0
345,Cordoba,Marcos Juárez,Corral De Bustos,14063090,Otros,1.0
346,Cordoba,Marcos Juárez,Cruz Alta,14063100,Otros,7.0
347,Cordoba,Marcos Juárez,Guatimozín,14063130,Otros,593.0
348,Cordoba,Marcos Juárez,Inriville,14063140,Otros,1.0
349,Cordoba,Marcos Juárez,Isla Verde,14063150,Otros,1.0
350,Cordoba,Marcos Juárez,Marcos Juárez,14063180,Otros,23.0
351,Cordoba,Marcos Juárez,Noetinger,14063020,Otros,1.0
352,Cordoba,Minas,San Carlos Minas,14070060,Otros,2.0
353,Cordoba,Otros,Otros,Sin Datos,Otros,274.0
354,Cordoba,Pocho,Salsacate,14077040,Otros,1.0
355,Cordoba,Presidente Roque Sáenz Peña,General Levalle,14084010,Otros,1.0
356,Cordoba,Presidente Roque Sáenz Peña,Laboulaye,14084030,Otros,695.0
357,Cordoba,Punilla,Bialet Massé,14091020,Otros,2.0
358,Cordoba,Punilla,Capilla Del Monte,14091040,Otros,94.0
359,Cordoba,Punilla,Casa Grande,14091050,Otros,4.0
360,Cordoba,Punilla,Charbonier,14091060,Otros,13.0
361,Cordoba,Punilla,Cosquín,14091070,Otros,2.0
362,Cordoba,Punilla,Huerta Grande,14091100,Otros,4.0
363,Cordoba,Punilla,La Cumbre,14091110,Otros,8.0
364,Cordoba,Punilla,Los Cocos,14091140,Otros,3.0
365,Cordoba,Punilla,San Esteban,14091190,Otros,4.0
366,Cordoba,Punilla,Santa María De Punilla,14091210,Otros,6.0
367,Cordoba,Punilla,Tanti,14091230,Otros,225.0
368,Cordoba,Punilla,Valle Hermoso,14091240,Otros,3.0
369,Cordoba,Punilla,Villa Carlos Paz,14091250,Otros,2.0
370,Cordoba,Punilla,Villa Giardino,14091270,Otros,1.0
371,Cordoba,Punilla,Villa Santa Cruz Del Lago,14091320,Otros,1.0
372,Cordoba,Río Cuarto,Adelia María,14098020,Otros,16.0
373,Cordoba,Río Cuarto,Alcira (Est. Gigena),14098030,Otros,4.0
374,Cordoba,Río Cuarto,Alpa Corral,14098040,Otros,160.0
375,Cordoba,Río Cuarto,Berrotarán,14098050,Otros,4.0
376,Cordoba,Río Cuarto,Chucul,14098080,Otros,3.0
377,Cordoba,Río Cuarto,Coronel Baigorria,14098090,Otros,1.0
378,Cordoba,Río Cuarto,Coronel Moldes,14098100,Otros,1346.0
379,Cordoba,Río Cuarto,Elena,14098110,Otros,1.0
380,Cordoba,Río Cuarto,Las Albahacas,14098160,Otros,14.0
381,Cordoba,Río Cuarto,Las Higueras,14098170,Otros,1.0
382,Cordoba,Río Cuarto,Otros,Sin Datos,Otros,30.0
383,Cordoba,Río Cuarto,Río Cuarto,14098230,Otros,68.0
384,Cordoba,Río Cuarto,Sampacho,14098240,Otros,1076.0
385,Cordoba,Río Cuarto,San Basilio,14098250,Otros,1.0
386,Cordoba,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,Otros,3.0
387,Cordoba,Río Cuarto,Vicuña Mackenna,14098290,Otros,10.0
388,Cordoba,Río Cuarto,Villa El Chacay,14098300,Otros,4.0
389,Cordoba,Río Primero,Piquillín,14105210,Otros,1.0
390,Cordoba,Río Primero,Santa Rosa De Río Primero,14105260,Otros,16.0
