,Provincia,Partido,Localidad,Link_Indec,Velocidad,Conexiones
10043,Cordoba,San Justo,Brinkmann,14140050,10_Mbps,99.0
10044,Cordoba,San Justo,Colonia Marina,14140090,10_Mbps,84.0
10045,Cordoba,San Justo,Colonia San Bartolomé,14140110,10_Mbps,200.0
10046,Cordoba,San Justo,Devoto,14140160,10_Mbps,284.0
10047,Cordoba,San Justo,El Arañado,14140170,10_Mbps,58.0
10048,Cordoba,San Justo,El Fortín,14140180,10_Mbps,9.0
10049,Cordoba,San Justo,El Fuertecito,14140190,10_Mbps,62.0
10050,Cordoba,San Justo,El Tío,14140200,10_Mbps,7.0
10051,Cordoba,San Justo,Freyre,14140220,10_Mbps,92.0
10052,Cordoba,San Justo,La Paquita,14140240,10_Mbps,31.0
10053,Cordoba,San Justo,La Tordilla,14140250,10_Mbps,3.0
10054,Cordoba,San Justo,Las Varas,14140260,10_Mbps,148.0
10055,Cordoba,San Justo,Las Varillas,14140270,10_Mbps,6817.0
10056,Cordoba,San Justo,Marull,14140280,10_Mbps,119.0
10057,Cordoba,San Justo,Morteros,14140300,10_Mbps,86.0
10058,Cordoba,San Justo,Sacanta,14140350,10_Mbps,147.0
10059,Cordoba,San Justo,San Francisco,14140360,10_Mbps,908.0
10060,Cordoba,San Justo,Saturnino María Laspiur,14140370,10_Mbps,21.0
10061,Cordoba,San Justo,Tránsito,14140400,10_Mbps,178.0
10062,Cordoba,San Justo,Villa Del Tránsito,14140430,10_Mbps,7.0
10063,Cordoba,San Justo,Villa San Esteban,14140440,10_Mbps,6.0
10064,Cordoba,Santa María,Alta Gracia,14147010,10_Mbps,586.0
10065,Cordoba,Santa María,Anisacate,14147020,10_Mbps,57.0
10066,Cordoba,Santa María,Despeñaderos,14147080,10_Mbps,1064.0
10067,Cordoba,Santa María,La Cumbrecita,14147280,10_Mbps,5.0
10068,Cordoba,Santa María,La Paisanita,14147150,10_Mbps,22.0
10069,Cordoba,Santa María,Malagueño,14147210,10_Mbps,130.0
10070,Cordoba,Santa María,Potrero De Garay,14147230,10_Mbps,894.0
10071,Cordoba,Santa María,San Nicolás,14147260,10_Mbps,2.0
10072,Cordoba,Santa María,Toledo,14147280,10_Mbps,18.0
10073,Cordoba,Santa María,Villa Ciudad De América (Loteo Diego De Rojas),14147310,10_Mbps,404.0
10074,Cordoba,Santa María,Villa Los Aromos,14147340,10_Mbps,86.0
10075,Cordoba,Santa María,Villa Parque Santa Ana,14147350,10_Mbps,158.0
10076,Cordoba,Sobremonte,Caminiaga,14154010,10_Mbps,1.0
10077,Cordoba,Tercero Arriba,Almafuerte,14161010,10_Mbps,1596.0
10078,Cordoba,Tercero Arriba,Corralito,14161030,10_Mbps,22.0
10079,Cordoba,Tercero Arriba,General Fotheringham,14161050,10_Mbps,20.0
10080,Cordoba,Tercero Arriba,Hernando,14161060,10_Mbps,700.0
10081,Cordoba,Tercero Arriba,James Craik,14161070,10_Mbps,296.0
10082,Cordoba,Tercero Arriba,Las Perdices,14161090,10_Mbps,202.0
10083,Cordoba,Tercero Arriba,Oliva,14161110,10_Mbps,942.0
10084,Cordoba,Tercero Arriba,Pampayasta Norte,14161120,10_Mbps,1.0
10085,Cordoba,Tercero Arriba,Río Tercero,14161150,10_Mbps,727.0
10086,Cordoba,Tercero Arriba,Tancacha,14161160,10_Mbps,193.0
10087,Cordoba,Tercero Arriba,Villa Ascasubi,14161170,10_Mbps,139.0
10088,Cordoba,Totoral,Las Peñas,14168060,10_Mbps,22.0
10089,Cordoba,Totoral,Sarmiento,14168090,10_Mbps,29.0
10090,Cordoba,Totoral,Sinsacate,14168110,10_Mbps,12.0
10091,Cordoba,Totoral,Villa Del Totoral,14168120,10_Mbps,108.0
10092,Cordoba,Tulumba,Las Arrias,14175050,10_Mbps,4.0
10093,Cordoba,Tulumba,San José De La Dormida,14175080,10_Mbps,62.0
10094,Cordoba,Tulumba,Villa Tulumba,14175110,10_Mbps,2.0
10095,Cordoba,Unión,Alto Alegre,14182020,10_Mbps,164.0
10096,Cordoba,Unión,Ballesteros,14182040,10_Mbps,90.0
10097,Cordoba,Unión,Ballesteros Sur,14182050,10_Mbps,1.0
10098,Cordoba,Unión,Bell Ville,14182060,10_Mbps,214.0
10099,Cordoba,Unión,Canals,14182080,10_Mbps,138.0
10100,Cordoba,Unión,Cintra,14182100,10_Mbps,2.0
10101,Cordoba,Unión,Idiazabal,14182130,10_Mbps,23.0
10102,Cordoba,Unión,Justiniano Posse,14182140,10_Mbps,1.0
10103,Cordoba,Unión,Laborde,14182150,10_Mbps,45.0
10104,Cordoba,Unión,Monte Maíz,14182170,10_Mbps,643.0
10105,Cordoba,Unión,Morrison,14182180,10_Mbps,153.0
10106,Cordoba,Unión,Noetinger,14182190,10_Mbps,265.0
10107,Cordoba,Unión,Ordóñez,14182200,10_Mbps,504.0
10108,Cordoba,Unión,Pueblo Italiano,14182220,10_Mbps,197.0
10109,Cordoba,Unión,San Marcos,14182250,10_Mbps,70.0
10110,Cordoba,Unión,Viamonte,14182270,10_Mbps,15.0
10111,Cordoba,Unión,Wenceslao Escalante,14182290,10_Mbps,10.0
10112,Corrientes,Bella Vista,Bella Vista,18007010,10_Mbps,352.0
10113,Corrientes,Capital,Corrientes,18021020,10_Mbps,2208.0
10114,Corrientes,Concepción,Tabay,18028030,10_Mbps,1.0
10115,Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,10_Mbps,621.0
10116,Corrientes,Empedrado,El Sombrero,18042010,10_Mbps,5.0
10117,Corrientes,Empedrado,Empedrado,18042020,10_Mbps,468.0
10118,Corrientes,Esquina,Esquina,18049010,10_Mbps,897.0
10119,Corrientes,General Alvear,Alvear,18056010,10_Mbps,311.0
10120,Corrientes,General Paz,Itá Ibaté,18063010,10_Mbps,69.0
10121,Corrientes,Goya,Goya,18070020,10_Mbps,341.0
10122,Corrientes,Itatí,Itatí,18077010,10_Mbps,236.0
10123,Corrientes,Ituzaingó,Ituzaingó,18084020,10_Mbps,588.0
10124,Corrientes,Lavalle,Santa Lucía,18091040,10_Mbps,11.0
10125,Corrientes,Mercedes,Mercedes,18105030,10_Mbps,1357.0
10126,Corrientes,Monte Caseros,Colonia Libertad,18112010,10_Mbps,4.0
10127,Corrientes,Monte Caseros,Juan Pujol,18112030,10_Mbps,48.0
10128,Corrientes,Monte Caseros,Mocoretá,18112040,10_Mbps,187.0
10129,Corrientes,Monte Caseros,Monte Caseros,18112050,10_Mbps,1734.0
10130,Corrientes,Monte Caseros,Parada Labougle,18112070,10_Mbps,2.0
10131,Corrientes,Paso De Los Libres,Paso De Los Libres,18119030,10_Mbps,587.0
10132,Corrientes,Saladas,Saladas,18126010,10_Mbps,467.0
10133,Corrientes,San Cosme,San Cosme,18133030,10_Mbps,55.0
10134,Corrientes,San Martín,La Cruz,18147030,10_Mbps,173.0
10135,Corrientes,Santo Tomé,Gobernador Igr. Valentín Virasoro,18168030,10_Mbps,429.0
10136,Corrientes,Santo Tomé,Santo Tomé,18168040,10_Mbps,489.0
10137,Entre Rios,Colón,Colón,30008020,10_Mbps,3020.0
10138,Entre Rios,Colón,Colonia Hugues,30008030,10_Mbps,5.0
10139,Entre Rios,Colón,Pueblo Cazes,30008070,10_Mbps,11.0
10140,Entre Rios,Colón,San José,30008090,10_Mbps,536.0
10141,Entre Rios,Colón,Ubajay,30008100,10_Mbps,5.0
10142,Entre Rios,Colón,Villa Elisa,30008110,10_Mbps,355.0
10143,Entre Rios,Concordia,Concordia,30015060,10_Mbps,9035.0
10144,Entre Rios,Concordia,Pedernal,30015130,10_Mbps,32.0
10145,Entre Rios,Diamante,Aldea Protestante,30021020,10_Mbps,4.0
10146,Entre Rios,Diamante,Diamante,30021080,10_Mbps,1216.0
10147,Entre Rios,Diamante,General Ramírez,30021120,10_Mbps,305.0
10148,Entre Rios,Diamante,Villa Libertador San Martín,30021150,10_Mbps,315.0
10149,Entre Rios,Federación,Chajarí,30028010,10_Mbps,4418.0
10150,Entre Rios,Federación,Federación,30028070,10_Mbps,722.0
10151,Entre Rios,Federación,Los Conquistadores,30028080,10_Mbps,58.0
10152,Entre Rios,Federación,San Jaime De La Frontera,30028090,10_Mbps,6.0
10153,Entre Rios,Federación,San Pedro,30028100,10_Mbps,25.0
10154,Entre Rios,Federación,San Ramón,30028105,10_Mbps,14.0
10155,Entre Rios,Federación,Santa Ana,30028110,10_Mbps,112.0
10156,Entre Rios,Federación,Villa Del Rosario,30028120,10_Mbps,254.0
10157,Entre Rios,Federal,Federal,30035030,10_Mbps,104.0
10158,Entre Rios,Federal,Sauce De Luna,30035050,10_Mbps,1.0
10159,Entre Rios,Feliciano,San José De Feliciano,30042010,10_Mbps,67.0
10160,Entre Rios,Gualeguay,General Galarza,30049030,10_Mbps,1.0
10161,Entre Rios,Gualeguay,Gualeguay,30049040,10_Mbps,3902.0
10162,Entre Rios,Gualeguaychú,Faustino M. Parera,30056040,10_Mbps,1.0
10163,Entre Rios,Gualeguaychú,Gualeguaychú,30056070,10_Mbps,1995.0
10164,Entre Rios,Gualeguaychú,Larroque,30056090,10_Mbps,141.0
10165,Entre Rios,Gualeguaychú,Pueblo General Belgrano,30056100,10_Mbps,1.0
10166,Entre Rios,Gualeguaychú,Urdinarrain,30056110,10_Mbps,556.0
10167,Entre Rios,Islas Del Ibicuy,Ibicuy,30063030,10_Mbps,70.0
10168,Entre Rios,La Paz,Bovril,30070010,10_Mbps,3.0
10169,Entre Rios,La Paz,El Solar,30070030,10_Mbps,9.0
10170,Entre Rios,La Paz,La Paz,30070040,10_Mbps,2053.0
10171,Entre Rios,La Paz,Piedras Blancas,30070050,10_Mbps,10.0
10172,Entre Rios,La Paz,Pueblo Arrúa (Est. Alcaraz),30070005,10_Mbps,1.0
10173,Entre Rios,La Paz,Santa Elena,30070080,10_Mbps,995.0
10174,Entre Rios,Nogoyá,Hernández,30077050,10_Mbps,82.0
10175,Entre Rios,Nogoyá,Lucas González,30077060,10_Mbps,250.0
10176,Entre Rios,Nogoyá,Nogoyá,30077070,10_Mbps,605.0
10177,Entre Rios,Paraná,Cerrito,30084050,10_Mbps,1046.0
10178,Entre Rios,Paraná,Colonia Avellaneda,30084060,10_Mbps,218.0
10179,Entre Rios,Paraná,Crespo,30084070,10_Mbps,339.0
10180,Entre Rios,Paraná,Hasenkamp,30084100,10_Mbps,1.0
10181,Entre Rios,Paraná,Hernandarias,30084110,10_Mbps,59.0
10182,Entre Rios,Paraná,La Picada,30084120,10_Mbps,7.0
10183,Entre Rios,Paraná,María Grande,30084140,10_Mbps,359.0
10184,Entre Rios,Paraná,Oro Verde,30084150,10_Mbps,146.0
10185,Entre Rios,Paraná,Paraná,30084160,10_Mbps,855.0
10186,Entre Rios,Paraná,San Benito,30084200,10_Mbps,74.0
10187,Entre Rios,Paraná,Seguí,30084230,10_Mbps,1.0
10188,Entre Rios,Paraná,Tabossi,30084250,10_Mbps,41.0
10189,Entre Rios,Paraná,Viale,30084270,10_Mbps,634.0
10190,Entre Rios,Paraná,Villa Urquiza,30084300,10_Mbps,1.0
10191,Entre Rios,San Salvador,San Salvador,30088020,10_Mbps,227.0
10192,Entre Rios,Tala,Durazno,30091020,10_Mbps,5.0
10193,Entre Rios,Tala,Gobernador Echagüe,30091040,10_Mbps,8.0
10194,Entre Rios,Tala,Gobernador Mansilla,30091050,10_Mbps,54.0
10195,Entre Rios,Tala,Gobernador Solá,30091060,10_Mbps,11.0
10196,Entre Rios,Tala,Las Guachas,30091080,10_Mbps,3.0
10197,Entre Rios,Tala,Maciá,30091090,10_Mbps,41.0
10198,Entre Rios,Tala,Rosario Del Tala,30091100,10_Mbps,963.0
10199,Entre Rios,Uruguay,1º De Mayo,30098090,10_Mbps,100.0
10200,Entre Rios,Uruguay,Basavilbaso,30098010,10_Mbps,397.0
10201,Entre Rios,Uruguay,Caseros,30098020,10_Mbps,127.0
10202,Entre Rios,Uruguay,Colonia Elía,30098030,10_Mbps,14.0
10203,Entre Rios,Uruguay,Concepción Del Uruguay,30098040,10_Mbps,8840.0
10204,Entre Rios,Uruguay,Herrera,30098060,10_Mbps,78.0
10205,Entre Rios,Uruguay,Pronunciamiento,30098100,10_Mbps,22.0
10206,Entre Rios,Uruguay,Santa Anita,30098120,10_Mbps,61.0
10207,Entre Rios,Uruguay,Villa Mantero,30098130,10_Mbps,23.0
10208,Entre Rios,Uruguay,Villa San Justo,30098140,10_Mbps,84.0
10209,Entre Rios,Victoria,Victoria,30105060,10_Mbps,1350.0
10210,Entre Rios,Villaguay,Estación Raíces,30113010,10_Mbps,12.0
10211,Entre Rios,Villaguay,Villa Clara,30113060,10_Mbps,44.0
10212,Entre Rios,Villaguay,Villaguay,30113080,10_Mbps,1150.0
10213,Formosa,Bermejo,Fortín Soledad,34007003,10_Mbps,5.0
10214,Formosa,Bermejo,Guadalcazar,34007005,10_Mbps,9.0
10215,Formosa,Bermejo,La Rinconada,34007007,10_Mbps,3.0
10216,Formosa,Bermejo,Laguna Yema,34007010,10_Mbps,31.0
10217,Formosa,Bermejo,Lamadrid,34007015,10_Mbps,7.0
10218,Formosa,Bermejo,Los Chiriguanos,34007020,10_Mbps,16.0
10219,Formosa,Bermejo,Pozo De Maza,34007030,10_Mbps,14.0
10220,Formosa,Bermejo,Pozo Del Mortero,34007040,10_Mbps,13.0
10221,Formosa,Formosa,Colonia Pastoril,34014010,10_Mbps,10.0
10222,Formosa,Formosa,Formosa,34014020,10_Mbps,7685.0
10223,Formosa,Formosa,Gran Guardia,34014030,10_Mbps,16.0
10224,Formosa,Formosa,Mariano Boedo,34014040,10_Mbps,12.0
10225,Formosa,Formosa,Mojón De Fierro,34014050,10_Mbps,5.0
10226,Formosa,Formosa,San Hilario,34014060,10_Mbps,11.0
10227,Formosa,Formosa,Villa Del Carmen,34014070,10_Mbps,12.0
10228,Formosa,Laishi,General Lucio Victorio Mansilla,34021020,10_Mbps,22.0
10229,Formosa,Laishi,Herradura,34021030,10_Mbps,27.0
10230,Formosa,Laishi,San Francisco De Laishi,34021040,10_Mbps,35.0
10231,Formosa,Laishi,Tatané,34021050,10_Mbps,15.0
10232,Formosa,Laishi,Villa Escolar,34021060,10_Mbps,22.0
10233,Formosa,Matacos,Ingeniero Guillermo N. Juárez,34028010,10_Mbps,193.0
10234,Formosa,Patiño,Bartolomé De Las Casas,34035010,10_Mbps,6.0
10235,Formosa,Patiño,Comandante Fontana,34035030,10_Mbps,39.0
10236,Formosa,Patiño,Estanislao Del Campo,34035050,10_Mbps,45.0
10237,Formosa,Patiño,Fortín Cabo 1º Lugones,34035060,10_Mbps,22.0
10238,Formosa,Patiño,Fortín Sargento 1º Leyes,34035070,10_Mbps,6.0
10239,Formosa,Patiño,Ibarreta,34035080,10_Mbps,193.0
10240,Formosa,Patiño,Juan G. Bazán,34035090,10_Mbps,11.0
10241,Formosa,Patiño,Las Lomitas,34035100,10_Mbps,443.0
10242,Formosa,Patiño,Posta Cambio Zalazar,34035110,10_Mbps,23.0
10243,Formosa,Patiño,Pozo Del Tigre,34035120,10_Mbps,36.0
10244,Formosa,Patiño,San Martín I,34035130,10_Mbps,5.0
10245,Formosa,Patiño,San Martín Ii,34035140,10_Mbps,28.0
10246,Formosa,Patiño,Subteniente Perín,34035150,10_Mbps,14.0
10247,Formosa,Patiño,Villa General Güemes,34035160,10_Mbps,22.0
10248,Formosa,Patiño,Villa General Manuel Belgrano,34035170,10_Mbps,37.0
10249,Formosa,Pilagás,Buena Vista,34042010,10_Mbps,22.0
10250,Formosa,Pilagás,El Espinillo,34042020,10_Mbps,31.0
10251,Formosa,Pilagás,Laguna Gallo,34042030,10_Mbps,5.0
10252,Formosa,Pilagás,Misión Tacaagle,34042040,10_Mbps,20.0
10253,Formosa,Pilagás,Tres Lagunas,34042060,10_Mbps,17.0
10254,Formosa,Pilcomayo,Clorinda,34049010,10_Mbps,941.0
10255,Formosa,Pilcomayo,Laguna Blanca,34049020,10_Mbps,41.0
10256,Formosa,Pilcomayo,Laguna Naick-Neck,34049030,10_Mbps,25.0
10257,Formosa,Pilcomayo,Palma Sola,34049040,10_Mbps,15.0
10258,Formosa,Pilcomayo,Riacho He-He,34049060,10_Mbps,29.0
10259,Formosa,Pilcomayo,Siete Palmas,34049080,10_Mbps,18.0
10260,Formosa,Pirané,Colonia Campo Villafañe,34056010,10_Mbps,83.0
10261,Formosa,Pirané,El Colorado,34056020,10_Mbps,125.0
10262,Formosa,Pirané,Palo Santo,34056030,10_Mbps,36.0
10263,Formosa,Pirané,Pirané,34056040,10_Mbps,65.0
10264,Formosa,Pirané,Villa Kilómetro 213,34056050,10_Mbps,37.0
10265,Formosa,Ramón Lista,El Potrillo,34063010,10_Mbps,17.0
10266,Formosa,Ramón Lista,El Quebracho,34063030,10_Mbps,2.0
10267,Formosa,Ramón Lista,General Mosconi,34063020,10_Mbps,32.0
10268,Jujuy,Doctor Manuel Belgrano,Guerrero,38021010,10_Mbps,27.0
10269,Jujuy,Doctor Manuel Belgrano,León,38021030,10_Mbps,504.0
10270,Jujuy,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,10_Mbps,111.0
10271,Jujuy,Doctor Manuel Belgrano,San Salvador De Jujuy (Est. Jujuy),38021060,10_Mbps,1305.0
10272,Jujuy,Doctor Manuel Belgrano,Yala,38021070,10_Mbps,156.0
10273,Jujuy,El Carmen,Aguas Calientes,38014010,10_Mbps,1.0
10274,Jujuy,El Carmen,El Carmen,38014040,10_Mbps,505.0
10275,Jujuy,El Carmen,Monterrico,38014070,10_Mbps,261.0
10276,Jujuy,El Carmen,Pampa Blanca,38014080,10_Mbps,108.0
10277,Jujuy,El Carmen,Perico,38014090,10_Mbps,626.0
10278,Jujuy,El Carmen,Puesto Viejo,38014100,10_Mbps,22.0
10279,Jujuy,Humahuaca,Humahuaca,38028040,10_Mbps,154.0
10280,Jujuy,Humahuaca,Uquía (Est. Senador Pérez),38028060,10_Mbps,1.0
10281,Jujuy,Ledesma,Caimancito,38035030,10_Mbps,147.0
10282,Jujuy,Ledesma,Calilegua,38035040,10_Mbps,100.0
10283,Jujuy,Ledesma,Fraile Pintado,38035060,10_Mbps,428.0
10284,Jujuy,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,10_Mbps,3456.0
10285,Jujuy,Ledesma,Yuto,38035110,10_Mbps,6.0
10286,Jujuy,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,10_Mbps,56.0
10287,Jujuy,Rinconada,Lagunillas De Farallón,38049010,10_Mbps,1.0
10288,Jujuy,San Antonio,El Ceibal,38056010,10_Mbps,1.0
10289,Jujuy,San Antonio,San Antonio,38056030,10_Mbps,33.0
10290,Jujuy,San Pedro,Rosario De Río Grande,38063150,10_Mbps,1.0
10291,Jujuy,San Pedro,San Lucas,38063170,10_Mbps,2.0
10292,Jujuy,San Pedro,San Pedro (Est. San Pedro De Jujuy),38063180,10_Mbps,1023.0
10293,Jujuy,Santa Barbara,El Piquete,38070020,10_Mbps,53.0
10294,Jujuy,Santa Barbara,Santa Clara,38070060,10_Mbps,71.0
10295,Jujuy,Susques,Catua,38084010,10_Mbps,70.0
10296,Jujuy,Susques,Coranzuli,38084020,10_Mbps,55.0
10297,Jujuy,Susques,El Toro,38084030,10_Mbps,20.0
10298,Jujuy,Susques,Huáncar,38084040,10_Mbps,22.0
10299,Jujuy,Susques,Jama,38084045,10_Mbps,11.0
10300,Jujuy,Susques,Mina Providencia,38084050,10_Mbps,5.0
10301,Jujuy,Susques,Olacapato,38084055,10_Mbps,9.0
10302,Jujuy,Susques,Olaroz Chico,38084060,10_Mbps,30.0
10303,Jujuy,Susques,Pastos Chicos,38084070,10_Mbps,17.0
10304,Jujuy,Susques,Puesto Sey,38084080,10_Mbps,15.0
10305,Jujuy,Susques,San Juan De Quillaqués,38084090,10_Mbps,12.0
10306,Jujuy,Susques,Susques,38084100,10_Mbps,309.0
10307,Jujuy,Tilcara,Huacalera,38094020,10_Mbps,56.0
10308,Jujuy,Tilcara,Maimará,38094040,10_Mbps,18.0
10309,Jujuy,Tilcara,Tilcara,38094050,10_Mbps,8.0
10310,Jujuy,Tumbaya,Bárcena,38098010,10_Mbps,111.0
10311,Jujuy,Tumbaya,Purmamarca,38098030,10_Mbps,56.0
10312,Jujuy,Tumbaya,Tumbaya,38098040,10_Mbps,342.0
10313,Jujuy,Yavi,La Quiaca,38112050,10_Mbps,2.0
10314,La Pampa,Atreucó,Doblas,42007010,10_Mbps,15.0
10315,La Pampa,Atreucó,Macachín,42007020,10_Mbps,9.0
10316,La Pampa,Atreucó,Rolón,42007040,10_Mbps,82.0
10317,La Pampa,Atreucó,Tomas M. Anchorena,42007050,10_Mbps,5.0
10318,La Pampa,Caleu Caleu,La Adela,42014020,10_Mbps,524.0
10319,La Pampa,Capital,Anguil,42021010,10_Mbps,89.0
10320,La Pampa,Capital,Santa Rosa,42021020,10_Mbps,2999.0
10321,La Pampa,Catriló,Catriló,42028010,10_Mbps,173.0
10322,La Pampa,Catriló,Uriburu,42028040,10_Mbps,115.0
10323,La Pampa,Chapaleufú,Bernardo Larroude,42056010,10_Mbps,22.0
10324,La Pampa,Chapaleufú,Ceballos,42056020,10_Mbps,6.0
10325,La Pampa,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,10_Mbps,15.0
10326,La Pampa,Chapaleufú,Intendente Alvear,42056040,10_Mbps,253.0
10327,La Pampa,Chapaleufú,Sarah,42056050,10_Mbps,1.0
10328,La Pampa,Conhelo,Eduardo Castex,42035020,10_Mbps,775.0
10329,La Pampa,Conhelo,Winifreda,42035060,10_Mbps,385.0
10330,La Pampa,Guatraché,Perú,42070040,10_Mbps,14.0
10331,La Pampa,Hucal,Abramo,42077010,10_Mbps,9.0
10332,La Pampa,Hucal,Bernasconi,42077020,10_Mbps,155.0
10333,La Pampa,Hucal,General San Martín (Est. Villa Alba),42077030,10_Mbps,11.0
10334,La Pampa,Maracó,General Pico,42105030,10_Mbps,6016.0
10335,La Pampa,Puelén,25 De Mayo,42112020,10_Mbps,1216.0
10336,La Pampa,Puelén,Casa De Piedra,42112005,10_Mbps,2.0
10337,La Pampa,Quemú Quemú,Colonia Barón,42119010,10_Mbps,5.0
10338,La Pampa,Quemú Quemú,Quemú Quemú,42119040,10_Mbps,2.0
10339,La Pampa,Quemú Quemú,Villa Mirasol,42119060,10_Mbps,1.0
10340,La Pampa,Rancul,Caleufú,42126010,10_Mbps,68.0
10341,La Pampa,Rancul,Parera,42126040,10_Mbps,13.0
10342,La Pampa,Rancul,Rancul,42126070,10_Mbps,20.0
10343,La Pampa,Realicó,Adolfo Van Praet,42133010,10_Mbps,3.0
10344,La Pampa,Realicó,Alta Italia,42133020,10_Mbps,9.0
10345,La Pampa,Realicó,Damián Maisonave (Est. Simson),42133030,10_Mbps,3.0
10346,La Pampa,Realicó,Embajador Martini,42133040,10_Mbps,2.0
10347,La Pampa,Realicó,Falucho,42133050,10_Mbps,7.0
10348,La Pampa,Realicó,Ingeniero Luiggi,42133060,10_Mbps,21.0
10349,La Pampa,Realicó,Realicó,42133080,10_Mbps,158.0
10350,La Pampa,Toay,Toay,42140020,10_Mbps,515.0
10351,La Pampa,Utracán,Ataliva Roca,42154010,10_Mbps,23.0
10352,La Pampa,Utracán,Chacharramendi,42154020,10_Mbps,1.0
10353,La Pampa,Utracán,Colonia Santa María,42154030,10_Mbps,153.0
10354,La Pampa,Utracán,General Acha,42154040,10_Mbps,988.0
10355,La Pampa,Utracán,Quehué,42154050,10_Mbps,270.0
10356,La Pampa,Utracán,Unanué,42154060,10_Mbps,42.0
10357,La Rioja,Arauco,Aimogasta,46007010,10_Mbps,99.0
10358,La Rioja,Capital,La Rioja,46014010,10_Mbps,1050.0
10359,La Rioja,Chamical,Chamical,46035010,10_Mbps,79.0
10360,La Rioja,Chilecito,Chilecito,46042010,10_Mbps,177.0
10361,La Rioja,Chilecito,Nonogasta,46042090,10_Mbps,37.0
10362,La Rioja,Chilecito,Vichigasta,46042140,10_Mbps,25.0
10363,La Rioja,General Angel V. Peñaloza,Tama,46056020,10_Mbps,1.0
10364,La Rioja,General Belgrano,Chañar,46063020,10_Mbps,2.0
10365,La Rioja,General Belgrano,Olta,46063040,10_Mbps,1.0
10366,La Rioja,Independencia,Patquía,46105020,10_Mbps,8.0
10367,La Rioja,Rosario Vera Peñaloza,Chepes,46112010,10_Mbps,2.0
10368,Mendoza,Capital,Mendoza,50007010,10_Mbps,210.0
10369,Mendoza,General Alvear,Bowen,50014010,10_Mbps,14.0
10370,Mendoza,General Alvear,Carmensa,50014020,10_Mbps,4.0
10371,Mendoza,General Alvear,General Alvear,50014030,10_Mbps,1949.0
10372,Mendoza,Godoy Cruz,Godoy Cruz,50021010,10_Mbps,12.0
10373,Mendoza,Godoy Cruz,San Francisco Del Monte,50021010,10_Mbps,9.0
10374,Mendoza,Guaymallén,Colonia Segovia,50028010,10_Mbps,7.0
10375,Mendoza,Guaymallén,Dorrego,50028030,10_Mbps,1.0
10376,Mendoza,Guaymallén,Guaymallén,50028020,10_Mbps,10.0
10377,Mendoza,Guaymallén,Otros,Sin Datos,10_Mbps,14.0
10378,Mendoza,Guaymallén,San Francisco Del Monte,50028050,10_Mbps,9.0
10379,Mendoza,Junín,Ingeniero Giagnoni,50035010,10_Mbps,6.0
10380,Mendoza,Junín,Junín,50035020,10_Mbps,10.0
10381,Mendoza,Junín,La Colonia,50035030,10_Mbps,13.0
10382,Mendoza,Junín,Los Barriales,50035040,10_Mbps,8.0
10383,Mendoza,Junín,Medrano,50035050,10_Mbps,73.0
10384,Mendoza,Junín,Rodríguez Peña,50035070,10_Mbps,2.0
10385,Mendoza,La Paz,La Paz,50042020,10_Mbps,1.0
10386,Mendoza,Las Heras,El Challao,50049040,10_Mbps,6.0
10387,Mendoza,Las Heras,Las Heras,50049050,10_Mbps,19.0
10388,Mendoza,Las Heras,Uspallata,50049110,10_Mbps,3.0
10389,Mendoza,Lavalle,3 De Mayo,50056150,10_Mbps,3.0
10390,Mendoza,Lavalle,Costa De Araujo,50056080,10_Mbps,27.0
10391,Mendoza,Lavalle,El Vergel,50056100,10_Mbps,5.0
10392,Mendoza,Lavalle,Ingeniero Gustavo André,50056110,10_Mbps,8.0
10393,Mendoza,Lavalle,Jocolí,50056120,10_Mbps,7.0
10394,Mendoza,Lavalle,Jocolí Viejo,50056130,10_Mbps,10.0
10395,Mendoza,Lavalle,Villa Tulumaya,50056160,10_Mbps,17.0
10396,Mendoza,Luján De Cuyo,Agrelo,50063010,10_Mbps,1.0
10397,Mendoza,Luján De Cuyo,Chacras De Coria,50063060,10_Mbps,1.0
10398,Mendoza,Luján De Cuyo,El Carrizal,50063050,10_Mbps,1.0
10399,Mendoza,Luján De Cuyo,Luján De Cuyo,50063090,10_Mbps,7.0
10400,Mendoza,Luján De Cuyo,Ugarteche,50063120,10_Mbps,4.0
10401,Mendoza,Maipú,Fray Luis Beltrán,50070050,10_Mbps,1.0
10402,Mendoza,Maipú,General Gutierrez,50070040,10_Mbps,1.0
10403,Mendoza,Maipú,Maipú,50070060,10_Mbps,7.0
10404,Mendoza,Maipú,Rodeo Del Medio,50070070,10_Mbps,2.0
10405,Mendoza,Maipú,San Roque,50070090,10_Mbps,2.0
10406,Mendoza,Malargüe,Malargüe,50077040,10_Mbps,1560.0
10407,Mendoza,Rivadavia,El Mirador,50084040,10_Mbps,3.0
10408,Mendoza,Rivadavia,Rivadavia,50084140,10_Mbps,1522.0
10409,Mendoza,San Carlos,Barrio El Cepillo,50091010,10_Mbps,7.0
10410,Mendoza,San Carlos,Chilecito,50091020,10_Mbps,54.0
10411,Mendoza,San Carlos,Eugenio Bustos,50091030,10_Mbps,58.0
