,Provincia,Partido,Localidad,Link_Indec,Tecnologia,Accesos
0,Buenos Aires,25 De Mayo,25 De Mayo,6854100,Adsl,755.0
1,Buenos Aires,25 De Mayo,Del Valle,6854020,Adsl,181.0
2,Buenos Aires,25 De Mayo,Ernestina,6854030,Adsl,75.0
3,Buenos Aires,25 De Mayo,Pedernales,6854070,Adsl,154.0
4,Buenos Aires,9 De Julio,9 De Julio,6588100,Adsl,4241.0
5,Buenos Aires,9 De Julio,Alfredo Demarchi (Est. Facundo Quiroga),6588010,Adsl,450.0
6,Buenos Aires,9 De Julio,Manuel B. Gonnet (Est. French),6588060,Adsl,193.0
7,Buenos Aires,9 De Julio,Patricios,6588110,Adsl,81.0
8,Buenos Aires,Adolfo Alsina,Carhué,6007010,Adsl,766.0
9,Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),6014010,Adsl,464.0
10,Buenos Aires,Alberti,Alberti (Est. Andrés Vaccarezza),6021010,Adsl,335.0
11,Buenos Aires,Alberti,Mechita,6021030,Adsl,285.0
12,Buenos Aires,Almirante Brown,Adrogué,6028010,Adsl,86.0
13,Buenos Aires,Almirante Brown,Burzaco,6028010,Adsl,39.0
14,Buenos Aires,Almirante Brown,Claypole,6028010,Adsl,4.0
15,Buenos Aires,Almirante Brown,Glew,6028010,Adsl,11.0
16,Buenos Aires,Almirante Brown,Longchamps,6028010,Adsl,16.0
17,Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,Adsl,1.0
18,Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,Adsl,3.0
19,Buenos Aires,Almirante Brown,Rafael Calzada,6028010,Adsl,9.0
20,Buenos Aires,Almirante Brown,San Francisco Solano,6028010,Adsl,3.0
21,Buenos Aires,Almirante Brown,San Jose,6028010,Adsl,2.0
22,Buenos Aires,Arrecifes,Arrecifes,6077010,Adsl,773.0
23,Buenos Aires,Arrecifes,Viña,6077030,Adsl,50.0
24,Buenos Aires,Avellaneda,Avellaneda,6035010,Adsl,903.0
25,Buenos Aires,Avellaneda,Crucesita,6035010,Adsl,1.0
26,Buenos Aires,Avellaneda,Dock Sud,6035010,Adsl,11.0
27,Buenos Aires,Avellaneda,Gerli,6035010,Adsl,3.0
28,Buenos Aires,Avellaneda,Pineyro,6035010,Adsl,9.0
29,Buenos Aires,Avellaneda,Sarandí,6035010,Adsl,703.0
30,Buenos Aires,Avellaneda,Villa Domínico,6035010,Adsl,15.0
31,Buenos Aires,Avellaneda,Wilde,6035010,Adsl,329.0
32,Buenos Aires,Ayacucho,Ayacucho,6042010,Adsl,1834.0
33,Buenos Aires,Azul,Azul,6049020,Adsl,1692.0
34,Buenos Aires,Bahía Blanca,Bahía Blanca,6056010,Adsl,3774.0
35,Buenos Aires,Bahía Blanca,General Daniel Cerri (Est. General Cerri),6056030,Adsl,320.0
36,Buenos Aires,Balcarce,Balcarce,6063010,Adsl,1347.0
37,Buenos Aires,Baradero,Baradero,6070010,Adsl,1010.0
38,Buenos Aires,Baradero,Villa Alsina (Est. Alsina),6070040,Adsl,96.0
39,Buenos Aires,Benito Juárez,Benito Juárez (Est. Juárez),6084020,Adsl,650.0
40,Buenos Aires,Berazategui,Berazategui,6091010,Adsl,247.0
41,Buenos Aires,Berazategui,Berazategui Oeste,6091010,Adsl,16.0
42,Buenos Aires,Berazategui,Carlos Tomás Sourigues,6091010,Adsl,1.0
43,Buenos Aires,Berazategui,Centro Agrícola El Pato,6091010,Adsl,1348.0
44,Buenos Aires,Berazategui,Guillermo E. Hudson,6091010,Adsl,40.0
45,Buenos Aires,Berazategui,Juan María Gutierrez,6091010,Adsl,94.0
46,Buenos Aires,Berazategui,Ranelagh,6091010,Adsl,10.0
47,Buenos Aires,Berazategui,Villa España,6091010,Adsl,1.0
48,Buenos Aires,Berisso,Berisso,6098010,Adsl,3116.0
49,Buenos Aires,Bolívar,San Carlos De Bolívar (Est. Bolívar),6105060,Adsl,727.0
50,Buenos Aires,Bolívar,Hale,6105010,Adsl,10.0
51,Buenos Aires,Bragado,Bragado,6112010,Adsl,500.0
52,Buenos Aires,Bragado,General O'Brien,6112030,Adsl,321.0
53,Buenos Aires,Bragado,Mechita (Est. Mecha),6112070,Adsl,10.0
54,Buenos Aires,Bragado,Warnes,6112090,Adsl,135.0
55,Buenos Aires,Brandsen,Coronel Brandsen,6119050,Adsl,1250.0
56,Buenos Aires,Brandsen,Jeppener,6119070,Adsl,815.0
57,Buenos Aires,Campana,Campana,6126030,Adsl,808.0
58,Buenos Aires,Cañuelas,Alejandro Petión,6134010,Adsl,102.0
59,Buenos Aires,Cañuelas,Cañuelas,6134030,Adsl,909.0
60,Buenos Aires,Cañuelas,Uribelarrea,6134070,Adsl,63.0
61,Buenos Aires,Cañuelas,Vicente Casares,6134080,Adsl,175.0
62,Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,6140010,Adsl,144.0
63,Buenos Aires,Carlos Casares,Carlos Casares,6147030,Adsl,1167.0
64,Buenos Aires,Carlos Tejedor,Carlos Tejedor,6154010,Adsl,12.0
65,Buenos Aires,Carmen De Areco,Carmen De Areco,6161010,Adsl,322.0
66,Buenos Aires,Castelli,Castelli,6168010,Adsl,52.0
67,Buenos Aires,Chacabuco,Chacabuco,6210020,Adsl,1334.0
68,Buenos Aires,Chacabuco,O'Higgins,6210040,Adsl,260.0
69,Buenos Aires,Chacabuco,Rawson,6210050,Adsl,59.0
70,Buenos Aires,Chascomús,Chascomús,6217010,Adsl,1847.0
71,Buenos Aires,Chascomús,Manuel J. Cobo (Est. Lezama),6217020,Adsl,98.0
72,Buenos Aires,Chivilcoy,Chivilcoy,6224010,Adsl,2031.0
73,Buenos Aires,Chivilcoy,La Rica,6224040,Adsl,39.0
74,Buenos Aires,Chivilcoy,Ramón Biaus,6224060,Adsl,3.0
75,Buenos Aires,Chivilcoy,San Sebastián,6224070,Adsl,3.0
76,Buenos Aires,Chivilcoy,Gorostiaga,6224030,Adsl,55.0
77,Buenos Aires,Colón,Colón,6175010,Adsl,4051.0
78,Buenos Aires,Coronel De Marina L. Rosales,Punta Alta (Est Almirante Solier),6182030,Adsl,634.0
79,Buenos Aires,Coronel Dorrego,Coronel Dorrego,6189030,Adsl,204.0
80,Buenos Aires,Coronel Pringles,Coronel Pringles (Est. Pringles),6196010,Adsl,555.0
81,Buenos Aires,Coronel Suárez,Coronel Suárez,6203020,Adsl,691.0
82,Buenos Aires,Daireaux,Daireaux,6231030,Adsl,226.0
83,Buenos Aires,Dolores,Dolores,6238010,Adsl,1045.0
84,Buenos Aires,Ensenada,Ensenada,6245010,Adsl,1196.0
85,Buenos Aires,Escobar,Belen De Escobar,6252010,Adsl,1415.0
86,Buenos Aires,Escobar,Garín,6252010,Adsl,3400.0
87,Buenos Aires,Escobar,Ingeniero Maschwitz,6252010,Adsl,306.0
88,Buenos Aires,Escobar,Maquinista F. Savio (Este),6252010,Adsl,185.0
89,Buenos Aires,Escobar,Matheu,6252010,Adsl,700.0
90,Buenos Aires,Esteban Echeverría,9 De Abril,6260010,Adsl,54.0
91,Buenos Aires,Esteban Echeverría,Canning,6260010,Adsl,2.0
92,Buenos Aires,Esteban Echeverría,Luis Guillón,6260010,Adsl,3.0
93,Buenos Aires,Esteban Echeverría,Monte Grande,6260010,Adsl,60.0
94,Buenos Aires,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,Adsl,1.0
95,Buenos Aires,Exaltación De La Cruz,Capilla Del Señor (Est. Capilla),6266020,Adsl,294.0
96,Buenos Aires,Exaltación De La Cruz,Parada Robles - Pavón,6266060,Adsl,1140.0
97,Buenos Aires,Exaltación De La Cruz,El Remanso,6266030,Adsl,397.0
98,Buenos Aires,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,Adsl,61.0
99,Buenos Aires,Ezeiza,Canning,6270010,Adsl,58.0
100,Buenos Aires,Ezeiza,Carlos Spegazzini,6270010,Adsl,23.0
101,Buenos Aires,Ezeiza,José Maria Ezeiza,6270010,Adsl,33.0
102,Buenos Aires,Ezeiza,Otros,Sin Datos,Adsl,3.0
103,Buenos Aires,Ezeiza,Tristán Suarez,6270010,Adsl,34.0
104,Buenos Aires,Florencio Varela,Estanislao Severo Zeballos,6274010,Adsl,3.0
105,Buenos Aires,Florencio Varela,Florencio Varela,6274010,Adsl,314.0
106,Buenos Aires,Florencio Varela,Ingeniero Juan Allan,6274010,Adsl,424.0
107,Buenos Aires,Florencio Varela,La Rotonda,6274010,Adsl,30.0
108,Buenos Aires,Florencio Varela,Villa Santa Rosa,6274010,Adsl,3.0
109,Buenos Aires,Florencio Varela,Villa Vatteone,6274010,Adsl,4.0
110,Buenos Aires,Florentino Ameghino,Florentino Ameghino,6277020,Adsl,49.0
111,Buenos Aires,General Alvarado,Mechongué,6280030,Adsl,256.0
112,Buenos Aires,General Alvarado,Miramar,6280040,Adsl,4318.0
113,Buenos Aires,General Arenales,Arribeños,6294010,Adsl,218.0
114,Buenos Aires,General Arenales,Ascensión,6294020,Adsl,1200.0
115,Buenos Aires,General Arenales,La Angelita,6294060,Adsl,26.0
116,Buenos Aires,General Belgrano,General Belgrano,6301010,Adsl,433.0
117,Buenos Aires,General Juan Madariaga,General Juan Madariaga,6315010,Adsl,352.0
118,Buenos Aires,General La Madrid,General La Madrid,6322010,Adsl,1948.0
119,Buenos Aires,General Las Heras,General Las Heras (Est. Las Heras),6329020,Adsl,156.0
120,Buenos Aires,General Paz,Ranchos,6343030,Adsl,1202.0
121,Buenos Aires,General Pinto,Colonia San Ricardo (Est. Iriarte),6351010,Adsl,244.0
122,Buenos Aires,General Pinto,Germania (Est. Mayor José Orellano),6351030,Adsl,1112.0
123,Buenos Aires,General Pueyrredón,Batán,6357070,Adsl,1313.0
124,Buenos Aires,General Pueyrredón,Estación Chapadmalal,6357100,Adsl,246.0
125,Buenos Aires,General Pueyrredón,Mar Del Plata,6357110,Adsl,9494.0
126,Buenos Aires,General Pueyrredón,Sierra De Los Padres,6357120,Adsl,358.0
127,Buenos Aires,General Pueyrredón,Camet,6357090,Adsl,542.0
128,Buenos Aires,General Rodríguez,General Rodríguez,6364030,Adsl,666.0
129,Buenos Aires,General San Martín,Ciudad Del Libertador General San Martin,6371010,Adsl,275.0
130,Buenos Aires,General San Martín,Otros,Sin Datos,Adsl,11.0
131,Buenos Aires,General San Martín,Villa Ballester,6371010,Adsl,111.0
132,Buenos Aires,General San Martín,Villa José León Suarez,6371010,Adsl,177.0
133,Buenos Aires,General San Martín,Villa Lynch,6371010,Adsl,26.0
134,Buenos Aires,General San Martín,Villa San Andrés,6371010,Adsl,44.0
135,Buenos Aires,General Viamonte,Baigorrita,6385010,Adsl,562.0
136,Buenos Aires,General Viamonte,Los Toldos,6385030,Adsl,214.0
137,Buenos Aires,General Villegas,Coronel Charlone,6392030,Adsl,317.0
138,Buenos Aires,General Villegas,General Villegas (Est. Villegas),6392050,Adsl,96.0
139,Buenos Aires,General Villegas,Piedritas,6392080,Adsl,368.0
140,Buenos Aires,Guaminí,Laguna Alsina (Est. Bonifacio),6399050,Adsl,124.0
141,Buenos Aires,Hipólito Yrigoyen,Henderson,6406010,Adsl,79.0
142,Buenos Aires,Hurlingham,Hurlingham,6408010,Adsl,297.0
143,Buenos Aires,Hurlingham,Villa Santos Tesei,6408010,Adsl,15.0
144,Buenos Aires,Ituzaingó,Ituzaingó Centro,6410010,Adsl,148.0
145,Buenos Aires,Ituzaingó,Otros,Sin Datos,Adsl,2.0
146,Buenos Aires,Ituzaingó,Villa Gobernador Udaondo,6410010,Adsl,10.0
147,Buenos Aires,José C. Paz,José C Paz,6412010,Adsl,1282.0
148,Buenos Aires,Junín,Junín,6413050,Adsl,2637.0
149,Buenos Aires,La Costa,Las Toninas,6420010,Adsl,365.0
150,Buenos Aires,La Costa,Mar De Ajó - San Bernardo,6420020,Adsl,1349.0
151,Buenos Aires,La Costa,San Clemente Del Tuyú,6420030,Adsl,1422.0
152,Buenos Aires,La Costa,Santa Teresita - Mar Del Tuyú,6420040,Adsl,2329.0
153,Buenos Aires,La Costa,Aguas Verdes,6420030,Adsl,28.0
154,Buenos Aires,La Costa,Lucila Del Mar,6420030,Adsl,101.0
155,Buenos Aires,La Matanza,20 De Junio,6427010,Adsl,4.0
156,Buenos Aires,La Matanza,Aldo Bonzi,6427010,Adsl,1.0
157,Buenos Aires,La Matanza,Ciudad Evita,6427010,Adsl,40.0
158,Buenos Aires,La Matanza,Gonzalez Catán,6427010,Adsl,12.0
159,Buenos Aires,La Matanza,Gregorio De Laferrere,6427010,Adsl,18.0
160,Buenos Aires,La Matanza,Isidro Casanova,6427010,Adsl,25.0
161,Buenos Aires,La Matanza,La Tablada,6427010,Adsl,36.0
162,Buenos Aires,La Matanza,Lomas Del Mirador,6427010,Adsl,51.0
163,Buenos Aires,La Matanza,Rafael Castillo,6427010,Adsl,12.0
164,Buenos Aires,La Matanza,Ramos Mejía,6427010,Adsl,518.0
165,Buenos Aires,La Matanza,San Justo,6427010,Adsl,131.0
166,Buenos Aires,La Matanza,Tapiales,6427010,Adsl,233.0
167,Buenos Aires,La Matanza,Villa Eduardo Madero,6427010,Adsl,50.0
168,Buenos Aires,La Matanza,Villa Luzuriaga,6427010,Adsl,4.0
169,Buenos Aires,La Matanza,Virrey Del Pino,6427010,Adsl,4526.0
170,Buenos Aires,La Plata,Barrio El Peligro,6441030,Adsl,213.0
171,Buenos Aires,La Plata,Colonia La Plata,6441030,Adsl,23.0
172,Buenos Aires,La Plata,La Plata,6441030,Adsl,7362.0
173,Buenos Aires,La Plata,Ruta Del Sol,6441030,Adsl,89.0
174,Buenos Aires,Lanús,Gerli,6434010,Adsl,7.0
175,Buenos Aires,Lanús,Lanús Este,6434010,Adsl,239.0
176,Buenos Aires,Lanús,Monte Chingolo,6434010,Adsl,9.0
177,Buenos Aires,Lanús,Remedios Escalada De San Martin,6434010,Adsl,15.0
178,Buenos Aires,Lanús,Valentín Alsina,6434010,Adsl,63.0
179,Buenos Aires,Las Flores,Las Flores,6455030,Adsl,1411.0
180,Buenos Aires,Leandro N. Alem,Alberdi Viejo,6462010,Adsl,2.0
181,Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),6462040,Adsl,252.0
182,Buenos Aires,Leandro N. Alem,Vedia,6462060,Adsl,814.0
183,Buenos Aires,Lincoln,Coronel Martínez De Hoz (Ap. Kilómetro 322),6469050,Adsl,288.0
184,Buenos Aires,Lincoln,Las Toscas,6469070,Adsl,330.0
185,Buenos Aires,Lincoln,Lincoln,6469080,Adsl,703.0
186,Buenos Aires,Lobería,Lobería,6476030,Adsl,634.0
187,Buenos Aires,Lobos,Antonio Carboni,6483010,Adsl,2.0
188,Buenos Aires,Lobos,Lobos,6483040,Adsl,587.0
189,Buenos Aires,Lobos,Salvador María,6483050,Adsl,87.0
190,Buenos Aires,Lomas De Zamora,Banfield,6490010,Adsl,163.0
191,Buenos Aires,Lomas De Zamora,Llavallol,6490010,Adsl,21.0
192,Buenos Aires,Lomas De Zamora,Lomas De Zamora,6490010,Adsl,290.0
193,Buenos Aires,Lomas De Zamora,Temperley,6490010,Adsl,10.0
194,Buenos Aires,Lomas De Zamora,Turdera,6490010,Adsl,11.0
195,Buenos Aires,Luján,Cortines,6497060,Adsl,71.0
196,Buenos Aires,Luján,José María Jáuregui (Est. Jáuregui),6497060,Adsl,425.0
197,Buenos Aires,Luján,Luján,6497060,Adsl,1681.0
198,Buenos Aires,Luján,Open Door (Est. Dr. Domingo Cabred),6497060,Adsl,190.0
199,Buenos Aires,Luján,Torres,6497090,Adsl,99.0
200,Buenos Aires,Magdalena,Magdalena,6505040,Adsl,604.0
201,Buenos Aires,Maipú,Las Armas,6511010,Adsl,90.0
202,Buenos Aires,Maipú,Maipú,6511020,Adsl,518.0
203,Buenos Aires,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,Adsl,101.0
204,Buenos Aires,Malvinas Argentinas,Grand Bourg,6515010,Adsl,477.0
205,Buenos Aires,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,Adsl,20.0
206,Buenos Aires,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,Adsl,25.0
207,Buenos Aires,Malvinas Argentinas,Los Polvorines,6515010,Adsl,126.0
208,Buenos Aires,Malvinas Argentinas,Tortuguitas,6515010,Adsl,1040.0
209,Buenos Aires,Malvinas Argentinas,Villa De Mayo,6515010,Adsl,15.0
210,Buenos Aires,Mar Chiquita,Coronel Vidal,6518010,Adsl,3.0
211,Buenos Aires,Mar Chiquita,Mar De Cobo,6518050,Adsl,158.0
212,Buenos Aires,Mar Chiquita,Santa Clara Del Mar,6518060,Adsl,1617.0
213,Buenos Aires,Marcos Paz,Marcos Paz,6525020,Adsl,1031.0
214,Buenos Aires,Mercedes,Mercedes,6532020,Adsl,879.0
215,Buenos Aires,Merlo,Libertad,6539010,Adsl,22.0
216,Buenos Aires,Merlo,Mariano Acosta,6539010,Adsl,1818.0
217,Buenos Aires,Merlo,Merlo,6539010,Adsl,180.0
218,Buenos Aires,Merlo,Pontevedra,6539010,Adsl,405.0
219,Buenos Aires,Merlo,San Antonio De Padua,6539010,Adsl,4.0
220,Buenos Aires,Monte,San Miguel Del Monte (Est. Monte),6547020,Adsl,563.0
221,Buenos Aires,Monte Hermoso,Monte Hermoso,6553020,Adsl,6.0
222,Buenos Aires,Moreno,Francisco Alvarez,6560010,Adsl,596.0
223,Buenos Aires,Moreno,La Reja,6560010,Adsl,4.0
224,Buenos Aires,Moreno,Moreno,6560010,Adsl,78.0
225,Buenos Aires,Moreno,Trujui,6560010,Adsl,40.0
226,Buenos Aires,Morón,Castelar,6568010,Adsl,6.0
227,Buenos Aires,Morón,El Palomar,6568010,Adsl,8.0
228,Buenos Aires,Morón,Haedo,6568010,Adsl,107.0
229,Buenos Aires,Morón,Moron,6568010,Adsl,522.0
230,Buenos Aires,Morón,Villa Sarmiento,6568010,Adsl,8.0
231,Buenos Aires,Navarro,Navarro,6574030,Adsl,304.0
232,Buenos Aires,Necochea,Juan N. Fernández,6581030,Adsl,525.0
233,Buenos Aires,Necochea,Necochea - Quequén,6581040,Adsl,2444.0
234,Buenos Aires,Necochea,Nicanor Olivera (Est. La Dulce),6581050,Adsl,1.0
235,Buenos Aires,Olavarría,Hinojo,6595060,Adsl,9.0
236,Buenos Aires,Olavarría,Olavarría,6595070,Adsl,2675.0
237,Buenos Aires,Olavarría,Sierras Bayas,6595110,Adsl,256.0
238,Buenos Aires,Olavarría,Villa Alfredo Fortabat,6595120,Adsl,195.0
239,Buenos Aires,Patagones,Carmen De Patagones,6602030,Adsl,852.0
240,Buenos Aires,Patagones,Villalonga,6602070,Adsl,101.0
241,Buenos Aires,Pehuajó,Pehuajó,6609080,Adsl,3701.0
242,Buenos Aires,Pellegrini,Pellegrini,6616030,Adsl,240.0
243,Buenos Aires,Pergamino,Acevedo,6623010,Adsl,115.0
244,Buenos Aires,Pergamino,Fontezuela,6623020,Adsl,14.0
245,Buenos Aires,Pergamino,Juan Anchorena (Est. Urquiza),6623050,Adsl,29.0
246,Buenos Aires,Pergamino,La Violeta,6623060,Adsl,346.0
247,Buenos Aires,Pergamino,Pergamino,6623100,Adsl,1998.0
248,Buenos Aires,Pergamino,Rancagua,6623120,Adsl,109.0
249,Buenos Aires,Pilar,Del Viso,6638040,Adsl,15837.0
250,Buenos Aires,Pilar,Fátima,6638040,Adsl,270.0
251,Buenos Aires,Pilar,La Lonja,6638040,Adsl,2991.0
252,Buenos Aires,Pilar,Pilar,6638040,Adsl,2211.0
253,Buenos Aires,Pilar,Presidente Derqui,6638040,Adsl,1565.0
254,Buenos Aires,Pilar,Villa Rosa,6638040,Adsl,300.0
255,Buenos Aires,Pilar,Zelaya,6638040,Adsl,8.0
256,Buenos Aires,Pinamar,Pinamar,6644010,Adsl,6128.0
257,Buenos Aires,Presidente Perón,Guernica,6648010,Adsl,20.0
258,Buenos Aires,Puán,Darregueira,6651030,Adsl,205.0
259,Buenos Aires,Punta Indio,Verónica,6655050,Adsl,178.0
260,Buenos Aires,Quilmes,Bernal,6658010,Adsl,12.0
261,Buenos Aires,Quilmes,Bernal Oeste,6658010,Adsl,48.0
262,Buenos Aires,Quilmes,Ezpeleta,6658010,Adsl,2.0
263,Buenos Aires,Quilmes,Ezpeleta Oeste,6658010,Adsl,2.0
264,Buenos Aires,Quilmes,Quilmes,6658010,Adsl,49.0
265,Buenos Aires,Quilmes,Quilmes Oeste,6658010,Adsl,44.0
266,Buenos Aires,Quilmes,San Francisco Solano,6658010,Adsl,1.0
267,Buenos Aires,Quilmes,Villa La Florida,6658010,Adsl,2.0
268,Buenos Aires,Ramallo,El Paraíso,6665010,Adsl,17.0
269,Buenos Aires,Ramallo,Ramallo,6665040,Adsl,371.0
270,Buenos Aires,Ramallo,Villa Ramallo,6665060,Adsl,559.0
271,Buenos Aires,Rauch,Rauch,6672010,Adsl,896.0
272,Buenos Aires,Rivadavia,América,6679010,Adsl,565.0
273,Buenos Aires,Rivadavia,Fortín Olavarría,6679020,Adsl,272.0
274,Buenos Aires,Rojas,Rojas,6686060,Adsl,522.0
275,Buenos Aires,Roque Pérez,Roque Pérez,6693020,Adsl,157.0
276,Buenos Aires,Saavedra,Pigüé,6700060,Adsl,164.0
277,Buenos Aires,Saladillo,Saladillo,6707060,Adsl,548.0
278,Buenos Aires,Salliqueló,Salliqueló,6721020,Adsl,128.0
279,Buenos Aires,Salto,Arroyo Dulce,6714010,Adsl,438.0
280,Buenos Aires,Salto,Gahan,6714030,Adsl,181.0
281,Buenos Aires,Salto,Salto,6714060,Adsl,809.0
282,Buenos Aires,San Andrés De Giles,San Andrés De Giles,6728040,Adsl,388.0
283,Buenos Aires,San Andrés De Giles,Solís,6728050,Adsl,46.0
284,Buenos Aires,San Antonio De Areco,San Antonio De Areco,6735020,Adsl,965.0
285,Buenos Aires,San Antonio De Areco,Villa Lía,6735030,Adsl,165.0
286,Buenos Aires,San Cayetano,San Cayetano,6742030,Adsl,116.0
287,Buenos Aires,San Fernando,San Fernando,6749010,Adsl,130.0
288,Buenos Aires,San Fernando,Victoria,6749010,Adsl,71.0
289,Buenos Aires,San Fernando,Virreyes,6749010,Adsl,13.0
290,Buenos Aires,San Isidro,Acassuso,6756010,Adsl,25.0
291,Buenos Aires,San Isidro,Beccar,6756010,Adsl,114.0
292,Buenos Aires,San Isidro,Boulogne Sur Mer,6756010,Adsl,94.0
293,Buenos Aires,San Isidro,Martínez,6756010,Adsl,186.0
294,Buenos Aires,San Isidro,San Isidro,6756010,Adsl,108.0
295,Buenos Aires,San Isidro,Villa Adelina,6756010,Adsl,35.0
296,Buenos Aires,San Miguel,Bella Vista,6760010,Adsl,54.0
297,Buenos Aires,San Miguel,Muñiz,6760010,Adsl,52.0
298,Buenos Aires,San Miguel,San Miguel,6760010,Adsl,295.0
299,Buenos Aires,San Nicolás,Conesa,6763010,Adsl,670.0
300,Buenos Aires,San Nicolás,San Nicolás De Los Arroyos,6763050,Adsl,4911.0
301,Buenos Aires,San Pedro,San Pedro,6770050,Adsl,1260.0
302,Buenos Aires,San Vicente,Alejandro Korn,6778020,Adsl,14.0
303,Buenos Aires,San Vicente,San Vicente,6778020,Adsl,395.0
304,Buenos Aires,Suipacha,General Rivas,6784010,Adsl,96.0
305,Buenos Aires,Suipacha,Suipacha,6784020,Adsl,219.0
306,Buenos Aires,Tandil,María Ignacia (Est. Vela),6791040,Adsl,268.0
307,Buenos Aires,Tandil,Tandil,6791050,Adsl,797.0
308,Buenos Aires,Tigre,Benavídez,6805010,Adsl,815.0
309,Buenos Aires,Tigre,Dique Luján,6805010,Adsl,9.0
310,Buenos Aires,Tigre,Don Torcuato Este,6805010,Adsl,64.0
311,Buenos Aires,Tigre,El Talar,6805010,Adsl,26.0
312,Buenos Aires,Tigre,General Pacheco,6805010,Adsl,1274.0
313,Buenos Aires,Tigre,Los Troncos Del Talar,6805010,Adsl,36.0
314,Buenos Aires,Tigre,Ricardo Rojas,6805010,Adsl,1050.0
315,Buenos Aires,Tigre,Rincón De Milberg,6805010,Adsl,256.0
316,Buenos Aires,Tigre,Tigre,6805010,Adsl,59.0
317,Buenos Aires,Tordillo,General Conesa,6812010,Adsl,35.0
318,Buenos Aires,Tornquist,Saldungaray,6819020,Adsl,616.0
319,Buenos Aires,Tornquist,Tornquist,6819040,Adsl,110.0
320,Buenos Aires,Tornquist,Villa Ventana,6819070,Adsl,475.0
321,Buenos Aires,Trenque Lauquen,Trenque Lauquen,6826050,Adsl,2369.0
322,Buenos Aires,Trenque Lauquen,Girodias,6826020,Adsl,47.0
323,Buenos Aires,Tres Arroyos,Claromecó,6833020,Adsl,228.0
324,Buenos Aires,Tres Arroyos,Tres Arroyos,6833100,Adsl,1077.0
325,Buenos Aires,Tres De Febrero,11 De Septiembre,6840010,Adsl,3.0
326,Buenos Aires,Tres De Febrero,Caseros,6840010,Adsl,141.0
327,Buenos Aires,Tres De Febrero,Churruca,6840010,Adsl,1.0
328,Buenos Aires,Tres De Febrero,Ciudad Jardín Lomas Del Palomar,6840010,Adsl,26.0
329,Buenos Aires,Tres De Febrero,Ciudadela,6840010,Adsl,123.0
330,Buenos Aires,Tres De Febrero,El Libertador,6840010,Adsl,3.0
331,Buenos Aires,Tres De Febrero,Jose Ingenieros,6840010,Adsl,3.0
332,Buenos Aires,Tres De Febrero,Loma Hermosa,6840010,Adsl,37.0
333,Buenos Aires,Tres De Febrero,Martín Coronado,6840010,Adsl,8.0
334,Buenos Aires,Tres De Febrero,Pablo Podestá,6840010,Adsl,66.0
335,Buenos Aires,Tres De Febrero,Remedios De Escalada,6840010,Adsl,2.0
336,Buenos Aires,Tres De Febrero,Saenz Peña,6840010,Adsl,15.0
337,Buenos Aires,Tres De Febrero,Santos Lugares,6840010,Adsl,27.0
338,Buenos Aires,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010,Adsl,8.0
339,Buenos Aires,Tres De Febrero,Villa Raffo,6840010,Adsl,5.0
340,Buenos Aires,Tres Lomas,Tres Lomas,6847020,Adsl,62.0
341,Buenos Aires,Vicente López,Carapachay,6861010,Adsl,24.0
342,Buenos Aires,Vicente López,Florida,6861010,Adsl,58.0
343,Buenos Aires,Vicente López,Florida Oeste,6861010,Adsl,35.0
344,Buenos Aires,Vicente López,La Lucila,6861010,Adsl,7.0
345,Buenos Aires,Vicente López,Munro,6861010,Adsl,28.0
346,Buenos Aires,Vicente López,Olivos,6861010,Adsl,100.0
347,Buenos Aires,Vicente López,Vicente López,6861010,Adsl,17.0
348,Buenos Aires,Vicente López,Villa Martelli,6861010,Adsl,50.0
349,Buenos Aires,Villa Gesell,Villa Gesell,6868020,Adsl,4797.0
350,Buenos Aires,Villarino,Médanos,6875060,Adsl,461.0
351,Buenos Aires,Villarino,Pedro Luro,6875070,Adsl,379.0
352,Buenos Aires,Zárate,Lima,6882040,Adsl,1.0
353,Buenos Aires,Zárate,Zárate,6882050,Adsl,671.0
355,Catamarca,Andalgalá,Andalgalá,10021020,Adsl,633.0
356,Catamarca,Capayán,Chumbicha,10042040,Adsl,92.0
357,Catamarca,Capital,El Pantanillo,10049020,Adsl,4.0
358,Catamarca,Capital,San Fernando Del Valle De Catamarca,10049030,Adsl,3265.0
359,Catamarca,La Paz,Recreo,10070140,Adsl,52.0
360,Catamarca,Paclín,La Merced,10077050,Adsl,62.0
361,Catamarca,Santa María,La Loma,10091100,Adsl,75.0
362,Catamarca,Santa María,San José,10091140,Adsl,126.0
363,Catamarca,Santa María,Santa María,10091150,Adsl,925.0
364,Catamarca,Santa María,Chañar Punco,10091030,Adsl,34.0
