,Provincia,Partido,Localidad,Link_Indec,Tecnologia,Accesos
1392,Buenos Aires,San Antonio De Areco,San Antonio De Areco,6735020,Cablemodem,1993.0
1393,Buenos Aires,San Cayetano,San Cayetano,6742030,Cablemodem,1054.0
1394,Buenos Aires,San Fernando,San Fernando,6749010,Cablemodem,15419.0
1395,Buenos Aires,San Fernando,Victoria,6749010,Cablemodem,12058.0
1396,Buenos Aires,San Fernando,Virreyes,6749010,Cablemodem,6758.0
1397,Buenos Aires,San Isidro,Acassuso,6756010,Cablemodem,4563.0
1398,Buenos Aires,San Isidro,Beccar,6756010,Cablemodem,14769.0
1399,Buenos Aires,San Isidro,Boulogne Sur Mer,6756010,Cablemodem,17356.0
1400,Buenos Aires,San Isidro,Martínez,6756010,Cablemodem,20572.0
1401,Buenos Aires,San Isidro,San Isidro,6756010,Cablemodem,18148.0
1402,Buenos Aires,San Isidro,Villa Adelina,6756010,Cablemodem,8545.0
1403,Buenos Aires,San Miguel,Bella Vista,6760010,Cablemodem,3740.0
1404,Buenos Aires,San Miguel,Muñiz,6760010,Cablemodem,3670.0
1406,Buenos Aires,San Nicolás,San Nicolás De Los Arroyos,6763050,Cablemodem,15098.0
1407,Buenos Aires,San Pedro,San Pedro,6770050,Cablemodem,5176.0
1408,Buenos Aires,San Vicente,Alejandro Korn,6778020,Cablemodem,3333.0
1409,Buenos Aires,San Vicente,Domselaar,6778020,Cablemodem,1253.0
1410,Buenos Aires,San Vicente,San Vicente,6778020,Cablemodem,4340.0
1411,Buenos Aires,Tandil,Tandil,6791050,Cablemodem,42239.0
1412,Buenos Aires,Tigre,Benavídez,6805010,Cablemodem,9095.0
1413,Buenos Aires,Tigre,Dique Luján,6805010,Cablemodem,2472.0
1414,Buenos Aires,Tigre,Don Torcuato Este,6805010,Cablemodem,12784.0
1415,Buenos Aires,Tigre,El Talar,6805010,Cablemodem,7328.0
1416,Buenos Aires,Tigre,General Pacheco,6805010,Cablemodem,11436.0
1417,Buenos Aires,Tigre,Los Troncos Del Talar,6805010,Cablemodem,6460.0
1418,Buenos Aires,Tigre,Ricardo Rojas,6805010,Cablemodem,3649.0
1419,Buenos Aires,Tigre,Rincón De Milberg,6805010,Cablemodem,9356.0
1420,Buenos Aires,Tigre,Tigre,6805010,Cablemodem,12387.0
1421,Buenos Aires,Tigre,Nordelta,6805010,Cablemodem,5707.0
1422,Buenos Aires,Tordillo,General Conesa,6812010,Cablemodem,227.0
1423,Buenos Aires,Tornquist,Sierra De La Ventana,6819030,Cablemodem,486.0
1424,Buenos Aires,Tornquist,Tornquist,6819040,Cablemodem,966.0
1425,Buenos Aires,Tornquist,Villa Serrana La Gruta,6819060,Cablemodem,119.0
1426,Buenos Aires,Trenque Lauquen,30 De Agosto,6826040,Cablemodem,184.0
1427,Buenos Aires,Tres Arroyos,Tres Arroyos,6833100,Cablemodem,13986.0
1428,Buenos Aires,Tres De Febrero,11 De Septiembre,6840010,Cablemodem,1283.0
1429,Buenos Aires,Tres De Febrero,Caseros,6840010,Cablemodem,24934.0
1430,Buenos Aires,Tres De Febrero,Churruca,6840010,Cablemodem,955.0
1431,Buenos Aires,Tres De Febrero,Ciudad Jardín Lomas Del Palomar,6840010,Cablemodem,5611.0
1432,Buenos Aires,Tres De Febrero,Ciudadela,6840010,Cablemodem,11863.0
1433,Buenos Aires,Tres De Febrero,El Libertador,6840010,Cablemodem,3041.0
1434,Buenos Aires,Tres De Febrero,Jose Ingenieros,6840010,Cablemodem,2025.0
1435,Buenos Aires,Tres De Febrero,Loma Hermosa,6840010,Cablemodem,6042.0
1436,Buenos Aires,Tres De Febrero,Martín Coronado,6840010,Cablemodem,5310.0
1437,Buenos Aires,Tres De Febrero,Pablo Podestá,6840010,Cablemodem,3647.0
1438,Buenos Aires,Tres De Febrero,Remedios De Escalada,6840010,Cablemodem,3135.0
1439,Buenos Aires,Tres De Febrero,Saenz Peña,6840010,Cablemodem,5684.0
1440,Buenos Aires,Tres De Febrero,Santos Lugares,6840010,Cablemodem,6847.0
1441,Buenos Aires,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010,Cablemodem,7691.0
1442,Buenos Aires,Tres De Febrero,Villa Raffo,6840010,Cablemodem,2072.0
1443,Buenos Aires,Tres Lomas,Tres Lomas,6847020,Cablemodem,814.0
1444,Buenos Aires,Vicente López,Carapachay,6861010,Cablemodem,4964.0
1445,Buenos Aires,Vicente López,Florida,6861010,Cablemodem,12315.0
1446,Buenos Aires,Vicente López,Florida Oeste,6861010,Cablemodem,5545.0
1447,Buenos Aires,Vicente López,La Lucila,6861010,Cablemodem,3522.0
1448,Buenos Aires,Vicente López,Munro,6861010,Cablemodem,8576.0
1449,Buenos Aires,Vicente López,Olivos,6861010,Cablemodem,20116.0
1450,Buenos Aires,Vicente López,Vicente López,6861010,Cablemodem,8689.0
1451,Buenos Aires,Vicente López,Villa Adelina,6861010,Cablemodem,546.0
1452,Buenos Aires,Vicente López,Villa Martelli,6861010,Cablemodem,5500.0
1453,Buenos Aires,Villarino,Médanos,6875060,Cablemodem,551.0
1454,Buenos Aires,Villarino,Pedro Luro,6875070,Cablemodem,582.0
1455,Buenos Aires,Zárate,Zárate,6882050,Cablemodem,27148.0
1457,Catamarca,Capital,San Fernando Del Valle De Catamarca,10049030,Cablemodem,10986.0
1458,Catamarca,La Paz,Recreo,10070140,Cablemodem,39.0
1459,Chaco,2 De Abril,Hermoso Campo,22039010,Cablemodem,28.0
1460,Chaco,25 De Mayo,Machagai,22168020,Cablemodem,432.0
1461,Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,Cablemodem,5.0
1462,Chaco,Fray Justo Santa María De Oro,Santa Sylvina,22043020,Cablemodem,32.0
1463,Chaco,General Donovan,La Escondida,22056010,Cablemodem,311.0
1464,Chaco,General Donovan,La Verde,22056020,Cablemodem,142.0
1465,Chaco,General Donovan,Lapachito,22056030,Cablemodem,90.0
1466,Chaco,General Donovan,Makallé,22056040,Cablemodem,502.0
1467,Chaco,Libertad,Puerto Tirol,22077040,Cablemodem,1.0
1468,Chaco,Libertador General San Martín,General José De San Martín,22084020,Cablemodem,315.0
1469,Chaco,Mayor Luis J. Fontana,Coronel Du Graty,22098010,Cablemodem,73.0
1470,Chaco,Mayor Luis J. Fontana,Villa Angela,22098030,Cablemodem,5.0
1471,Chaco,O Higgins,La Clotilde,22112010,Cablemodem,32.0
1472,Chaco,Presidencia De La Plaza,Presidencia De La Plaza,22119010,Cablemodem,598.0
1473,Chaco,San Fernando,Barranqueras,22140010,Cablemodem,3773.0
1474,Chaco,San Fernando,Basail,22140020,Cablemodem,67.0
1476,Chubut,Biedma,Puerto Madryn,26007020,Cablemodem,25467.0
1477,Chubut,Escalante,Comodoro Rivadavia,26021030,Cablemodem,15539.0
1478,Chubut,Futaleufú,Esquel,26035030,Cablemodem,1711.0
1479,Chubut,Paso De Indios,Cerro Cóndor,26070010,Cablemodem,1.0
1480,Chubut,Rawson,Playa Unión,26077020,Cablemodem,202.0
1481,Chubut,Rawson,Rawson,26077030,Cablemodem,8686.0
1482,Chubut,Rawson,Trelew,26077040,Cablemodem,23892.0
1483,Chubut,Rawson,Playa Magagna,26077010,Cablemodem,1700.0
1484,Chubut,Sarmiento,Sarmiento,26091020,Cablemodem,1.0
1485,Chubut,Telsen,Telsen,26105020,Cablemodem,18.0
1486,Cordoba,Calamuchita,Santa Rosa De Calamuchita,14007210,Cablemodem,1805.0
1487,Cordoba,Calamuchita,Villa General Belgrano,14007310,Cablemodem,254.0
1488,Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,Cablemodem,497.0
1490,Cordoba,Colón,Colonia Caroya,14021050,Cablemodem,578.0
1491,Cordoba,Colón,Jesús María,14021140,Cablemodem,3926.0
1492,Cordoba,Colón,La Calera,14021150,Cablemodem,7664.0
1493,Cordoba,Colón,Mendiolaza,14021200,Cablemodem,3064.0
1494,Cordoba,Colón,Río Ceballos,14021230,Cablemodem,6364.0
1495,Cordoba,Colón,Saldán,14021240,Cablemodem,3904.0
1496,Cordoba,Colón,Salsipuedes,14021250,Cablemodem,568.0
1497,Cordoba,Colón,Unquillo,14021280,Cablemodem,963.0
1498,Cordoba,Colón,Villa Allende,14021290,Cablemodem,7320.0
1499,Cordoba,Cruz Del Eje,Cruz Del Eje,14028050,Cablemodem,1733.0
1500,Cordoba,Cruz Del Eje,San Marcos Sierra,14028170,Cablemodem,16.0
1501,Cordoba,General Roca,Villa Huidobro,14035120,Cablemodem,789.0
1502,Cordoba,General Roca,Santa Magdalena (Est. Jovita),14035110,Cablemodem,1666.0
1503,Cordoba,General San Martín,Arroyo Cabral,14042020,Cablemodem,393.0
1504,Cordoba,General San Martín,Chazón,14042040,Cablemodem,426.0
1505,Cordoba,General San Martín,Etruria,14042050,Cablemodem,1.0
1506,Cordoba,General San Martín,Ticino,14042140,Cablemodem,778.0
1507,Cordoba,General San Martín,Villa María,14042170,Cablemodem,16763.0
1508,Cordoba,General San Martín,Villa Nueva,14042180,Cablemodem,2137.0
1509,Cordoba,Ischilín,Deán Funes,14049050,Cablemodem,1253.0
1510,Cordoba,Juárez Celman,General Deheza,14056080,Cablemodem,1328.0
1511,Cordoba,Juárez Celman,Olaeta,14056120,Cablemodem,65.0
1512,Cordoba,Juárez Celman,Santa Eufemia,14056150,Cablemodem,676.0
1513,Cordoba,Juárez Celman,Ucacha,14056160,Cablemodem,2019.0
1514,Cordoba,Marcos Juárez,Colonia Italiana,14063070,Cablemodem,158.0
1515,Cordoba,Marcos Juárez,Corral De Bustos,14063090,Cablemodem,4298.0
1516,Cordoba,Marcos Juárez,Isla Verde,14063150,Cablemodem,262.0
1517,Cordoba,Marcos Juárez,Leones,14063160,Cablemodem,2762.0
1518,Cordoba,Marcos Juárez,Marcos Juárez,14063180,Cablemodem,11084.0
1519,Cordoba,Presidente Roque Sáenz Peña,General Levalle,14084010,Cablemodem,2534.0
1520,Cordoba,Presidente Roque Sáenz Peña,Laboulaye,14084030,Cablemodem,7032.0
1521,Cordoba,Presidente Roque Sáenz Peña,Serrano,14084090,Cablemodem,1033.0
1522,Cordoba,Punilla,Capilla Del Monte,14091040,Cablemodem,457.0
1523,Cordoba,Punilla,Cosquín,14091070,Cablemodem,5530.0
1524,Cordoba,Punilla,Huerta Grande,14091100,Cablemodem,28.0
1525,Cordoba,Punilla,La Falda,14091120,Cablemodem,5595.0
1526,Cordoba,Punilla,Mayu Sumaj,14091160,Cablemodem,155.0
1527,Cordoba,Punilla,San Antonio De Arredondo,14091180,Cablemodem,1673.0
1528,Cordoba,Punilla,Valle Hermoso,14091240,Cablemodem,22.0
1529,Cordoba,Punilla,Villa Carlos Paz,14091250,Cablemodem,25091.0
1530,Cordoba,Río Cuarto,Adelia María,14098020,Cablemodem,2816.0
1531,Cordoba,Río Cuarto,Berrotarán,14098050,Cablemodem,1868.0
1532,Cordoba,Río Cuarto,Las Higueras,14098170,Cablemodem,718.0
1533,Cordoba,Río Cuarto,Río Cuarto,14098230,Cablemodem,34738.0
1534,Cordoba,Río Cuarto,Vicuña Mackenna,14098290,Cablemodem,1518.0
1535,Cordoba,Río Primero,La Para,14105110,Cablemodem,1167.0
1536,Cordoba,Río Seco,Villa De María,14112130,Cablemodem,610.0
1537,Cordoba,Río Segundo,Capilla Del Carmen,14119030,Cablemodem,153.0
1538,Cordoba,Río Segundo,Carrilobo,14119040,Cablemodem,570.0
1539,Cordoba,Río Segundo,Luque,14119120,Cablemodem,4.0
1540,Cordoba,Río Segundo,Oncativo,14119150,Cablemodem,71.0
1541,Cordoba,Río Segundo,Pozo Del Molle,14119170,Cablemodem,1892.0
1542,Cordoba,Río Segundo,Rincón,14119180,Cablemodem,149.0
1543,Cordoba,Río Segundo,Santiago Temple,14119200,Cablemodem,769.0
1544,Cordoba,Río Segundo,Villa Del Rosario,14119210,Cablemodem,6600.0
1545,Cordoba,Río Segundo,Calchín,14119010,Cablemodem,985.0
1546,Cordoba,San Alberto,Arroyo Los Patos,14126020,Cablemodem,40.0
1547,Cordoba,San Alberto,Mina Clavero,14126090,Cablemodem,302.0
1548,Cordoba,San Alberto,Nono,14126110,Cablemodem,30.0
1549,Cordoba,San Alberto,Villa Cura Brochero,14126200,Cablemodem,180.0
1550,Cordoba,San Javier,Villa Dolores,14133200,Cablemodem,466.0
1551,Cordoba,San Justo,Alicia,14140010,Cablemodem,325.0
1552,Cordoba,San Justo,Arroyito,14140030,Cablemodem,4077.0
1553,Cordoba,San Justo,El Arañado,14140170,Cablemodem,479.0
1554,Cordoba,San Justo,El Fuertecito,14140190,Cablemodem,98.0
1555,Cordoba,San Justo,El Tío,14140200,Cablemodem,705.0
1556,Cordoba,San Justo,Freyre,14140220,Cablemodem,1700.0
1557,Cordoba,San Justo,Miramar,14140290,Cablemodem,1058.0
1558,Cordoba,San Justo,Sacanta,14140350,Cablemodem,823.0
1559,Cordoba,San Justo,San Francisco,14140360,Cablemodem,15156.0
1560,Cordoba,San Justo,Saturnino María Laspiur,14140370,Cablemodem,758.0
1561,Cordoba,San Justo,Villa Concepción Del Tío,14140420,Cablemodem,384.0
1562,Cordoba,San Justo,El Fortín,14140180,Cablemodem,441.0
1563,Cordoba,San Justo,Transito,Sin Datos,Cablemodem,943.0
1564,Cordoba,Santa María,Alta Gracia,14147010,Cablemodem,15.0
1565,Cordoba,Tercero Arriba,Almafuerte,14161010,Cablemodem,2528.0
1566,Cordoba,Tercero Arriba,Hernando,14161060,Cablemodem,3031.0
1567,Cordoba,Tercero Arriba,James Craik,14161070,Cablemodem,689.0
1568,Cordoba,Tercero Arriba,Río Tercero,14161150,Cablemodem,9313.0
1569,Cordoba,Unión,Alto Alegre,14182020,Cablemodem,155.0
1570,Cordoba,Unión,Bell Ville,14182060,Cablemodem,8640.0
1571,Cordoba,Unión,Monte Maíz,14182170,Cablemodem,1776.0
1572,Cordoba,Unión,Pueblo Italiano,14182220,Cablemodem,204.0
1573,Cordoba,Unión,Wenceslao Escalante,14182290,Cablemodem,85.0
1574,Cordoba,Unión,Colonia Bismarck,14182110,Cablemodem,7.0
1575,Corrientes,Bella Vista,Bella Vista,18007010,Cablemodem,600.0
1577,Corrientes,Empedrado,Empedrado,18042020,Cablemodem,300.0
1578,Corrientes,Esquina,Esquina,18049010,Cablemodem,1247.0
1579,Corrientes,General Paz,Itá Ibaté,18063010,Cablemodem,1.0
1580,Corrientes,General Paz,Nuestra Señora Del Rosario De Caá Catí,18063030,Cablemodem,1.0
1581,Corrientes,Goya,Goya,18070020,Cablemodem,13229.0
1582,Corrientes,Ituzaingó,Colonia Liebig'S,18084010,Cablemodem,276.0
1583,Corrientes,Mercedes,Mercedes,18105030,Cablemodem,1797.0
1584,Corrientes,Sauce,Sauce,18175010,Cablemodem,1050.0
1585,Entre Rios,Colón,Colón,30008020,Cablemodem,4898.0
1586,Entre Rios,Colón,Villa Elisa,30008110,Cablemodem,1.0
1587,Entre Rios,Concordia,Concordia,30015060,Cablemodem,5700.0
1588,Entre Rios,Diamante,Diamante,30021080,Cablemodem,1130.0
1589,Entre Rios,Diamante,General Ramírez,30021120,Cablemodem,2419.0
1590,Entre Rios,Diamante,Strobel,30021120,Cablemodem,100.0
1591,Entre Rios,Federación,Chajarí,30028010,Cablemodem,5927.0
1592,Entre Rios,Federación,Los Conquistadores,30028080,Cablemodem,131.0
1593,Entre Rios,Federación,San Jaime De La Frontera,30028090,Cablemodem,6.0
1594,Entre Rios,Federación,Santa Ana,30028110,Cablemodem,1.0
1595,Entre Rios,Federación,Villa Del Rosario,30028120,Cablemodem,4.0
1596,Entre Rios,Gualeguay,Gualeguay,30049040,Cablemodem,4157.0
1597,Entre Rios,Gualeguaychú,Aldea San Antonio,30056010,Cablemodem,188.0
1598,Entre Rios,Gualeguaychú,Gilbert,30056060,Cablemodem,63.0
1599,Entre Rios,Gualeguaychú,Gualeguaychú,30056070,Cablemodem,12565.0
1600,Entre Rios,Gualeguaychú,Pueblo General Belgrano,30056100,Cablemodem,1281.0
1601,Entre Rios,Gualeguaychú,Urdinarrain,30056110,Cablemodem,1221.0
1602,Entre Rios,Islas Del Ibicuy,Ibicuy,30063030,Cablemodem,742.0
1603,Entre Rios,Islas Del Ibicuy,Villa Paranacito,30063060,Cablemodem,92.0
1604,Entre Rios,La Paz,La Paz,30070040,Cablemodem,2304.0
1605,Entre Rios,La Paz,Piedras Blancas,30070050,Cablemodem,78.0
1606,Entre Rios,La Paz,Santa Elena,30070080,Cablemodem,266.0
1607,Entre Rios,Nogoyá,Aranguren,30077010,Cablemodem,322.0
1608,Entre Rios,Paraná,Cerrito,30084050,Cablemodem,950.0
1609,Entre Rios,Paraná,Crespo,30084070,Cablemodem,4873.0
1610,Entre Rios,Paraná,Hasenkamp,30084100,Cablemodem,848.0
1611,Entre Rios,Paraná,Hernandarias,30084110,Cablemodem,366.0
1612,Entre Rios,Paraná,María Grande,30084140,Cablemodem,1486.0
1613,Entre Rios,Paraná,Oro Verde,30084150,Cablemodem,1.0
1615,Entre Rios,Paraná,San Benito,30084200,Cablemodem,1254.0
1616,Entre Rios,Paraná,Seguí,30084230,Cablemodem,498.0
1617,Entre Rios,Paraná,Tabossi,30084250,Cablemodem,311.0
1618,Entre Rios,Paraná,Viale,30084270,Cablemodem,295.0
1619,Entre Rios,Tala,Maciá,30091090,Cablemodem,209.0
1620,Entre Rios,Uruguay,Concepción Del Uruguay,30098040,Cablemodem,9353.0
1621,Entre Rios,Victoria,Victoria,30105060,Cablemodem,10056.0
1622,Formosa,Formosa,Formosa,34014020,Cablemodem,18440.0
1623,Formosa,Pilcomayo,Clorinda,34049010,Cablemodem,18.0
1624,Formosa,Pirané,Palo Santo,34056030,Cablemodem,173.0
1625,Jujuy,Doctor Manuel Belgrano,Guerrero,38021010,Cablemodem,94.0
1626,Jujuy,Doctor Manuel Belgrano,San Salvador De Jujuy (Est. Jujuy),38021060,Cablemodem,38216.0
1627,Jujuy,Doctor Manuel Belgrano,La Almona,38021020,Cablemodem,5.0
1628,Jujuy,Doctor Manuel Belgrano,León,38021030,Cablemodem,504.0
1629,Jujuy,El Carmen,El Carmen,38014040,Cablemodem,359.0
1630,Jujuy,El Carmen,Monterrico,38014070,Cablemodem,1043.0
1631,Jujuy,El Carmen,Pampa Blanca,38014080,Cablemodem,261.0
1632,Jujuy,El Carmen,Perico,38014090,Cablemodem,1380.0
1633,Jujuy,El Carmen,Puesto Viejo,38014100,Cablemodem,87.0
1634,Jujuy,Ledesma,Calilegua,38035040,Cablemodem,500.0
1635,Jujuy,Ledesma,Fraile Pintado,38035060,Cablemodem,23.0
1636,Jujuy,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,Cablemodem,6065.0
1637,Jujuy,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,Cablemodem,1039.0
1638,Jujuy,Palpalá,Rio Blanco,38042010,Cablemodem,53.0
1639,Jujuy,San Antonio,San Antonio,38056030,Cablemodem,130.0
1640,Jujuy,San Pedro,San Pedro (Est. San Pedro De Jujuy),38063180,Cablemodem,1334.0
1641,La Pampa,Atreucó,Doblas,42007010,Cablemodem,319.0
1642,La Pampa,Caleu Caleu,La Adela,42014020,Cablemodem,371.0
1643,La Pampa,Capital,Anguil,42021010,Cablemodem,138.0
1644,La Pampa,Capital,Santa Rosa,42021020,Cablemodem,45819.0
1645,La Pampa,Catriló,Catriló,42028010,Cablemodem,541.0
1646,La Pampa,Catriló,Lonquimay,42028030,Cablemodem,278.0
1647,La Pampa,Catriló,Uriburu,42028040,Cablemodem,90.0
1648,La Pampa,Chapaleufú,Intendente Alvear,42056040,Cablemodem,613.0
1649,La Pampa,Conhelo,Eduardo Castex,42035020,Cablemodem,1341.0
1650,La Pampa,Conhelo,Winifreda,42035060,Cablemodem,192.0
1651,La Pampa,Guatraché,Guatraché,42070030,Cablemodem,239.0
1652,La Pampa,Maracó,General Pico,42105030,Cablemodem,1.0
1653,La Pampa,Otros,Otros,Sin Datos,Cablemodem,1.0
1654,La Pampa,Rancul,Caleufú,42126010,Cablemodem,350.0
1655,La Pampa,Rancul,La Maruja,42126030,Cablemodem,150.0
1656,La Pampa,Realicó,Adolfo Van Praet,42133010,Cablemodem,6.0
1657,La Pampa,Toay,Toay,42140020,Cablemodem,5644.0
1658,La Pampa,Utracán,General Acha,42154040,Cablemodem,2915.0
1659,La Rioja,Arauco,Aimogasta,46007010,Cablemodem,2031.0
1660,La Rioja,Capital,La Rioja,46014010,Cablemodem,36512.0
1661,La Rioja,Castro Barros,Anillaco,46021020,Cablemodem,453.0
1662,La Rioja,Castro Barros,Los Molinos,46021050,Cablemodem,49.0
1663,La Rioja,Castro Barros,San Pedro,46021070,Cablemodem,28.0
1664,La Rioja,Castro Barros,Aminga,46021010,Cablemodem,158.0
1665,La Rioja,Castro Barros,Anjullón,46021030,Cablemodem,44.0
1666,La Rioja,Castro Barros,Chuquis,46021040,Cablemodem,39.0
1667,La Rioja,Castro Barros,Pinchas,46021060,Cablemodem,49.0
1668,La Rioja,Chamical,Chamical,46035010,Cablemodem,2963.0
1669,La Rioja,Chilecito,Chilecito,46042010,Cablemodem,4483.0
1670,La Rioja,Chilecito,Los Sarmientos,46042030,Cablemodem,157.0
1671,La Rioja,Chilecito,Nonogasta,46042090,Cablemodem,824.0
1672,La Rioja,Chilecito,San Miguel,46042030,Cablemodem,60.0
1673,La Rioja,Chilecito,Colonia Anguinán,46042020,Cablemodem,161.0
1674,La Rioja,Coronel Felipe Varela,Guandacol,46028020,Cablemodem,379.0
1675,La Rioja,Coronel Felipe Varela,Villa Unión,46028050,Cablemodem,1122.0
1676,La Rioja,Famatina,Famatina,46049070,Cablemodem,202.0
1677,La Rioja,General Belgrano,Olta,46063040,Cablemodem,1069.0
1678,La Rioja,General Ocampo,Santa Rita De Catuna,46084050,Cablemodem,299.0
1679,La Rioja,General Ocampo,Milagro,46084030,Cablemodem,813.0
1680,La Rioja,General San Martín,Ulapes,46091010,Cablemodem,691.0
1681,La Rioja,Rosario Vera Peñaloza,Chepes,46112010,Cablemodem,2312.0
1682,La Rioja,Sanagasta,Villa Sanagasta,46126010,Cablemodem,543.0
1683,La Rioja,San Blas De Los Sauces,Los Robles,46119010,Cablemodem,1.0
1684,La Rioja,San Blas De Los Sauces,Las Talas,46119010,Cablemodem,1.0
1686,Mendoza,General Alvear,Bowen,50014010,Cablemodem,68.0
1687,Mendoza,General Alvear,General Alvear,50014030,Cablemodem,3543.0
1688,Mendoza,Godoy Cruz,Godoy Cruz,50021010,Cablemodem,10.0
1689,Mendoza,Guaymallén,Guaymallén,50028020,Cablemodem,2136.0
1690,Mendoza,Las Heras,Las Heras,50049050,Cablemodem,9.0
1691,Mendoza,Luján De Cuyo,Luján De Cuyo,50063090,Cablemodem,2.0
1692,Mendoza,Maipú,Fray Luis Beltrán,50070050,Cablemodem,1.0
1693,Mendoza,Maipú,Maipú,50070060,Cablemodem,4.0
1694,Mendoza,Malargüe,Malargüe,50077040,Cablemodem,1613.0
1695,Mendoza,San Carlos,San Carlos,50091060,Cablemodem,167.0
1696,Mendoza,San Martín,San Martín,50098100,Cablemodem,3.0
1697,Mendoza,San Rafael,25 De Mayo,50105220,Cablemodem,79.0
1698,Mendoza,San Rafael,Goudge,50105100,Cablemodem,1.0
1699,Mendoza,San Rafael,San Rafael,50105210,Cablemodem,1757.0
1700,Mendoza,Tunuyán,Los Sauces,50119050,Cablemodem,20.0
1701,Mendoza,Tunuyán,Tunuyán,50119060,Cablemodem,1375.0
1702,Mendoza,Tunuyán,Campo Los Andes,50119020,Cablemodem,55.0
1703,Misiones,Apóstoles,Apóstoles,54007010,Cablemodem,3510.0
1704,Misiones,Apóstoles,Azara,54007020,Cablemodem,10.0
1705,Misiones,Cainguás,Aristóbulo Del Valle,54014010,Cablemodem,1194.0
1706,Misiones,Cainguás,Salto Encantado,54014080,Cablemodem,42.0
1707,Misiones,Candelaria,Candelaria,54021020,Cablemodem,1.0
1708,Misiones,Capital,Garupá,54028010,Cablemodem,692.0
1710,Misiones,Concepción,Concepción De La Sierra,54035020,Cablemodem,458.0
1711,Misiones,Concepción,La Corita,54035030,Cablemodem,12.0
1712,Misiones,Iguazú,Esperanza,54063010,Cablemodem,2000.0
1713,Misiones,Iguazú,Puerto Iguazú,54063030,Cablemodem,4.0
1714,Misiones,Leandro N. Alem,Cerro Azul,54070040,Cablemodem,314.0
1715,Misiones,Leandro N. Alem,Leandro N. Alem,54070070,Cablemodem,3515.0
1716,Misiones,Leandro N. Alem,Villa Libertad (Municipio Leandro N. Alem),54070090,Cablemodem,60.0
1717,Misiones,Libertador Grl. San Martín,Capioví,54077010,Cablemodem,554.0
1718,Misiones,Libertador Grl. San Martín,Garuhapé,54077030,Cablemodem,779.0
1719,Misiones,Libertador Grl. San Martín,Puerto Rico,54077060,Cablemodem,1640.0
1720,Misiones,Libertador Grl. San Martín,Ruiz De Montoya,54077070,Cablemodem,297.0
1721,Misiones,Montecarlo,Montecarlo,54084030,Cablemodem,177.0
1722,Misiones,Oberá,Campo Ramón,54091020,Cablemodem,324.0
1723,Misiones,Oberá,Oberá,54091080,Cablemodem,385.0
1724,Misiones,Oberá,Villa Bonita,54091120,Cablemodem,24.0
1725,Misiones,San Javier,Itacaruaré,54105020,Cablemodem,95.0
1726,Misiones,San Javier,San Javier,54105040,Cablemodem,1302.0
1727,Misiones,San Pedro,San Pedro,54112040,Cablemodem,1136.0
1728,Neuquen,Aluminé,Aluminé,58007010,Cablemodem,860.0
1729,Neuquen,Añelo,Añelo,58014010,Cablemodem,3.0
1730,Neuquen,Añelo,San Patricio Del Chañar,58014020,Cablemodem,804.0
1731,Neuquen,Confluencia,Centenario,58035030,Cablemodem,2293.0
1733,Neuquen,Confluencia,Plottier,58035100,Cablemodem,2903.0
1734,Neuquen,Huiliches,Junín De Los Andes,58049010,Cablemodem,1956.0
1735,Neuquen,Lácar,San Martín De Los Andes,58056010,Cablemodem,1687.0
1736,Neuquen,Loncopué,Loncopué,58063020,Cablemodem,972.0
1737,Neuquen,Pehuenches,Rincón De Los Sauces,58091040,Cablemodem,46.0
1738,Rio Negro,Adolfo Alsina,Viedma,62007090,Cablemodem,2547.0
1739,Rio Negro,Avellaneda,Choele Choel,62014040,Cablemodem,447.0
1740,Rio Negro,Avellaneda,Lamarque,62014070,Cablemodem,1583.0
1741,Rio Negro,Avellaneda,Luis Beltrán,62014080,Cablemodem,622.0
1742,Rio Negro,Avellaneda,Pomona,62014090,Cablemodem,262.0
1743,Rio Negro,Bariloche,El Bolsón,62021030,Cablemodem,266.0
1744,Rio Negro,Bariloche,San Carlos De Bariloche,62021060,Cablemodem,3427.0
1745,Rio Negro,General Roca,Cervantes,62042370,Cablemodem,1.0
1746,Rio Negro,General Roca,Cipolletti,62042400,Cablemodem,20604.0
1747,Rio Negro,General Roca,General Roca,62042450,Cablemodem,17228.0
1748,Rio Negro,Pichi Mahuida,Colonia Juliá Y Echarren,62063010,Cablemodem,11.0
1749,Rio Negro,Pichi Mahuida,Río Colorado,62063020,Cablemodem,2729.0
1750,Salta,Anta,Apolinario Saravia,66007010,Cablemodem,250.0
1751,Salta,Anta,El Quebrachal,66007060,Cablemodem,1178.0
1752,Salta,Anta,Gaona,66007070,Cablemodem,458.0
1753,Salta,Anta,Joaquín V. González,66007090,Cablemodem,4754.0
1754,Salta,Anta,Las Lajitas,66007100,Cablemodem,648.0
1756,Salta,Capital,Villa San Lorenzo,66028060,Cablemodem,2201.0
1757,Salta,Cerrillos,Cerrillos,66035010,Cablemodem,2813.0
1758,Salta,Chicoana,El Carril,66042020,Cablemodem,198.0
1759,Salta,Grl. José De San Martín,Aguaray,66056010,Cablemodem,433.0
