,Año,Trimestre,Provincia,Tecnologia,Accesos,Fecha
1391,2020,1,Tucumán,Cablemodem,10494.0,2020-01-01
1394,2019,4,Catamarca,Cablemodem,3318.0,2019-10-01
1395,2019,4,Chaco,Cablemodem,53602.0,2019-10-01
1396,2019,4,Chubut,Cablemodem,26977.0,2019-10-01
1397,2019,4,Córdoba,Cablemodem,410038.0,2019-10-01
1398,2019,4,Corrientes,Cablemodem,51845.0,2019-10-01
1399,2019,4,Entre Ríos,Cablemodem,99206.0,2019-10-01
1400,2019,4,Formosa,Cablemodem,8684.0,2019-10-01
1401,2019,4,Jujuy,Cablemodem,37604.0,2019-10-01
1402,2019,4,La Pampa,Cablemodem,56854.0,2019-10-01
1403,2019,4,La Rioja,Cablemodem,34984.0,2019-10-01
1404,2019,4,Mendoza,Cablemodem,49711.0,2019-10-01
1405,2019,4,Misiones,Cablemodem,69676.0,2019-10-01
1406,2019,4,Neuquén,Cablemodem,60970.0,2019-10-01
1407,2019,4,Río Negro,Cablemodem,37933.0,2019-10-01
1408,2019,4,Salta,Cablemodem,76062.0,2019-10-01
1409,2019,4,San Juan,Cablemodem,6338.0,2019-10-01
1410,2019,4,San Luis,Cablemodem,8027.0,2019-10-01
1411,2019,4,Santa Cruz,Cablemodem,15899.0,2019-10-01
1412,2019,4,Santa Fe,Cablemodem,382254.0,2019-10-01
1413,2019,4,Santiago Del Estero,Cablemodem,71239.0,2019-10-01
1414,2019,4,Tierra Del Fuego,Cablemodem,26821.0,2019-10-01
1415,2019,4,Tucumán,Cablemodem,11012.0,2019-10-01
1418,2019,3,Catamarca,Cablemodem,5543.0,2019-07-01
1419,2019,3,Chaco,Cablemodem,49156.0,2019-07-01
1420,2019,3,Chubut,Cablemodem,27090.0,2019-07-01
1421,2019,3,Córdoba,Cablemodem,399231.0,2019-07-01
1422,2019,3,Corrientes,Cablemodem,50230.0,2019-07-01
1423,2019,3,Entre Ríos,Cablemodem,96305.0,2019-07-01
1424,2019,3,Formosa,Cablemodem,8359.0,2019-07-01
1425,2019,3,Jujuy,Cablemodem,35742.0,2019-07-01
1426,2019,3,La Pampa,Cablemodem,52941.0,2019-07-01
1427,2019,3,La Rioja,Cablemodem,34984.0,2019-07-01
1428,2019,3,Mendoza,Cablemodem,54312.0,2019-07-01
1429,2019,3,Misiones,Cablemodem,65872.0,2019-07-01
1430,2019,3,Neuquén,Cablemodem,60484.0,2019-07-01
1431,2019,3,Río Negro,Cablemodem,37425.0,2019-07-01
1432,2019,3,Salta,Cablemodem,74329.0,2019-07-01
1433,2019,3,San Juan,Cablemodem,7425.0,2019-07-01
1434,2019,3,San Luis,Cablemodem,10561.0,2019-07-01
1435,2019,3,Santa Cruz,Cablemodem,17056.0,2019-07-01
1436,2019,3,Santa Fe,Cablemodem,377171.0,2019-07-01
1437,2019,3,Santiago Del Estero,Cablemodem,71198.0,2019-07-01
1438,2019,3,Tierra Del Fuego,Cablemodem,26659.0,2019-07-01
1439,2019,3,Tucumán,Cablemodem,12089.0,2019-07-01
1442,2019,2,Catamarca,Cablemodem,5543.0,2019-04-01
1443,2019,2,Chaco,Cablemodem,47448.0,2019-04-01
1444,2019,2,Chubut,Cablemodem,26338.0,2019-04-01
1445,2019,2,Córdoba,Cablemodem,388254.0,2019-04-01
1446,2019,2,Corrientes,Cablemodem,47431.0,2019-04-01
1447,2019,2,Entre Ríos,Cablemodem,91081.0,2019-04-01
1448,2019,2,Formosa,Cablemodem,8686.0,2019-04-01
1449,2019,2,Jujuy,Cablemodem,30742.0,2019-04-01
1450,2019,2,La Pampa,Cablemodem,52101.0,2019-04-01
1451,2019,2,La Rioja,Cablemodem,34984.0,2019-04-01
1452,2019,2,Mendoza,Cablemodem,54027.0,2019-04-01
1453,2019,2,Misiones,Cablemodem,64272.0,2019-04-01
1454,2019,2,Neuquén,Cablemodem,59021.0,2019-04-01
1455,2019,2,Río Negro,Cablemodem,36527.0,2019-04-01
1456,2019,2,Salta,Cablemodem,62343.0,2019-04-01
1457,2019,2,San Juan,Cablemodem,7425.0,2019-04-01
1458,2019,2,San Luis,Cablemodem,10298.0,2019-04-01
1459,2019,2,Santa Cruz,Cablemodem,10257.0,2019-04-01
1460,2019,2,Santa Fe,Cablemodem,355140.0,2019-04-01
1461,2019,2,Santiago Del Estero,Cablemodem,64783.0,2019-04-01
1462,2019,2,Tierra Del Fuego,Cablemodem,25527.0,2019-04-01
1463,2019,2,Tucumán,Cablemodem,12089.0,2019-04-01
1466,2019,1,Catamarca,Cablemodem,4443.0,2019-01-01
1467,2019,1,Chaco,Cablemodem,43555.0,2019-01-01
1468,2019,1,Chubut,Cablemodem,23065.0,2019-01-01
1469,2019,1,Córdoba,Cablemodem,363959.0,2019-01-01
1470,2019,1,Corrientes,Cablemodem,43444.0,2019-01-01
1471,2019,1,Entre Ríos,Cablemodem,90253.0,2019-01-01
1472,2019,1,Formosa,Cablemodem,7878.0,2019-01-01
1473,2019,1,Jujuy,Cablemodem,12484.0,2019-01-01
1474,2019,1,La Pampa,Cablemodem,57373.0,2019-01-01
1475,2019,1,La Rioja,Cablemodem,34984.0,2019-01-01
1476,2019,1,Mendoza,Cablemodem,40205.0,2019-01-01
1477,2019,1,Misiones,Cablemodem,59214.0,2019-01-01
1478,2019,1,Neuquén,Cablemodem,55634.0,2019-01-01
1479,2019,1,Río Negro,Cablemodem,34124.0,2019-01-01
1480,2019,1,Salta,Cablemodem,57933.0,2019-01-01
1481,2019,1,San Juan,Cablemodem,5838.0,2019-01-01
1482,2019,1,San Luis,Cablemodem,7784.0,2019-01-01
1483,2019,1,Santa Cruz,Cablemodem,4615.0,2019-01-01
1484,2019,1,Santa Fe,Cablemodem,340344.0,2019-01-01
1485,2019,1,Santiago Del Estero,Cablemodem,61547.0,2019-01-01
1486,2019,1,Tierra Del Fuego,Cablemodem,23549.0,2019-01-01
1487,2019,1,Tucumán,Cablemodem,11670.0,2019-01-01
1490,2018,4,Catamarca,Cablemodem,4443.0,2018-10-01
1491,2018,4,Chaco,Cablemodem,43555.0,2018-10-01
1492,2018,4,Chubut,Cablemodem,23065.0,2018-10-01
1493,2018,4,Córdoba,Cablemodem,355716.0,2018-10-01
1494,2018,4,Corrientes,Cablemodem,42418.0,2018-10-01
1495,2018,4,Entre Ríos,Cablemodem,86198.0,2018-10-01
1496,2018,4,Formosa,Cablemodem,7880.0,2018-10-01
1497,2018,4,Jujuy,Cablemodem,12484.0,2018-10-01
1498,2018,4,La Pampa,Cablemodem,55337.0,2018-10-01
1499,2018,4,La Rioja,Cablemodem,34984.0,2018-10-01
1500,2018,4,Mendoza,Cablemodem,40205.0,2018-10-01
1501,2018,4,Misiones,Cablemodem,53673.0,2018-10-01
1502,2018,4,Neuquén,Cablemodem,55634.0,2018-10-01
1503,2018,4,Río Negro,Cablemodem,34292.0,2018-10-01
1504,2018,4,Salta,Cablemodem,57539.0,2018-10-01
1505,2018,4,San Juan,Cablemodem,5838.0,2018-10-01
1506,2018,4,San Luis,Cablemodem,7784.0,2018-10-01
1507,2018,4,Santa Cruz,Cablemodem,4615.0,2018-10-01
1508,2018,4,Santa Fe,Cablemodem,322782.0,2018-10-01
1509,2018,4,Santiago Del Estero,Cablemodem,61243.0,2018-10-01
1510,2018,4,Tierra Del Fuego,Cablemodem,23349.0,2018-10-01
1511,2018,4,Tucumán,Cablemodem,11670.0,2018-10-01
1514,2018,3,Catamarca,Cablemodem,4443.0,2018-07-01
1515,2018,3,Chaco,Cablemodem,42359.0,2018-07-01
1516,2018,3,Chubut,Cablemodem,23065.0,2018-07-01
1517,2018,3,Córdoba,Cablemodem,342401.0,2018-07-01
1518,2018,3,Corrientes,Cablemodem,41300.0,2018-07-01
1519,2018,3,Entre Ríos,Cablemodem,83714.0,2018-07-01
1520,2018,3,Formosa,Cablemodem,7589.0,2018-07-01
1521,2018,3,Jujuy,Cablemodem,10856.0,2018-07-01
1522,2018,3,La Pampa,Cablemodem,54574.0,2018-07-01
1523,2018,3,La Rioja,Cablemodem,34984.0,2018-07-01
1524,2018,3,Mendoza,Cablemodem,40205.0,2018-07-01
1525,2018,3,Misiones,Cablemodem,50793.0,2018-07-01
1526,2018,3,Neuquén,Cablemodem,54129.0,2018-07-01
1527,2018,3,Río Negro,Cablemodem,33474.0,2018-07-01
1528,2018,3,Salta,Cablemodem,53980.0,2018-07-01
1529,2018,3,San Juan,Cablemodem,5838.0,2018-07-01
1530,2018,3,San Luis,Cablemodem,7784.0,2018-07-01
1531,2018,3,Santa Cruz,Cablemodem,4574.0,2018-07-01
1532,2018,3,Santa Fe,Cablemodem,312866.0,2018-07-01
1533,2018,3,Santiago Del Estero,Cablemodem,58789.0,2018-07-01
1534,2018,3,Tierra Del Fuego,Cablemodem,22649.0,2018-07-01
1535,2018,3,Tucumán,Cablemodem,9280.0,2018-07-01
1538,2018,2,Catamarca,Cablemodem,4415.0,2018-04-01
1539,2018,2,Chaco,Cablemodem,40750.0,2018-04-01
1540,2018,2,Chubut,Cablemodem,19591.0,2018-04-01
1541,2018,2,Córdoba,Cablemodem,327636.0,2018-04-01
1542,2018,2,Corrientes,Cablemodem,39715.0,2018-04-01
1543,2018,2,Entre Ríos,Cablemodem,80376.0,2018-04-01
1544,2018,2,Formosa,Cablemodem,7311.0,2018-04-01
1545,2018,2,Jujuy,Cablemodem,10856.0,2018-04-01
1546,2018,2,La Pampa,Cablemodem,53587.0,2018-04-01
1547,2018,2,La Rioja,Cablemodem,34984.0,2018-04-01
1548,2018,2,Mendoza,Cablemodem,36872.0,2018-04-01
1549,2018,2,Misiones,Cablemodem,47923.0,2018-04-01
1550,2018,2,Neuquén,Cablemodem,52855.0,2018-04-01
1551,2018,2,Río Negro,Cablemodem,32795.0,2018-04-01
1552,2018,2,Salta,Cablemodem,53478.0,2018-04-01
1553,2018,2,San Juan,Cablemodem,5068.0,2018-04-01
1554,2018,2,San Luis,Cablemodem,7666.0,2018-04-01
1555,2018,2,Santa Cruz,Cablemodem,4474.0,2018-04-01
1556,2018,2,Santa Fe,Cablemodem,304349.0,2018-04-01
1557,2018,2,Santiago Del Estero,Cablemodem,55935.0,2018-04-01
1558,2018,2,Tierra Del Fuego,Cablemodem,22756.0,2018-04-01
1559,2018,2,Tucumán,Cablemodem,8965.0,2018-04-01
1562,2018,1,Catamarca,Cablemodem,4415.0,2018-01-01
1563,2018,1,Chaco,Cablemodem,40157.0,2018-01-01
1564,2018,1,Chubut,Cablemodem,19591.0,2018-01-01
1565,2018,1,Córdoba,Cablemodem,326894.0,2018-01-01
1566,2018,1,Corrientes,Cablemodem,35225.0,2018-01-01
1567,2018,1,Entre Ríos,Cablemodem,75751.0,2018-01-01
1568,2018,1,Formosa,Cablemodem,7095.0,2018-01-01
1569,2018,1,Jujuy,Cablemodem,10456.0,2018-01-01
1570,2018,1,La Pampa,Cablemodem,51389.0,2018-01-01
1571,2018,1,La Rioja,Cablemodem,34984.0,2018-01-01
1572,2018,1,Mendoza,Cablemodem,36872.0,2018-01-01
1573,2018,1,Misiones,Cablemodem,46880.0,2018-01-01
1574,2018,1,Neuquén,Cablemodem,55072.0,2018-01-01
1575,2018,1,Río Negro,Cablemodem,31712.0,2018-01-01
1576,2018,1,Salta,Cablemodem,51534.0,2018-01-01
1577,2018,1,San Juan,Cablemodem,5068.0,2018-01-01
1578,2018,1,San Luis,Cablemodem,7594.0,2018-01-01
1579,2018,1,Santa Cruz,Cablemodem,4474.0,2018-01-01
1580,2018,1,Santa Fe,Cablemodem,300421.0,2018-01-01
1581,2018,1,Santiago Del Estero,Cablemodem,54594.0,2018-01-01
1582,2018,1,Tierra Del Fuego,Cablemodem,9663.0,2018-01-01
1583,2018,1,Tucumán,Cablemodem,8921.0,2018-01-01
1586,2017,4,Catamarca,Cablemodem,263.0,2017-10-01
1587,2017,4,Chaco,Cablemodem,39690.0,2017-10-01
1588,2017,4,Chubut,Cablemodem,15097.0,2017-10-01
1589,2017,4,Córdoba,Cablemodem,324709.0,2017-10-01
1590,2017,4,Corrientes,Cablemodem,34722.0,2017-10-01
1591,2017,4,Entre Ríos,Cablemodem,73692.0,2017-10-01
1592,2017,4,Formosa,Cablemodem,6973.0,2017-10-01
1593,2017,4,Jujuy,Cablemodem,9626.0,2017-10-01
1594,2017,4,La Pampa,Cablemodem,50495.0,2017-10-01
1595,2017,4,La Rioja,Cablemodem,34984.0,2017-10-01
1596,2017,4,Mendoza,Cablemodem,16114.0,2017-10-01
1597,2017,4,Misiones,Cablemodem,47470.0,2017-10-01
1598,2017,4,Neuquén,Cablemodem,54119.0,2017-10-01
1599,2017,4,Río Negro,Cablemodem,30451.0,2017-10-01
1600,2017,4,Salta,Cablemodem,50446.0,2017-10-01
1601,2017,4,San Juan,Cablemodem,451.0,2017-10-01
1602,2017,4,San Luis,Cablemodem,1119.0,2017-10-01
1603,2017,4,Santa Cruz,Cablemodem,1668.0,2017-10-01
1604,2017,4,Santa Fe,Cablemodem,293831.0,2017-10-01
1605,2017,4,Santiago Del Estero,Cablemodem,40407.0,2017-10-01
1606,2017,4,Tierra Del Fuego,Cablemodem,6906.0,2017-10-01
1607,2017,4,Tucumán,Cablemodem,5223.0,2017-10-01
1610,2017,3,Catamarca,Cablemodem,4411.0,2017-07-01
1611,2017,3,Chaco,Cablemodem,37307.0,2017-07-01
1612,2017,3,Chubut,Cablemodem,5645.0,2017-07-01
1613,2017,3,Córdoba,Cablemodem,319360.0,2017-07-01
1614,2017,3,Corrientes,Cablemodem,33993.0,2017-07-01
1615,2017,3,Entre Ríos,Cablemodem,69596.0,2017-07-01
1616,2017,3,Formosa,Cablemodem,6816.0,2017-07-01
1617,2017,3,Jujuy,Cablemodem,9395.0,2017-07-01
1618,2017,3,La Pampa,Cablemodem,49679.0,2017-07-01
1619,2017,3,La Rioja,Cablemodem,34984.0,2017-07-01
1620,2017,3,Mendoza,Cablemodem,33788.0,2017-07-01
1621,2017,3,Misiones,Cablemodem,43880.0,2017-07-01
1622,2017,3,Neuquén,Cablemodem,52468.0,2017-07-01
1623,2017,3,Río Negro,Cablemodem,30018.0,2017-07-01
1624,2017,3,Salta,Cablemodem,50284.0,2017-07-01
1625,2017,3,San Juan,Cablemodem,5068.0,2017-07-01
1626,2017,3,San Luis,Cablemodem,7576.0,2017-07-01
1627,2017,3,Santa Cruz,Cablemodem,5487.0,2017-07-01
1628,2017,3,Santa Fe,Cablemodem,290655.0,2017-07-01
1629,2017,3,Santiago Del Estero,Cablemodem,54096.0,2017-07-01
1630,2017,3,Tierra Del Fuego,Cablemodem,7012.0,2017-07-01
1631,2017,3,Tucumán,Cablemodem,6431.0,2017-07-01
1634,2017,2,Catamarca,Cablemodem,255.0,2017-04-01
1635,2017,2,Chaco,Cablemodem,35613.0,2017-04-01
1636,2017,2,Chubut,Cablemodem,1067.0,2017-04-01
1637,2017,2,Córdoba,Cablemodem,303488.0,2017-04-01
1638,2017,2,Corrientes,Cablemodem,33192.0,2017-04-01
1639,2017,2,Entre Ríos,Cablemodem,67650.0,2017-04-01
1640,2017,2,Formosa,Cablemodem,6410.0,2017-04-01
1641,2017,2,Jujuy,Cablemodem,8858.0,2017-04-01
1642,2017,2,La Pampa,Cablemodem,48310.0,2017-04-01
1643,2017,2,La Rioja,Cablemodem,0.0,2017-04-01
1644,2017,2,Mendoza,Cablemodem,13030.0,2017-04-01
1645,2017,2,Misiones,Cablemodem,42925.0,2017-04-01
1646,2017,2,Neuquén,Cablemodem,50283.0,2017-04-01
1647,2017,2,Río Negro,Cablemodem,29147.0,2017-04-01
1648,2017,2,Salta,Cablemodem,27280.0,2017-04-01
1649,2017,2,San Juan,Cablemodem,451.0,2017-04-01
1650,2017,2,San Luis,Cablemodem,1120.0,2017-04-01
1651,2017,2,Santa Cruz,Cablemodem,2722.0,2017-04-01
1652,2017,2,Santa Fe,Cablemodem,228102.0,2017-04-01
1653,2017,2,Santiago Del Estero,Cablemodem,3900.0,2017-04-01
1654,2017,2,Tierra Del Fuego,Cablemodem,6905.0,2017-04-01
1655,2017,2,Tucumán,Cablemodem,5223.0,2017-04-01
1658,2017,1,Catamarca,Cablemodem,248.0,2017-01-01
1659,2017,1,Chaco,Cablemodem,34277.0,2017-01-01
1660,2017,1,Chubut,Cablemodem,999.0,2017-01-01
1661,2017,1,Córdoba,Cablemodem,293479.0,2017-01-01
1662,2017,1,Corrientes,Cablemodem,31994.0,2017-01-01
1663,2017,1,Entre Ríos,Cablemodem,65095.0,2017-01-01
1664,2017,1,Formosa,Cablemodem,6215.0,2017-01-01
1665,2017,1,Jujuy,Cablemodem,9278.0,2017-01-01
1666,2017,1,La Pampa,Cablemodem,47195.0,2017-01-01
1667,2017,1,La Rioja,Cablemodem,0.0,2017-01-01
1668,2017,1,Mendoza,Cablemodem,13030.0,2017-01-01
1669,2017,1,Misiones,Cablemodem,40142.0,2017-01-01
1670,2017,1,Neuquén,Cablemodem,48109.0,2017-01-01
1671,2017,1,Río Negro,Cablemodem,28785.0,2017-01-01
1672,2017,1,Salta,Cablemodem,26845.0,2017-01-01
1673,2017,1,San Juan,Cablemodem,451.0,2017-01-01
1674,2017,1,San Luis,Cablemodem,1120.0,2017-01-01
1675,2017,1,Santa Cruz,Cablemodem,2722.0,2017-01-01
1676,2017,1,Santa Fe,Cablemodem,226094.0,2017-01-01
1677,2017,1,Santiago Del Estero,Cablemodem,3900.0,2017-01-01
1678,2017,1,Tierra Del Fuego,Cablemodem,6905.0,2017-01-01
1679,2017,1,Tucumán,Cablemodem,5223.0,2017-01-01
1682,2016,4,Catamarca,Cablemodem,250.0,2016-10-01
1683,2016,4,Chaco,Cablemodem,33534.0,2016-10-01
1684,2016,4,Chubut,Cablemodem,955.0,2016-10-01
1685,2016,4,Córdoba,Cablemodem,289344.0,2016-10-01
1686,2016,4,Corrientes,Cablemodem,31497.0,2016-10-01
1687,2016,4,Entre Ríos,Cablemodem,64141.0,2016-10-01
1688,2016,4,Formosa,Cablemodem,6061.0,2016-10-01
1689,2016,4,Jujuy,Cablemodem,8731.0,2016-10-01
1690,2016,4,La Pampa,Cablemodem,47245.0,2016-10-01
1691,2016,4,La Rioja,Cablemodem,0.0,2016-10-01
1692,2016,4,Mendoza,Cablemodem,13030.0,2016-10-01
1693,2016,4,Misiones,Cablemodem,39294.0,2016-10-01
1694,2016,4,Neuquén,Cablemodem,46389.0,2016-10-01
1695,2016,4,Río Negro,Cablemodem,28474.0,2016-10-01
1696,2016,4,Salta,Cablemodem,26657.0,2016-10-01
1697,2016,4,San Juan,Cablemodem,451.0,2016-10-01
1698,2016,4,San Luis,Cablemodem,1120.0,2016-10-01
1699,2016,4,Santa Cruz,Cablemodem,2722.0,2016-10-01
1700,2016,4,Santa Fe,Cablemodem,225792.0,2016-10-01
1701,2016,4,Santiago Del Estero,Cablemodem,3900.0,2016-10-01
1702,2016,4,Tierra Del Fuego,Cablemodem,6905.0,2016-10-01
1703,2016,4,Tucumán,Cablemodem,4482.0,2016-10-01
1706,2016,3,Catamarca,Cablemodem,248.0,2016-07-01
1707,2016,3,Chaco,Cablemodem,32730.0,2016-07-01
1708,2016,3,Chubut,Cablemodem,935.0,2016-07-01
1709,2016,3,Córdoba,Cablemodem,285480.0,2016-07-01
1710,2016,3,Corrientes,Cablemodem,30813.0,2016-07-01
1711,2016,3,Entre Ríos,Cablemodem,61850.0,2016-07-01
1712,2016,3,Formosa,Cablemodem,5905.0,2016-07-01
1713,2016,3,Jujuy,Cablemodem,8236.0,2016-07-01
1714,2016,3,La Pampa,Cablemodem,45952.0,2016-07-01
1715,2016,3,La Rioja,Cablemodem,0.0,2016-07-01
1716,2016,3,Mendoza,Cablemodem,13030.0,2016-07-01
1717,2016,3,Misiones,Cablemodem,38130.0,2016-07-01
1718,2016,3,Neuquén,Cablemodem,44739.0,2016-07-01
1719,2016,3,Río Negro,Cablemodem,28496.0,2016-07-01
1720,2016,3,Salta,Cablemodem,26113.0,2016-07-01
1721,2016,3,San Juan,Cablemodem,451.0,2016-07-01
1722,2016,3,San Luis,Cablemodem,1113.0,2016-07-01
1723,2016,3,Santa Cruz,Cablemodem,2722.0,2016-07-01
1724,2016,3,Santa Fe,Cablemodem,223011.0,2016-07-01
1725,2016,3,Santiago Del Estero,Cablemodem,3900.0,2016-07-01
1726,2016,3,Tierra Del Fuego,Cablemodem,6276.0,2016-07-01
1727,2016,3,Tucumán,Cablemodem,3850.0,2016-07-01
1730,2016,2,Catamarca,Cablemodem,245.0,2016-04-01
1731,2016,2,Chaco,Cablemodem,31825.0,2016-04-01
1732,2016,2,Chubut,Cablemodem,867.0,2016-04-01
1733,2016,2,Córdoba,Cablemodem,277615.0,2016-04-01
1734,2016,2,Corrientes,Cablemodem,29845.0,2016-04-01
1735,2016,2,Entre Ríos,Cablemodem,58768.0,2016-04-01
1736,2016,2,Formosa,Cablemodem,5658.0,2016-04-01
1737,2016,2,Jujuy,Cablemodem,7374.0,2016-04-01
1738,2016,2,La Pampa,Cablemodem,44654.0,2016-04-01
1739,2016,2,La Rioja,Cablemodem,0.0,2016-04-01
1740,2016,2,Mendoza,Cablemodem,13030.0,2016-04-01
1741,2016,2,Misiones,Cablemodem,36145.0,2016-04-01
1742,2016,2,Neuquén,Cablemodem,42370.0,2016-04-01
1743,2016,2,Río Negro,Cablemodem,28100.0,2016-04-01
1744,2016,2,Salta,Cablemodem,24719.0,2016-04-01
1745,2016,2,San Juan,Cablemodem,451.0,2016-04-01
1746,2016,2,San Luis,Cablemodem,1063.0,2016-04-01
1747,2016,2,Santa Cruz,Cablemodem,2722.0,2016-04-01
1748,2016,2,Santa Fe,Cablemodem,219088.0,2016-04-01
1749,2016,2,Santiago Del Estero,Cablemodem,3900.0,2016-04-01
1750,2016,2,Tierra Del Fuego,Cablemodem,5707.0,2016-04-01
1751,2016,2,Tucumán,Cablemodem,2968.0,2016-04-01
1754,2016,1,Catamarca,Cablemodem,243.0,2016-01-01
1755,2016,1,Chaco,Cablemodem,29994.0,2016-01-01
1756,2016,1,Chubut,Cablemodem,834.0,2016-01-01
1757,2016,1,Córdoba,Cablemodem,252346.0,2016-01-01
1758,2016,1,Corrientes,Cablemodem,28491.0,2016-01-01
1759,2016,1,Entre Ríos,Cablemodem,54948.0,2016-01-01
1760,2016,1,Formosa,Cablemodem,5420.0,2016-01-01
1761,2016,1,Jujuy,Cablemodem,6751.0,2016-01-01
1762,2016,1,La Pampa,Cablemodem,41881.0,2016-01-01
1763,2016,1,La Rioja,Cablemodem,0.0,2016-01-01
1764,2016,1,Mendoza,Cablemodem,13030.0,2016-01-01
1765,2016,1,Misiones,Cablemodem,33330.0,2016-01-01
1766,2016,1,Neuquén,Cablemodem,36122.0,2016-01-01
1767,2016,1,Río Negro,Cablemodem,27312.0,2016-01-01
1768,2016,1,Salta,Cablemodem,22741.0,2016-01-01
1769,2016,1,San Juan,Cablemodem,451.0,2016-01-01
1770,2016,1,San Luis,Cablemodem,1042.0,2016-01-01
1771,2016,1,Santa Cruz,Cablemodem,2723.0,2016-01-01
1772,2016,1,Santa Fe,Cablemodem,204816.0,2016-01-01
1773,2016,1,Santiago Del Estero,Cablemodem,3900.0,2016-01-01
1774,2016,1,Tierra Del Fuego,Cablemodem,4834.0,2016-01-01
1775,2016,1,Tucumán,Cablemodem,2165.0,2016-01-01
1778,2015,4,Catamarca,Cablemodem,242.0,2015-10-01
1779,2015,4,Chaco,Cablemodem,29456.0,2015-10-01
1780,2015,4,Chubut,Cablemodem,811.0,2015-10-01
1781,2015,4,Córdoba,Cablemodem,266062.0,2015-10-01
1782,2015,4,Corrientes,Cablemodem,28178.0,2015-10-01
1783,2015,4,Entre Ríos,Cablemodem,53411.0,2015-10-01
1784,2015,4,Formosa,Cablemodem,5314.0,2015-10-01
1785,2015,4,Jujuy,Cablemodem,6933.0,2015-10-01
1786,2015,4,La Pampa,Cablemodem,42705.0,2015-10-01
1787,2015,4,La Rioja,Cablemodem,0.0,2015-10-01
1788,2015,4,Mendoza,Cablemodem,13030.0,2015-10-01
1789,2015,4,Misiones,Cablemodem,32533.0,2015-10-01
1790,2015,4,Neuquén,Cablemodem,38902.0,2015-10-01
1791,2015,4,Río Negro,Cablemodem,27221.0,2015-10-01
1792,2015,4,Salta,Cablemodem,22446.0,2015-10-01
1793,2015,4,San Juan,Cablemodem,451.0,2015-10-01
1794,2015,4,San Luis,Cablemodem,1025.0,2015-10-01
1795,2015,4,Santa Cruz,Cablemodem,2723.0,2015-10-01
1796,2015,4,Santa Fe,Cablemodem,212911.0,2015-10-01
1797,2015,4,Santiago Del Estero,Cablemodem,4365.0,2015-10-01
1798,2015,4,Tierra Del Fuego,Cablemodem,4301.0,2015-10-01
1799,2015,4,Tucumán,Cablemodem,1653.0,2015-10-01
1802,2015,3,Catamarca,Cablemodem,242.0,2015-07-01
1803,2015,3,Chaco,Cablemodem,28809.0,2015-07-01
1804,2015,3,Chubut,Cablemodem,792.0,2015-07-01
1805,2015,3,Córdoba,Cablemodem,264055.0,2015-07-01
1806,2015,3,Corrientes,Cablemodem,27604.0,2015-07-01
1807,2015,3,Entre Ríos,Cablemodem,51945.0,2015-07-01
1808,2015,3,Formosa,Cablemodem,5264.0,2015-07-01
1809,2015,3,Jujuy,Cablemodem,6895.0,2015-07-01
1810,2015,3,La Pampa,Cablemodem,41886.0,2015-07-01
1811,2015,3,La Rioja,Cablemodem,0.0,2015-07-01
1812,2015,3,Mendoza,Cablemodem,13030.0,2015-07-01
1813,2015,3,Misiones,Cablemodem,31635.0,2015-07-01
1814,2015,3,Neuquén,Cablemodem,36620.0,2015-07-01
1815,2015,3,Río Negro,Cablemodem,27130.0,2015-07-01
1816,2015,3,Salta,Cablemodem,21688.0,2015-07-01
1817,2015,3,San Juan,Cablemodem,451.0,2015-07-01
1818,2015,3,San Luis,Cablemodem,1025.0,2015-07-01
1819,2015,3,Santa Cruz,Cablemodem,2718.0,2015-07-01
1820,2015,3,Santa Fe,Cablemodem,209673.0,2015-07-01
1821,2015,3,Santiago Del Estero,Cablemodem,4365.0,2015-07-01
1822,2015,3,Tierra Del Fuego,Cablemodem,8085.0,2015-07-01
1823,2015,3,Tucumán,Cablemodem,1135.0,2015-07-01
1826,2015,2,Catamarca,Cablemodem,242.0,2015-04-01
1827,2015,2,Chaco,Cablemodem,27809.0,2015-04-01
1828,2015,2,Chubut,Cablemodem,762.0,2015-04-01
1829,2015,2,Córdoba,Cablemodem,255596.0,2015-04-01
1830,2015,2,Corrientes,Cablemodem,26553.0,2015-04-01
1831,2015,2,Entre Ríos,Cablemodem,49767.0,2015-04-01
1832,2015,2,Formosa,Cablemodem,5164.0,2015-04-01
1833,2015,2,Jujuy,Cablemodem,5482.0,2015-04-01
1834,2015,2,La Pampa,Cablemodem,40825.0,2015-04-01
1835,2015,2,La Rioja,Cablemodem,0.0,2015-04-01
1836,2015,2,Mendoza,Cablemodem,13030.0,2015-04-01
1837,2015,2,Misiones,Cablemodem,29283.0,2015-04-01
1838,2015,2,Neuquén,Cablemodem,34183.0,2015-04-01
1839,2015,2,Río Negro,Cablemodem,26268.0,2015-04-01
1840,2015,2,Salta,Cablemodem,20297.0,2015-04-01
1841,2015,2,San Juan,Cablemodem,451.0,2015-04-01
1842,2015,2,San Luis,Cablemodem,1025.0,2015-04-01
1843,2015,2,Santa Cruz,Cablemodem,2707.0,2015-04-01
1844,2015,2,Santa Fe,Cablemodem,204685.0,2015-04-01
1845,2015,2,Santiago Del Estero,Cablemodem,4365.0,2015-04-01
1846,2015,2,Tierra Del Fuego,Cablemodem,7927.0,2015-04-01
1847,2015,2,Tucumán,Cablemodem,479.0,2015-04-01
1850,2015,1,Catamarca,Cablemodem,241.0,2015-01-01
1851,2015,1,Chaco,Cablemodem,26161.0,2015-01-01
