,Año,Trimestre,Provincia,Accesos_Por_Cada_100_Hogares,Fecha
489,2019.0,1.0,Jujuy,46.41,2019-01-01
490,2019.0,1.0,La Pampa,76.35,2019-01-01
491,2019.0,1.0,La Rioja,50.18,2019-01-01
492,2019.0,1.0,Mendoza,37.66,2019-01-01
493,2019.0,1.0,Misiones,36.26,2019-01-01
494,2019.0,1.0,Neuquén,58.88,2019-01-01
495,2019.0,1.0,Río Negro,53.57,2019-01-01
496,2019.0,1.0,Salta,40.1,2019-01-01
497,2019.0,1.0,San Juan,31.83,2019-01-01
498,2019.0,1.0,San Luis,67.34,2019-01-01
499,2019.0,1.0,Santa Cruz,23.67,2019-01-01
500,2019.0,1.0,Santa Fe,66.97,2019-01-01
501,2019.0,1.0,Santiago Del Estero,37.52,2019-01-01
502,2019.0,1.0,Tierra Del Fuego,93.38,2019-01-01
503,2019.0,1.0,Tucumán,41.63,2019-01-01
504,2018.0,4.0,Buenos Aires,64.6,2018-10-01
505,2018.0,4.0,Capital Federal,108.27,2018-10-01
506,2018.0,4.0,Catamarca,32.23,2018-10-01
507,2018.0,4.0,Chaco,32.59,2018-10-01
508,2018.0,4.0,Chubut,42.61,2018-10-01
509,2018.0,4.0,Córdoba,65.09,2018-10-01
510,2018.0,4.0,Corrientes,34.57,2018-10-01
511,2018.0,4.0,Entre Ríos,54.37,2018-10-01
512,2018.0,4.0,Formosa,29.74,2018-10-01
513,2018.0,4.0,Jujuy,46.53,2018-10-01
514,2018.0,4.0,La Pampa,73.49,2018-10-01
515,2018.0,4.0,La Rioja,50.35,2018-10-01
516,2018.0,4.0,Mendoza,37.76,2018-10-01
517,2018.0,4.0,Misiones,34.45,2018-10-01
518,2018.0,4.0,Neuquén,59.07,2018-10-01
519,2018.0,4.0,Río Negro,51.86,2018-10-01
520,2018.0,4.0,Salta,39.8,2018-10-01
521,2018.0,4.0,San Juan,31.9,2018-10-01
522,2018.0,4.0,San Luis,67.55,2018-10-01
523,2018.0,4.0,Santa Cruz,23.69,2018-10-01
524,2018.0,4.0,Santa Fe,65.59,2018-10-01
525,2018.0,4.0,Santiago Del Estero,37.4,2018-10-01
526,2018.0,4.0,Tierra Del Fuego,93.59,2018-10-01
527,2018.0,4.0,Tucumán,41.76,2018-10-01
528,2018.0,3.0,Buenos Aires,64.44,2018-07-01
529,2018.0,3.0,Capital Federal,108.45,2018-07-01
530,2018.0,3.0,Catamarca,32.92,2018-07-01
531,2018.0,3.0,Chaco,32.28,2018-07-01
532,2018.0,3.0,Chubut,56.39,2018-07-01
533,2018.0,3.0,Córdoba,64.24,2018-07-01
534,2018.0,3.0,Corrientes,34.25,2018-07-01
535,2018.0,3.0,Entre Ríos,50.22,2018-07-01
536,2018.0,3.0,Formosa,29.58,2018-07-01
537,2018.0,3.0,Jujuy,23.26,2018-07-01
538,2018.0,3.0,La Pampa,71.75,2018-07-01
539,2018.0,3.0,La Rioja,50.73,2018-07-01
540,2018.0,3.0,Mendoza,37.99,2018-07-01
541,2018.0,3.0,Misiones,32.1,2018-07-01
542,2018.0,3.0,Neuquén,60.49,2018-07-01
543,2018.0,3.0,Río Negro,50.54,2018-07-01
544,2018.0,3.0,Salta,39.43,2018-07-01
545,2018.0,3.0,San Juan,33.05,2018-07-01
546,2018.0,3.0,San Luis,52.35,2018-07-01
547,2018.0,3.0,Santa Cruz,32.73,2018-07-01
548,2018.0,3.0,Santa Fe,63.41,2018-07-01
549,2018.0,3.0,Santiago Del Estero,36.25,2018-07-01
550,2018.0,3.0,Tierra Del Fuego,92.77,2018-07-01
551,2018.0,3.0,Tucumán,41.68,2018-07-01
552,2018.0,2.0,Buenos Aires,62.78,2018-04-01
553,2018.0,2.0,Capital Federal,106.53,2018-04-01
554,2018.0,2.0,Catamarca,32.86,2018-04-01
555,2018.0,2.0,Chaco,31.25,2018-04-01
556,2018.0,2.0,Chubut,54.9,2018-04-01
557,2018.0,2.0,Córdoba,63.27,2018-04-01
558,2018.0,2.0,Corrientes,33.81,2018-04-01
559,2018.0,2.0,Entre Ríos,49.2,2018-04-01
560,2018.0,2.0,Formosa,29.43,2018-04-01
561,2018.0,2.0,Jujuy,23.43,2018-04-01
562,2018.0,2.0,La Pampa,71.04,2018-04-01
563,2018.0,2.0,La Rioja,50.98,2018-04-01
564,2018.0,2.0,Mendoza,36.97,2018-04-01
565,2018.0,2.0,Misiones,31.63,2018-04-01
566,2018.0,2.0,Neuquén,60.24,2018-04-01
567,2018.0,2.0,Río Negro,50.15,2018-04-01
568,2018.0,2.0,Salta,39.94,2018-04-01
569,2018.0,2.0,San Juan,32.95,2018-04-01
570,2018.0,2.0,San Luis,15.15,2018-04-01
571,2018.0,2.0,Santa Cruz,33.33,2018-04-01
572,2018.0,2.0,Santa Fe,62.57,2018-04-01
573,2018.0,2.0,Santiago Del Estero,35.26,2018-04-01
574,2018.0,2.0,Tierra Del Fuego,91.61,2018-04-01
575,2018.0,2.0,Tucumán,41.51,2018-04-01
576,2018.0,1.0,Buenos Aires,62.63,2018-01-01
577,2018.0,1.0,Capital Federal,106.24,2018-01-01
578,2018.0,1.0,Catamarca,32.79,2018-01-01
579,2018.0,1.0,Chaco,30.83,2018-01-01
580,2018.0,1.0,Chubut,53.72,2018-01-01
581,2018.0,1.0,Córdoba,63.52,2018-01-01
582,2018.0,1.0,Corrientes,32.66,2018-01-01
583,2018.0,1.0,Entre Ríos,48.68,2018-01-01
584,2018.0,1.0,Formosa,21.4,2018-01-01
585,2018.0,1.0,Jujuy,23.12,2018-01-01
586,2018.0,1.0,La Pampa,71.75,2018-01-01
587,2018.0,1.0,La Rioja,51.44,2018-01-01
588,2018.0,1.0,Mendoza,37.07,2018-01-01
589,2018.0,1.0,Misiones,30.96,2018-01-01
590,2018.0,1.0,Neuquén,61.52,2018-01-01
591,2018.0,1.0,Río Negro,49.82,2018-01-01
592,2018.0,1.0,Salta,39.78,2018-01-01
593,2018.0,1.0,San Juan,32.61,2018-01-01
594,2018.0,1.0,San Luis,15.15,2018-01-01
595,2018.0,1.0,Santa Cruz,33.55,2018-01-01
596,2018.0,1.0,Santa Fe,62.28,2018-01-01
597,2018.0,1.0,Santiago Del Estero,34.99,2018-01-01
598,2018.0,1.0,Tierra Del Fuego,65.2,2018-01-01
599,2018.0,1.0,Tucumán,41.18,2018-01-01
600,2017.0,4.0,Buenos Aires,57.61,2017-10-01
601,2017.0,4.0,Capital Federal,122.9,2017-10-01
602,2017.0,4.0,Catamarca,28.62,2017-10-01
603,2017.0,4.0,Chaco,30.81,2017-10-01
604,2017.0,4.0,Chubut,51.46,2017-10-01
605,2017.0,4.0,Córdoba,63.33,2017-10-01
606,2017.0,4.0,Corrientes,32.52,2017-10-01
607,2017.0,4.0,Entre Ríos,47.89,2017-10-01
608,2017.0,4.0,Formosa,21.27,2017-10-01
609,2017.0,4.0,Jujuy,22.74,2017-10-01
610,2017.0,4.0,La Pampa,71.05,2017-10-01
611,2017.0,4.0,La Rioja,51.57,2017-10-01
612,2017.0,4.0,Mendoza,33.33,2017-10-01
613,2017.0,4.0,Misiones,31.14,2017-10-01
614,2017.0,4.0,Neuquén,61.24,2017-10-01
615,2017.0,4.0,Río Negro,49.38,2017-10-01
616,2017.0,4.0,Salta,39.8,2017-10-01
617,2017.0,4.0,San Juan,30.3,2017-10-01
618,2017.0,4.0,San Luis,10.59,2017-10-01
619,2017.0,4.0,Santa Cruz,28.91,2017-10-01
620,2017.0,4.0,Santa Fe,61.71,2017-10-01
621,2017.0,4.0,Santiago Del Estero,29.13,2017-10-01
622,2017.0,4.0,Tierra Del Fuego,59.89,2017-10-01
623,2017.0,4.0,Tucumán,39.9,2017-10-01
624,2017.0,3.0,Buenos Aires,55.63,2017-07-01
625,2017.0,3.0,Capital Federal,121.86,2017-07-01
626,2017.0,3.0,Catamarca,32.49,2017-07-01
627,2017.0,3.0,Chaco,29.98,2017-07-01
628,2017.0,3.0,Chubut,46.22,2017-07-01
629,2017.0,3.0,Córdoba,62.31,2017-07-01
630,2017.0,3.0,Corrientes,32.17,2017-07-01
631,2017.0,3.0,Entre Ríos,45.96,2017-07-01
632,2017.0,3.0,Formosa,21.35,2017-07-01
633,2017.0,3.0,Jujuy,22.65,2017-07-01
634,2017.0,3.0,La Pampa,69.14,2017-07-01
635,2017.0,3.0,La Rioja,51.47,2017-07-01
636,2017.0,3.0,Mendoza,35.7,2017-07-01
637,2017.0,3.0,Misiones,30.21,2017-07-01
638,2017.0,3.0,Neuquén,60.83,2017-07-01
639,2017.0,3.0,Río Negro,48.52,2017-07-01
640,2017.0,3.0,Salta,39.84,2017-07-01
641,2017.0,3.0,San Juan,32.37,2017-07-01
642,2017.0,3.0,San Luis,15.48,2017-07-01
643,2017.0,3.0,Santa Cruz,33.29,2017-07-01
644,2017.0,3.0,Santa Fe,60.91,2017-07-01
645,2017.0,3.0,Santiago Del Estero,35.12,2017-07-01
646,2017.0,3.0,Tierra Del Fuego,65.74,2017-07-01
647,2017.0,3.0,Tucumán,39.7,2017-07-01
648,2017.0,2.0,Buenos Aires,56.27,2017-04-01
649,2017.0,2.0,Capital Federal,124.06,2017-04-01
650,2017.0,2.0,Catamarca,25.98,2017-04-01
651,2017.0,2.0,Chaco,29.05,2017-04-01
652,2017.0,2.0,Chubut,35.55,2017-04-01
653,2017.0,2.0,Córdoba,58.97,2017-04-01
654,2017.0,2.0,Corrientes,31.39,2017-04-01
655,2017.0,2.0,Entre Ríos,45.39,2017-04-01
656,2017.0,2.0,Formosa,19.97,2017-04-01
657,2017.0,2.0,Jujuy,22.4,2017-04-01
658,2017.0,2.0,La Pampa,63.49,2017-04-01
659,2017.0,2.0,La Rioja,16.2,2017-04-01
660,2017.0,2.0,Mendoza,31.76,2017-04-01
661,2017.0,2.0,Misiones,30.09,2017-04-01
662,2017.0,2.0,Neuquén,61.91,2017-04-01
663,2017.0,2.0,Río Negro,46.02,2017-04-01
664,2017.0,2.0,Salta,32.74,2017-04-01
665,2017.0,2.0,San Juan,26.96,2017-04-01
666,2017.0,2.0,San Luis,9.51,2017-04-01
667,2017.0,2.0,Santa Cruz,26.25,2017-04-01
668,2017.0,2.0,Santa Fe,52.27,2017-04-01
669,2017.0,2.0,Santiago Del Estero,14.12,2017-04-01
670,2017.0,2.0,Tierra Del Fuego,68.46,2017-04-01
671,2017.0,2.0,Tucumán,38.19,2017-04-01
672,2017.0,1.0,Buenos Aires,58.57,2017-01-01
673,2017.0,1.0,Capital Federal,108.37,2017-01-01
674,2017.0,1.0,Catamarca,25.66,2017-01-01
675,2017.0,1.0,Chaco,28.62,2017-01-01
676,2017.0,1.0,Chubut,35.66,2017-01-01
677,2017.0,1.0,Córdoba,57.65,2017-01-01
678,2017.0,1.0,Corrientes,30.94,2017-01-01
679,2017.0,1.0,Entre Ríos,44.91,2017-01-01
680,2017.0,1.0,Formosa,19.84,2017-01-01
681,2017.0,1.0,Jujuy,22.76,2017-01-01
682,2017.0,1.0,La Pampa,62.67,2017-01-01
683,2017.0,1.0,La Rioja,16.2,2017-01-01
684,2017.0,1.0,Mendoza,31.84,2017-01-01
685,2017.0,1.0,Misiones,29.52,2017-01-01
686,2017.0,1.0,Neuquén,61.02,2017-01-01
687,2017.0,1.0,Río Negro,46.03,2017-01-01
688,2017.0,1.0,Salta,32.58,2017-01-01
689,2017.0,1.0,San Juan,27.04,2017-01-01
690,2017.0,1.0,San Luis,9.55,2017-01-01
691,2017.0,1.0,Santa Cruz,26.52,2017-01-01
692,2017.0,1.0,Santa Fe,51.97,2017-01-01
693,2017.0,1.0,Santiago Del Estero,14.7,2017-01-01
694,2017.0,1.0,Tierra Del Fuego,68.92,2017-01-01
695,2017.0,1.0,Tucumán,37.9,2017-01-01
696,2016.0,4.0,Buenos Aires,61.24,2016-10-01
697,2016.0,4.0,Capital Federal,120.63,2016-10-01
698,2016.0,4.0,Catamarca,26.54,2016-10-01
699,2016.0,4.0,Chaco,28.79,2016-10-01
700,2016.0,4.0,Chubut,36.07,2016-10-01
701,2016.0,4.0,Córdoba,57.7,2016-10-01
702,2016.0,4.0,Corrientes,30.98,2016-10-01
703,2016.0,4.0,Entre Ríos,45.21,2016-10-01
704,2016.0,4.0,Formosa,19.85,2016-10-01
705,2016.0,4.0,Jujuy,22.65,2016-10-01
706,2016.0,4.0,La Pampa,63.02,2016-10-01
707,2016.0,4.0,La Rioja,16.46,2016-10-01
708,2016.0,4.0,Mendoza,32.11,2016-10-01
709,2016.0,4.0,Misiones,29.72,2016-10-01
710,2016.0,4.0,Neuquén,60.87,2016-10-01
711,2016.0,4.0,Río Negro,46.39,2016-10-01
712,2016.0,4.0,Salta,32.69,2016-10-01
713,2016.0,4.0,San Juan,27.29,2016-10-01
714,2016.0,4.0,San Luis,9.64,2016-10-01
715,2016.0,4.0,Santa Cruz,27.05,2016-10-01
716,2016.0,4.0,Santa Fe,52.19,2016-10-01
717,2016.0,4.0,Santiago Del Estero,15.07,2016-10-01
718,2016.0,4.0,Tierra Del Fuego,70.31,2016-10-01
719,2016.0,4.0,Tucumán,37.98,2016-10-01
720,2016.0,3.0,Buenos Aires,60.14,2016-07-01
721,2016.0,3.0,Capital Federal,120.77,2016-07-01
722,2016.0,3.0,Catamarca,26.48,2016-07-01
723,2016.0,3.0,Chaco,28.91,2016-07-01
724,2016.0,3.0,Chubut,36.18,2016-07-01
725,2016.0,3.0,Córdoba,58.24,2016-07-01
726,2016.0,3.0,Corrientes,31.07,2016-07-01
727,2016.0,3.0,Entre Ríos,45.44,2016-07-01
728,2016.0,3.0,Formosa,18.64,2016-07-01
729,2016.0,3.0,Jujuy,22.61,2016-07-01
730,2016.0,3.0,La Pampa,61.73,2016-07-01
731,2016.0,3.0,La Rioja,17.07,2016-07-01
732,2016.0,3.0,Mendoza,32.09,2016-07-01
733,2016.0,3.0,Misiones,29.91,2016-07-01
734,2016.0,3.0,Neuquén,60.21,2016-07-01
735,2016.0,3.0,Río Negro,46.39,2016-07-01
736,2016.0,3.0,Salta,32.96,2016-07-01
737,2016.0,3.0,San Juan,27.32,2016-07-01
738,2016.0,3.0,San Luis,9.63,2016-07-01
739,2016.0,3.0,Santa Cruz,26.84,2016-07-01
740,2016.0,3.0,Santa Fe,52.67,2016-07-01
741,2016.0,3.0,Santiago Del Estero,15.33,2016-07-01
742,2016.0,3.0,Tierra Del Fuego,68.94,2016-07-01
743,2016.0,3.0,Tucumán,37.9,2016-07-01
744,2016.0,2.0,Buenos Aires,59.34,2016-04-01
745,2016.0,2.0,Capital Federal,120.04,2016-04-01
746,2016.0,2.0,Catamarca,26.07,2016-04-01
747,2016.0,2.0,Chaco,28.59,2016-04-01
748,2016.0,2.0,Chubut,36.12,2016-04-01
749,2016.0,2.0,Córdoba,57.55,2016-04-01
750,2016.0,2.0,Corrientes,30.58,2016-04-01
751,2016.0,2.0,Entre Ríos,44.74,2016-04-01
752,2016.0,2.0,Formosa,19.37,2016-04-01
753,2016.0,2.0,Jujuy,21.89,2016-04-01
754,2016.0,2.0,La Pampa,60.44,2016-04-01
755,2016.0,2.0,La Rioja,16.88,2016-04-01
756,2016.0,2.0,Mendoza,32.13,2016-04-01
757,2016.0,2.0,Misiones,29.24,2016-04-01
758,2016.0,2.0,Neuquén,59.1,2016-04-01
759,2016.0,2.0,Río Negro,46.24,2016-04-01
760,2016.0,2.0,Salta,32.08,2016-04-01
761,2016.0,2.0,San Juan,27.34,2016-04-01
762,2016.0,2.0,San Luis,9.6,2016-04-01
763,2016.0,2.0,Santa Cruz,26.73,2016-04-01
764,2016.0,2.0,Santa Fe,52.44,2016-04-01
765,2016.0,2.0,Santiago Del Estero,15.89,2016-04-01
766,2016.0,2.0,Tierra Del Fuego,67.72,2016-04-01
767,2016.0,2.0,Tucumán,37.24,2016-04-01
768,2016.0,1.0,Buenos Aires,57.34,2016-01-01
769,2016.0,1.0,Capital Federal,115.16,2016-01-01
770,2016.0,1.0,Catamarca,25.91,2016-01-01
771,2016.0,1.0,Chaco,28.08,2016-01-01
772,2016.0,1.0,Chubut,36.09,2016-01-01
773,2016.0,1.0,Córdoba,55.28,2016-01-01
774,2016.0,1.0,Corrientes,30.08,2016-01-01
775,2016.0,1.0,Entre Ríos,43.85,2016-01-01
776,2016.0,1.0,Formosa,19.04,2016-01-01
777,2016.0,1.0,Jujuy,21.41,2016-01-01
778,2016.0,1.0,La Pampa,57.84,2016-01-01
779,2016.0,1.0,La Rioja,16.83,2016-01-01
780,2016.0,1.0,Mendoza,32.12,2016-01-01
781,2016.0,1.0,Misiones,28.37,2016-01-01
782,2016.0,1.0,Neuquén,55.75,2016-01-01
783,2016.0,1.0,Río Negro,45.84,2016-01-01
784,2016.0,1.0,Salta,31.32,2016-01-01
785,2016.0,1.0,San Juan,27.33,2016-01-01
786,2016.0,1.0,San Luis,9.59,2016-01-01
787,2016.0,1.0,Santa Cruz,26.87,2016-01-01
788,2016.0,1.0,Santa Fe,51.28,2016-01-01
789,2016.0,1.0,Santiago Del Estero,16.21,2016-01-01
790,2016.0,1.0,Tierra Del Fuego,65.83,2016-01-01
791,2016.0,1.0,Tucumán,36.72,2016-01-01
792,2015.0,4.0,Buenos Aires,58.29,2015-10-01
793,2015.0,4.0,Capital Federal,118.13,2015-10-01
794,2015.0,4.0,Catamarca,26.24,2015-10-01
795,2015.0,4.0,Chaco,28.35,2015-10-01
796,2015.0,4.0,Chubut,36.89,2015-10-01
797,2015.0,4.0,Córdoba,57.36,2015-10-01
798,2015.0,4.0,Corrientes,30.34,2015-10-01
799,2015.0,4.0,Entre Ríos,44.11,2015-10-01
800,2015.0,4.0,Formosa,19.07,2015-10-01
801,2015.0,4.0,Jujuy,21.47,2015-10-01
802,2015.0,4.0,La Pampa,58.76,2015-10-01
803,2015.0,4.0,La Rioja,17.32,2015-10-01
804,2015.0,4.0,Mendoza,32.49,2015-10-01
805,2015.0,4.0,Misiones,28.69,2015-10-01
806,2015.0,4.0,Neuquén,58.29,2015-10-01
807,2015.0,4.0,Río Negro,46.44,2015-10-01
808,2015.0,4.0,Salta,31.59,2015-10-01
809,2015.0,4.0,San Juan,27.66,2015-10-01
810,2015.0,4.0,San Luis,9.71,2015-10-01
811,2015.0,4.0,Santa Cruz,27.74,2015-10-01
812,2015.0,4.0,Santa Fe,52.61,2015-10-01
813,2015.0,4.0,Santiago Del Estero,17.0,2015-10-01
814,2015.0,4.0,Tierra Del Fuego,66.46,2015-10-01
815,2015.0,4.0,Tucumán,37.06,2015-10-01
816,2015.0,3.0,Buenos Aires,57.69,2015-07-01
817,2015.0,3.0,Capital Federal,118.29,2015-07-01
818,2015.0,3.0,Catamarca,25.86,2015-07-01
819,2015.0,3.0,Chaco,27.96,2015-07-01
820,2015.0,3.0,Chubut,36.81,2015-07-01
821,2015.0,3.0,Córdoba,57.08,2015-07-01
822,2015.0,3.0,Corrientes,30.17,2015-07-01
823,2015.0,3.0,Entre Ríos,43.68,2015-07-01
824,2015.0,3.0,Formosa,18.84,2015-07-01
825,2015.0,3.0,Jujuy,21.27,2015-07-01
826,2015.0,3.0,La Pampa,57.96,2015-07-01
827,2015.0,3.0,La Rioja,17.15,2015-07-01
828,2015.0,3.0,Mendoza,32.49,2015-07-01
829,2015.0,3.0,Misiones,28.31,2015-07-01
830,2015.0,3.0,Neuquén,54.6,2015-07-01
831,2015.0,3.0,Río Negro,46.39,2015-07-01
832,2015.0,3.0,Salta,31.18,2015-07-01
833,2015.0,3.0,San Juan,27.67,2015-07-01
834,2015.0,3.0,San Luis,9.71,2015-07-01
835,2015.0,3.0,Santa Cruz,27.61,2015-07-01
836,2015.0,3.0,Santa Fe,52.15,2015-07-01
837,2015.0,3.0,Santiago Del Estero,17.12,2015-07-01
838,2015.0,3.0,Tierra Del Fuego,74.86,2015-07-01
839,2015.0,3.0,Tucumán,36.61,2015-07-01
840,2015.0,2.0,Buenos Aires,56.8,2015-04-01
841,2015.0,2.0,Capital Federal,116.07,2015-04-01
842,2015.0,2.0,Catamarca,25.45,2015-04-01
843,2015.0,2.0,Chaco,27.46,2015-04-01
844,2015.0,2.0,Chubut,36.58,2015-04-01
845,2015.0,2.0,Córdoba,55.87,2015-04-01
846,2015.0,2.0,Corrientes,29.58,2015-04-01
847,2015.0,2.0,Entre Ríos,42.93,2015-04-01
848,2015.0,2.0,Formosa,18.36,2015-04-01
849,2015.0,2.0,Jujuy,20.29,2015-04-01
850,2015.0,2.0,La Pampa,56.71,2015-04-01
851,2015.0,2.0,La Rioja,16.88,2015-04-01
852,2015.0,2.0,Mendoza,32.49,2015-04-01
853,2015.0,2.0,Misiones,27.35,2015-04-01
854,2015.0,2.0,Neuquén,53.12,2015-04-01
855,2015.0,2.0,Río Negro,45.98,2015-04-01
856,2015.0,2.0,Salta,30.46,2015-04-01
857,2015.0,2.0,San Juan,27.64,2015-04-01
858,2015.0,2.0,San Luis,9.71,2015-04-01
859,2015.0,2.0,Santa Cruz,27.07,2015-04-01
860,2015.0,2.0,Santa Fe,51.18,2015-04-01
861,2015.0,2.0,Santiago Del Estero,17.11,2015-04-01
862,2015.0,2.0,Tierra Del Fuego,74.51,2015-04-01
863,2015.0,2.0,Tucumán,35.69,2015-04-01
864,2015.0,1.0,Buenos Aires,56.37,2015-01-01
865,2015.0,1.0,Capital Federal,114.9,2015-01-01
866,2015.0,1.0,Catamarca,25.11,2015-01-01
867,2015.0,1.0,Chaco,26.65,2015-01-01
868,2015.0,1.0,Chubut,37.61,2015-01-01
869,2015.0,1.0,Córdoba,54.7,2015-01-01
870,2015.0,1.0,Corrientes,28.95,2015-01-01
871,2015.0,1.0,Entre Ríos,42.07,2015-01-01
872,2015.0,1.0,Formosa,18.12,2015-01-01
873,2015.0,1.0,Jujuy,19.69,2015-01-01
874,2015.0,1.0,La Pampa,55.51,2015-01-01
875,2015.0,1.0,La Rioja,16.7,2015-01-01
876,2015.0,1.0,Mendoza,32.37,2015-01-01
877,2015.0,1.0,Misiones,26.31,2015-01-01
878,2015.0,1.0,Neuquén,51.95,2015-01-01
879,2015.0,1.0,Río Negro,45.33,2015-01-01
880,2015.0,1.0,Salta,30.01,2015-01-01
881,2015.0,1.0,San Juan,27.55,2015-01-01
882,2015.0,1.0,San Luis,9.72,2015-01-01
883,2015.0,1.0,Santa Cruz,27.99,2015-01-01
884,2015.0,1.0,Santa Fe,50.24,2015-01-01
885,2015.0,1.0,Santiago Del Estero,17.06,2015-01-01
886,2015.0,1.0,Tierra Del Fuego,74.23,2015-01-01
887,2015.0,1.0,Tucumán,35.08,2015-01-01
888,2014.0,4.0,Buenos Aires,56.09,2014-10-01
889,2014.0,4.0,Capital Federal,114.9,2014-10-01
890,2014.0,4.0,Catamarca,25.51,2014-10-01
891,2014.0,4.0,Chaco,21.87,2014-10-01
892,2014.0,4.0,Chubut,40.25,2014-10-01
893,2014.0,4.0,Córdoba,54.7,2014-10-01
894,2014.0,4.0,Corrientes,23.56,2014-10-01
895,2014.0,4.0,Entre Ríos,36.03,2014-10-01
896,2014.0,4.0,Formosa,17.96,2014-10-01
897,2014.0,4.0,Jujuy,19.6,2014-10-01
898,2014.0,4.0,La Pampa,51.27,2014-10-01
899,2014.0,4.0,La Rioja,17.01,2014-10-01
900,2014.0,4.0,Mendoza,32.64,2014-10-01
901,2014.0,4.0,Misiones,24.16,2014-10-01
902,2014.0,4.0,Neuquén,52.55,2014-10-01
903,2014.0,4.0,Río Negro,45.48,2014-10-01
904,2014.0,4.0,Salta,29.53,2014-10-01
905,2014.0,4.0,San Juan,28.04,2014-10-01
906,2014.0,4.0,San Luis,9.79,2014-10-01
907,2014.0,4.0,Santa Cruz,27.8,2014-10-01
908,2014.0,4.0,Santa Fe,50.0,2014-10-01
909,2014.0,4.0,Santiago Del Estero,17.27,2014-10-01
910,2014.0,4.0,Tierra Del Fuego,66.14,2014-10-01
911,2014.0,4.0,Tucumán,35.32,2014-10-01
912,2014.0,3.0,Buenos Aires,56.75,2014-07-01
913,2014.0,3.0,Capital Federal,113.8,2014-07-01
914,2014.0,3.0,Catamarca,24.71,2014-07-01
915,2014.0,3.0,Chaco,21.11,2014-07-01
916,2014.0,3.0,Chubut,40.6,2014-07-01
917,2014.0,3.0,Córdoba,54.23,2014-07-01
918,2014.0,3.0,Corrientes,22.79,2014-07-01
919,2014.0,3.0,Entre Ríos,34.98,2014-07-01
920,2014.0,3.0,Formosa,17.77,2014-07-01
921,2014.0,3.0,Jujuy,18.37,2014-07-01
922,2014.0,3.0,La Pampa,55.78,2014-07-01
923,2014.0,3.0,La Rioja,16.51,2014-07-01
924,2014.0,3.0,Mendoza,32.31,2014-07-01
925,2014.0,3.0,Misiones,23.57,2014-07-01
926,2014.0,3.0,Neuquén,56.4,2014-07-01
927,2014.0,3.0,Río Negro,46.2,2014-07-01
928,2014.0,3.0,Salta,29.22,2014-07-01
929,2014.0,3.0,San Juan,27.85,2014-07-01
930,2014.0,3.0,San Luis,9.71,2014-07-01
931,2014.0,3.0,Santa Cruz,28.23,2014-07-01
932,2014.0,3.0,Santa Fe,49.2,2014-07-01
933,2014.0,3.0,Santiago Del Estero,16.49,2014-07-01
934,2014.0,3.0,Tierra Del Fuego,65.69,2014-07-01
935,2014.0,3.0,Tucumán,33.94,2014-07-01
936,2014.0,2.0,Buenos Aires,55.06,2014-04-01
937,2014.0,2.0,Capital Federal,113.14,2014-04-01
938,2014.0,2.0,Catamarca,24.7,2014-04-01
939,2014.0,2.0,Chaco,20.96,2014-04-01
940,2014.0,2.0,Chubut,41.41,2014-04-01
941,2014.0,2.0,Córdoba,53.45,2014-04-01
942,2014.0,2.0,Corrientes,22.58,2014-04-01
943,2014.0,2.0,Entre Ríos,34.69,2014-04-01
944,2014.0,2.0,Formosa,17.54,2014-04-01
945,2014.0,2.0,Jujuy,18.71,2014-04-01
946,2014.0,2.0,La Pampa,49.71,2014-04-01
947,2014.0,2.0,La Rioja,16.5,2014-04-01
948,2014.0,2.0,Mendoza,32.1,2014-04-01
949,2014.0,2.0,Misiones,23.37,2014-04-01
950,2014.0,2.0,Neuquén,50.84,2014-04-01
951,2014.0,2.0,Río Negro,45.33,2014-04-01
952,2014.0,2.0,Salta,28.91,2014-04-01
953,2014.0,2.0,San Juan,27.78,2014-04-01
954,2014.0,2.0,San Luis,9.72,2014-04-01
955,2014.0,2.0,Santa Cruz,29.38,2014-04-01
956,2014.0,2.0,Santa Fe,48.39,2014-04-01
957,2014.0,2.0,Santiago Del Estero,16.7,2014-04-01
958,2014.0,2.0,Tierra Del Fuego,64.36,2014-04-01
959,2014.0,2.0,Tucumán,33.94,2014-04-01
960,2014.0,1.0,Buenos Aires,54.57,2014-01-01
961,2014.0,1.0,Capital Federal,112.25,2014-01-01
962,2014.0,1.0,Catamarca,24.25,2014-01-01
963,2014.0,1.0,Chaco,20.72,2014-01-01
964,2014.0,1.0,Chubut,41.24,2014-01-01
965,2014.0,1.0,Córdoba,52.52,2014-01-01
966,2014.0,1.0,Corrientes,22.32,2014-01-01
967,2014.0,1.0,Entre Ríos,34.37,2014-01-01
968,2014.0,1.0,Formosa,17.42,2014-01-01
969,2014.0,1.0,Jujuy,18.42,2014-01-01
970,2014.0,1.0,La Pampa,48.43,2014-01-01
971,2014.0,1.0,La Rioja,16.29,2014-01-01
972,2014.0,1.0,Mendoza,31.91,2014-01-01
973,2014.0,1.0,Misiones,23.14,2014-01-01
974,2014.0,1.0,Neuquén,49.79,2014-01-01
975,2014.0,1.0,Río Negro,44.91,2014-01-01
976,2014.0,1.0,Salta,28.7,2014-01-01
977,2014.0,1.0,San Juan,27.6,2014-01-01
978,2014.0,1.0,San Luis,9.35,2014-01-01
979,2014.0,1.0,Santa Cruz,28.94,2014-01-01
980,2014.0,1.0,Santa Fe,47.85,2014-01-01
