,Año,Trimestre,Provincia,Accesos_Por_Cada_100_Hab,Fecha
510,2018.0,4.0,Corrientes,9.1,2018-10-01
511,2018.0,4.0,Entre Ríos,16.26,2018-10-01
512,2018.0,4.0,Formosa,7.57,2018-10-01
513,2018.0,4.0,Jujuy,11.9,2018-10-01
514,2018.0,4.0,La Pampa,24.22,2018-10-01
515,2018.0,4.0,La Rioja,13.4,2018-10-01
516,2018.0,4.0,Mendoza,10.54,2018-10-01
517,2018.0,4.0,Misiones,9.38,2018-10-01
518,2018.0,4.0,Neuquén,17.58,2018-10-01
519,2018.0,4.0,Río Negro,15.95,2018-10-01
520,2018.0,4.0,Salta,9.64,2018-10-01
521,2018.0,4.0,San Juan,8.13,2018-10-01
522,2018.0,4.0,San Luis,19.33,2018-10-01
523,2018.0,4.0,Santa Cruz,7.05,2018-10-01
524,2018.0,4.0,Santa Fe,20.62,2018-10-01
525,2018.0,4.0,Santiago Del Estero,9.28,2018-10-01
526,2018.0,4.0,Tierra Del Fuego,27.75,2018-10-01
527,2018.0,4.0,Tucumán,10.34,2018-10-01
528,2018.0,3.0,Buenos Aires,20.96,2018-07-01
530,2018.0,3.0,Catamarca,8.37,2018-07-01
531,2018.0,3.0,Chaco,8.63,2018-07-01
532,2018.0,3.0,Chubut,17.29,2018-07-01
533,2018.0,3.0,Córdoba,19.67,2018-07-01
534,2018.0,3.0,Corrientes,9.02,2018-07-01
535,2018.0,3.0,Entre Ríos,15.02,2018-07-01
536,2018.0,3.0,Formosa,7.53,2018-07-01
537,2018.0,3.0,Jujuy,5.95,2018-07-01
538,2018.0,3.0,La Pampa,23.64,2018-07-01
539,2018.0,3.0,La Rioja,13.51,2018-07-01
540,2018.0,3.0,Mendoza,10.6,2018-07-01
541,2018.0,3.0,Misiones,8.74,2018-07-01
542,2018.0,3.0,Neuquén,18.01,2018-07-01
543,2018.0,3.0,Río Negro,15.55,2018-07-01
544,2018.0,3.0,Salta,9.55,2018-07-01
545,2018.0,3.0,San Juan,8.42,2018-07-01
546,2018.0,3.0,San Luis,14.98,2018-07-01
547,2018.0,3.0,Santa Cruz,9.74,2018-07-01
548,2018.0,3.0,Santa Fe,19.94,2018-07-01
549,2018.0,3.0,Santiago Del Estero,9.0,2018-07-01
550,2018.0,3.0,Tierra Del Fuego,27.51,2018-07-01
551,2018.0,3.0,Tucumán,10.33,2018-07-01
552,2018.0,2.0,Buenos Aires,20.37,2018-04-01
554,2018.0,2.0,Catamarca,8.36,2018-04-01
555,2018.0,2.0,Chaco,8.35,2018-04-01
556,2018.0,2.0,Chubut,16.83,2018-04-01
557,2018.0,2.0,Córdoba,19.37,2018-04-01
558,2018.0,2.0,Corrientes,8.9,2018-04-01
559,2018.0,2.0,Entre Ríos,14.71,2018-04-01
560,2018.0,2.0,Formosa,7.49,2018-04-01
561,2018.0,2.0,Jujuy,5.99,2018-04-01
562,2018.0,2.0,La Pampa,23.41,2018-04-01
563,2018.0,2.0,La Rioja,13.57,2018-04-01
564,2018.0,2.0,Mendoza,10.32,2018-04-01
565,2018.0,2.0,Misiones,8.62,2018-04-01
566,2018.0,2.0,Neuquén,17.93,2018-04-01
567,2018.0,2.0,Río Negro,15.43,2018-04-01
568,2018.0,2.0,Salta,9.67,2018-04-01
569,2018.0,2.0,San Juan,8.39,2018-04-01
570,2018.0,2.0,San Luis,4.34,2018-04-01
571,2018.0,2.0,Santa Cruz,9.92,2018-04-01
572,2018.0,2.0,Santa Fe,19.68,2018-04-01
573,2018.0,2.0,Santiago Del Estero,8.75,2018-04-01
574,2018.0,2.0,Tierra Del Fuego,27.16,2018-04-01
575,2018.0,2.0,Tucumán,10.28,2018-04-01
576,2018.0,1.0,Buenos Aires,20.28,2018-01-01
578,2018.0,1.0,Catamarca,8.34,2018-01-01
579,2018.0,1.0,Chaco,8.24,2018-01-01
580,2018.0,1.0,Chubut,16.47,2018-01-01
581,2018.0,1.0,Córdoba,19.45,2018-01-01
582,2018.0,1.0,Corrientes,8.6,2018-01-01
583,2018.0,1.0,Entre Ríos,14.56,2018-01-01
584,2018.0,1.0,Formosa,5.45,2018-01-01
585,2018.0,1.0,Jujuy,5.91,2018-01-01
586,2018.0,1.0,La Pampa,23.64,2018-01-01
587,2018.0,1.0,La Rioja,13.69,2018-01-01
588,2018.0,1.0,Mendoza,10.35,2018-01-01
589,2018.0,1.0,Misiones,8.43,2018-01-01
590,2018.0,1.0,Neuquén,18.31,2018-01-01
591,2018.0,1.0,Río Negro,15.32,2018-01-01
592,2018.0,1.0,Salta,9.63,2018-01-01
593,2018.0,1.0,San Juan,8.31,2018-01-01
594,2018.0,1.0,San Luis,4.34,2018-01-01
595,2018.0,1.0,Santa Cruz,9.98,2018-01-01
596,2018.0,1.0,Santa Fe,19.58,2018-01-01
597,2018.0,1.0,Santiago Del Estero,8.68,2018-01-01
598,2018.0,1.0,Tierra Del Fuego,19.33,2018-01-01
599,2018.0,1.0,Tucumán,10.2,2018-01-01
600,2017.0,4.0,Buenos Aires,18.61,2017-10-01
602,2017.0,4.0,Catamarca,7.28,2017-10-01
603,2017.0,4.0,Chaco,8.23,2017-10-01
604,2017.0,4.0,Chubut,15.78,2017-10-01
605,2017.0,4.0,Córdoba,19.39,2017-10-01
606,2017.0,4.0,Corrientes,8.56,2017-10-01
607,2017.0,4.0,Entre Ríos,14.32,2017-10-01
608,2017.0,4.0,Formosa,5.41,2017-10-01
609,2017.0,4.0,Jujuy,5.82,2017-10-01
610,2017.0,4.0,La Pampa,23.41,2017-10-01
611,2017.0,4.0,La Rioja,13.73,2017-10-01
612,2017.0,4.0,Mendoza,9.3,2017-10-01
613,2017.0,4.0,Misiones,8.48,2017-10-01
614,2017.0,4.0,Neuquén,18.23,2017-10-01
615,2017.0,4.0,Río Negro,15.19,2017-10-01
616,2017.0,4.0,Salta,9.64,2017-10-01
617,2017.0,4.0,San Juan,7.72,2017-10-01
618,2017.0,4.0,San Luis,3.03,2017-10-01
619,2017.0,4.0,Santa Cruz,8.6,2017-10-01
620,2017.0,4.0,Santa Fe,19.41,2017-10-01
621,2017.0,4.0,Santiago Del Estero,7.23,2017-10-01
622,2017.0,4.0,Tierra Del Fuego,17.76,2017-10-01
623,2017.0,4.0,Tucumán,9.88,2017-10-01
624,2017.0,3.0,Buenos Aires,17.94,2017-07-01
626,2017.0,3.0,Catamarca,8.27,2017-07-01
627,2017.0,3.0,Chaco,8.01,2017-07-01
628,2017.0,3.0,Chubut,14.17,2017-07-01
629,2017.0,3.0,Córdoba,19.08,2017-07-01
630,2017.0,3.0,Corrientes,8.47,2017-07-01
631,2017.0,3.0,Entre Ríos,13.74,2017-07-01
632,2017.0,3.0,Formosa,5.43,2017-07-01
633,2017.0,3.0,Jujuy,5.79,2017-07-01
634,2017.0,3.0,La Pampa,22.78,2017-07-01
635,2017.0,3.0,La Rioja,13.7,2017-07-01
636,2017.0,3.0,Mendoza,9.96,2017-07-01
637,2017.0,3.0,Misiones,8.23,2017-07-01
638,2017.0,3.0,Neuquén,18.11,2017-07-01
639,2017.0,3.0,Río Negro,14.92,2017-07-01
640,2017.0,3.0,Salta,9.65,2017-07-01
641,2017.0,3.0,San Juan,8.25,2017-07-01
642,2017.0,3.0,San Luis,4.43,2017-07-01
643,2017.0,3.0,Santa Cruz,9.91,2017-07-01
644,2017.0,3.0,Santa Fe,19.15,2017-07-01
645,2017.0,3.0,Santiago Del Estero,8.72,2017-07-01
646,2017.0,3.0,Tierra Del Fuego,19.49,2017-07-01
647,2017.0,3.0,Tucumán,9.83,2017-07-01
648,2017.0,2.0,Buenos Aires,18.1,2017-04-01
650,2017.0,2.0,Catamarca,6.61,2017-04-01
651,2017.0,2.0,Chaco,7.76,2017-04-01
652,2017.0,2.0,Chubut,10.9,2017-04-01
653,2017.0,2.0,Córdoba,18.06,2017-04-01
654,2017.0,2.0,Corrientes,8.27,2017-04-01
655,2017.0,2.0,Entre Ríos,13.57,2017-04-01
656,2017.0,2.0,Formosa,5.08,2017-04-01
657,2017.0,2.0,Jujuy,5.73,2017-04-01
658,2017.0,2.0,La Pampa,20.92,2017-04-01
659,2017.0,2.0,La Rioja,4.31,2017-04-01
660,2017.0,2.0,Mendoza,8.86,2017-04-01
661,2017.0,2.0,Misiones,8.2,2017-04-01
662,2017.0,2.0,Neuquén,18.43,2017-04-01
663,2017.0,2.0,Río Negro,14.16,2017-04-01
664,2017.0,2.0,Salta,7.93,2017-04-01
665,2017.0,2.0,San Juan,6.87,2017-04-01
666,2017.0,2.0,San Luis,2.72,2017-04-01
667,2017.0,2.0,Santa Cruz,7.81,2017-04-01
668,2017.0,2.0,Santa Fe,16.44,2017-04-01
669,2017.0,2.0,Santiago Del Estero,3.5,2017-04-01
670,2017.0,2.0,Tierra Del Fuego,20.3,2017-04-01
671,2017.0,2.0,Tucumán,9.46,2017-04-01
672,2017.0,1.0,Buenos Aires,18.8,2017-01-01
674,2017.0,1.0,Catamarca,6.53,2017-01-01
675,2017.0,1.0,Chaco,7.65,2017-01-01
676,2017.0,1.0,Chubut,10.93,2017-01-01
677,2017.0,1.0,Córdoba,17.65,2017-01-01
678,2017.0,1.0,Corrientes,8.15,2017-01-01
679,2017.0,1.0,Entre Ríos,13.43,2017-01-01
680,2017.0,1.0,Formosa,5.05,2017-01-01
681,2017.0,1.0,Jujuy,5.82,2017-01-01
682,2017.0,1.0,La Pampa,20.65,2017-01-01
683,2017.0,1.0,La Rioja,4.31,2017-01-01
684,2017.0,1.0,Mendoza,8.89,2017-01-01
685,2017.0,1.0,Misiones,8.04,2017-01-01
686,2017.0,1.0,Neuquén,18.17,2017-01-01
687,2017.0,1.0,Río Negro,14.16,2017-01-01
688,2017.0,1.0,Salta,7.89,2017-01-01
689,2017.0,1.0,San Juan,6.89,2017-01-01
690,2017.0,1.0,San Luis,2.73,2017-01-01
691,2017.0,1.0,Santa Cruz,7.89,2017-01-01
692,2017.0,1.0,Santa Fe,16.34,2017-01-01
693,2017.0,1.0,Santiago Del Estero,3.65,2017-01-01
694,2017.0,1.0,Tierra Del Fuego,20.44,2017-01-01
695,2017.0,1.0,Tucumán,9.39,2017-01-01
696,2016.0,4.0,Buenos Aires,18.58,2016-10-01
698,2016.0,4.0,Catamarca,6.72,2016-10-01
699,2016.0,4.0,Chaco,7.65,2016-10-01
700,2016.0,4.0,Chubut,10.96,2016-10-01
701,2016.0,4.0,Córdoba,17.57,2016-10-01
702,2016.0,4.0,Corrientes,8.12,2016-10-01
703,2016.0,4.0,Entre Ríos,13.45,2016-10-01
704,2016.0,4.0,Formosa,5.03,2016-10-01
705,2016.0,4.0,Jujuy,5.76,2016-10-01
706,2016.0,4.0,La Pampa,20.67,2016-10-01
707,2016.0,4.0,La Rioja,4.35,2016-10-01
708,2016.0,4.0,Mendoza,8.91,2016-10-01
709,2016.0,4.0,Misiones,8.05,2016-10-01
710,2016.0,4.0,Neuquén,17.99,2016-10-01
711,2016.0,4.0,Río Negro,14.17,2016-10-01
712,2016.0,4.0,Salta,7.87,2016-10-01
713,2016.0,4.0,San Juan,6.91,2016-10-01
714,2016.0,4.0,San Luis,2.74,2016-10-01
715,2016.0,4.0,Santa Cruz,7.94,2016-10-01
716,2016.0,4.0,Santa Fe,16.35,2016-10-01
717,2016.0,4.0,Santiago Del Estero,3.72,2016-10-01
718,2016.0,4.0,Tierra Del Fuego,20.57,2016-10-01
719,2016.0,4.0,Tucumán,9.35,2016-10-01
720,2016.0,3.0,Buenos Aires,18.3,2016-07-01
722,2016.0,3.0,Catamarca,6.72,2016-07-01
723,2016.0,3.0,Chaco,7.71,2016-07-01
724,2016.0,3.0,Chubut,11.04,2016-07-01
725,2016.0,3.0,Córdoba,17.79,2016-07-01
726,2016.0,3.0,Corrientes,8.16,2016-07-01
727,2016.0,3.0,Entre Ríos,13.55,2016-07-01
728,2016.0,3.0,Formosa,4.73,2016-07-01
729,2016.0,3.0,Jujuy,5.76,2016-07-01
730,2016.0,3.0,La Pampa,20.29,2016-07-01
731,2016.0,3.0,La Rioja,4.53,2016-07-01
732,2016.0,3.0,Mendoza,8.93,2016-07-01
733,2016.0,3.0,Misiones,8.12,2016-07-01
734,2016.0,3.0,Neuquén,17.86,2016-07-01
735,2016.0,3.0,Río Negro,14.22,2016-07-01
736,2016.0,3.0,Salta,7.96,2016-07-01
737,2016.0,3.0,San Juan,6.94,2016-07-01
738,2016.0,3.0,San Luis,2.75,2016-07-01
739,2016.0,3.0,Santa Cruz,7.93,2016-07-01
740,2016.0,3.0,Santa Fe,16.53,2016-07-01
741,2016.0,3.0,Santiago Del Estero,3.79,2016-07-01
742,2016.0,3.0,Tierra Del Fuego,20.31,2016-07-01
743,2016.0,3.0,Tucumán,9.36,2016-07-01
744,2016.0,2.0,Buenos Aires,18.1,2016-04-01
746,2016.0,2.0,Catamarca,6.63,2016-04-01
747,2016.0,2.0,Chaco,7.64,2016-04-01
748,2016.0,2.0,Chubut,11.07,2016-04-01
749,2016.0,2.0,Córdoba,17.62,2016-04-01
750,2016.0,2.0,Corrientes,8.05,2016-04-01
751,2016.0,2.0,Entre Ríos,13.38,2016-04-01
752,2016.0,2.0,Formosa,4.93,2016-04-01
753,2016.0,2.0,Jujuy,5.6,2016-04-01
754,2016.0,2.0,La Pampa,19.91,2016-04-01
755,2016.0,2.0,La Rioja,4.49,2016-04-01
756,2016.0,2.0,Mendoza,8.97,2016-04-01
757,2016.0,2.0,Misiones,7.96,2016-04-01
758,2016.0,2.0,Neuquén,17.59,2016-04-01
759,2016.0,2.0,Río Negro,14.22,2016-04-01
760,2016.0,2.0,Salta,7.77,2016-04-01
761,2016.0,2.0,San Juan,6.96,2016-04-01
762,2016.0,2.0,San Luis,2.75,2016-04-01
763,2016.0,2.0,Santa Cruz,7.96,2016-04-01
764,2016.0,2.0,Santa Fe,16.49,2016-04-01
765,2016.0,2.0,Santiago Del Estero,3.94,2016-04-01
766,2016.0,2.0,Tierra Del Fuego,20.08,2016-04-01
767,2016.0,2.0,Tucumán,9.22,2016-04-01
768,2016.0,1.0,Buenos Aires,17.54,2016-01-01
770,2016.0,1.0,Catamarca,6.61,2016-01-01
771,2016.0,1.0,Chaco,7.52,2016-01-01
772,2016.0,1.0,Chubut,11.12,2016-01-01
773,2016.0,1.0,Córdoba,16.97,2016-01-01
774,2016.0,1.0,Corrientes,7.94,2016-01-01
775,2016.0,1.0,Entre Ríos,13.14,2016-01-01
776,2016.0,1.0,Formosa,4.86,2016-01-01
777,2016.0,1.0,Jujuy,5.49,2016-01-01
778,2016.0,1.0,La Pampa,19.1,2016-01-01
779,2016.0,1.0,La Rioja,4.5,2016-01-01
780,2016.0,1.0,Mendoza,8.99,2016-01-01
781,2016.0,1.0,Misiones,7.75,2016-01-01
782,2016.0,1.0,Neuquén,16.66,2016-01-01
783,2016.0,1.0,Río Negro,14.15,2016-01-01
784,2016.0,1.0,Salta,7.61,2016-01-01
785,2016.0,1.0,San Juan,6.98,2016-01-01
786,2016.0,1.0,San Luis,2.75,2016-01-01
787,2016.0,1.0,Santa Cruz,8.05,2016-01-01
788,2016.0,1.0,Santa Fe,16.16,2016-01-01
789,2016.0,1.0,Santiago Del Estero,4.03,2016-01-01
790,2016.0,1.0,Tierra Del Fuego,19.65,2016-01-01
791,2016.0,1.0,Tucumán,9.13,2016-01-01
792,2015.0,4.0,Buenos Aires,17.68,2015-10-01
794,2015.0,4.0,Catamarca,6.64,2015-10-01
795,2015.0,4.0,Chaco,7.54,2015-10-01
796,2015.0,4.0,Chubut,11.21,2015-10-01
797,2015.0,4.0,Córdoba,17.47,2015-10-01
798,2015.0,4.0,Corrientes,7.95,2015-10-01
799,2015.0,4.0,Entre Ríos,13.12,2015-10-01
800,2015.0,4.0,Formosa,4.83,2015-10-01
801,2015.0,4.0,Jujuy,5.46,2015-10-01
802,2015.0,4.0,La Pampa,19.27,2015-10-01
803,2015.0,4.0,La Rioja,4.58,2015-10-01
804,2015.0,4.0,Mendoza,9.02,2015-10-01
805,2015.0,4.0,Misiones,7.77,2015-10-01
806,2015.0,4.0,Neuquén,17.23,2015-10-01
807,2015.0,4.0,Río Negro,14.19,2015-10-01
808,2015.0,4.0,Salta,7.6,2015-10-01
809,2015.0,4.0,San Juan,7.01,2015-10-01
810,2015.0,4.0,San Luis,2.76,2015-10-01
811,2015.0,4.0,Santa Cruz,8.14,2015-10-01
812,2015.0,4.0,Santa Fe,16.47,2015-10-01
813,2015.0,4.0,Santiago Del Estero,4.2,2015-10-01
814,2015.0,4.0,Tierra Del Fuego,19.44,2015-10-01
815,2015.0,4.0,Tucumán,9.12,2015-10-01
816,2015.0,3.0,Buenos Aires,17.55,2015-07-01
818,2015.0,3.0,Catamarca,6.56,2015-07-01
819,2015.0,3.0,Chaco,7.45,2015-07-01
820,2015.0,3.0,Chubut,11.23,2015-07-01
821,2015.0,3.0,Córdoba,17.43,2015-07-01
822,2015.0,3.0,Corrientes,7.93,2015-07-01
823,2015.0,3.0,Entre Ríos,13.03,2015-07-01
824,2015.0,3.0,Formosa,4.78,2015-07-01
825,2015.0,3.0,Jujuy,5.42,2015-07-01
826,2015.0,3.0,La Pampa,19.06,2015-07-01
827,2015.0,3.0,La Rioja,4.55,2015-07-01
828,2015.0,3.0,Mendoza,9.04,2015-07-01
829,2015.0,3.0,Misiones,7.69,2015-07-01
830,2015.0,3.0,Neuquén,16.2,2015-07-01
831,2015.0,3.0,Río Negro,14.22,2015-07-01
832,2015.0,3.0,Salta,7.53,2015-07-01
833,2015.0,3.0,San Juan,7.03,2015-07-01
834,2015.0,3.0,San Luis,2.77,2015-07-01
835,2015.0,3.0,Santa Cruz,8.16,2015-07-01
836,2015.0,3.0,Santa Fe,16.36,2015-07-01
837,2015.0,3.0,Santiago Del Estero,4.24,2015-07-01
838,2015.0,3.0,Tierra Del Fuego,22.05,2015-07-01
839,2015.0,3.0,Tucumán,9.04,2015-07-01
840,2015.0,2.0,Buenos Aires,17.33,2015-04-01
842,2015.0,2.0,Catamarca,6.48,2015-04-01
843,2015.0,2.0,Chaco,7.34,2015-04-01
844,2015.0,2.0,Chubut,11.22,2015-04-01
845,2015.0,2.0,Córdoba,17.11,2015-04-01
846,2015.0,2.0,Corrientes,7.79,2015-04-01
847,2015.0,2.0,Entre Ríos,12.84,2015-04-01
848,2015.0,2.0,Formosa,4.67,2015-04-01
849,2015.0,2.0,Jujuy,5.19,2015-04-01
850,2015.0,2.0,La Pampa,18.69,2015-04-01
851,2015.0,2.0,La Rioja,4.49,2015-04-01
852,2015.0,2.0,Mendoza,9.07,2015-04-01
853,2015.0,2.0,Misiones,7.45,2015-04-01
854,2015.0,2.0,Neuquén,15.81,2015-04-01
855,2015.0,2.0,Río Negro,14.14,2015-04-01
856,2015.0,2.0,Salta,7.38,2015-04-01
857,2015.0,2.0,San Juan,7.04,2015-04-01
858,2015.0,2.0,San Luis,2.78,2015-04-01
859,2015.0,2.0,Santa Cruz,8.06,2015-04-01
860,2015.0,2.0,Santa Fe,16.09,2015-04-01
861,2015.0,2.0,Santiago Del Estero,4.25,2015-04-01
862,2015.0,2.0,Tierra Del Fuego,22.1,2015-04-01
863,2015.0,2.0,Tucumán,8.84,2015-04-01
864,2015.0,1.0,Buenos Aires,17.24,2015-01-01
866,2015.0,1.0,Catamarca,6.4,2015-01-01
867,2015.0,1.0,Chaco,7.14,2015-01-01
868,2015.0,1.0,Chubut,11.59,2015-01-01
869,2015.0,1.0,Córdoba,16.79,2015-01-01
870,2015.0,1.0,Corrientes,7.64,2015-01-01
871,2015.0,1.0,Entre Ríos,12.61,2015-01-01
872,2015.0,1.0,Formosa,4.62,2015-01-01
873,2015.0,1.0,Jujuy,5.05,2015-01-01
874,2015.0,1.0,La Pampa,18.33,2015-01-01
875,2015.0,1.0,La Rioja,4.46,2015-01-01
876,2015.0,1.0,Mendoza,9.06,2015-01-01
877,2015.0,1.0,Misiones,7.19,2015-01-01
878,2015.0,1.0,Neuquén,15.53,2015-01-01
879,2015.0,1.0,Río Negro,13.99,2015-01-01
880,2015.0,1.0,Salta,7.29,2015-01-01
881,2015.0,1.0,San Juan,7.04,2015-01-01
882,2015.0,1.0,San Luis,2.79,2015-01-01
883,2015.0,1.0,Santa Cruz,8.39,2015-01-01
884,2015.0,1.0,Santa Fe,15.83,2015-01-01
885,2015.0,1.0,Santiago Del Estero,4.24,2015-01-01
886,2015.0,1.0,Tierra Del Fuego,22.17,2015-01-01
887,2015.0,1.0,Tucumán,8.72,2015-01-01
888,2014.0,4.0,Buenos Aires,17.01,2014-10-01
890,2014.0,4.0,Catamarca,6.46,2014-10-01
891,2014.0,4.0,Chaco,5.81,2014-10-01
892,2014.0,4.0,Chubut,12.22,2014-10-01
893,2014.0,4.0,Córdoba,16.66,2014-10-01
894,2014.0,4.0,Corrientes,6.17,2014-10-01
895,2014.0,4.0,Entre Ríos,10.72,2014-10-01
896,2014.0,4.0,Formosa,4.55,2014-10-01
897,2014.0,4.0,Jujuy,4.98,2014-10-01
898,2014.0,4.0,La Pampa,16.82,2014-10-01
899,2014.0,4.0,La Rioja,4.5,2014-10-01
900,2014.0,4.0,Mendoza,9.06,2014-10-01
901,2014.0,4.0,Misiones,6.54,2014-10-01
902,2014.0,4.0,Neuquén,15.53,2014-10-01
903,2014.0,4.0,Río Negro,13.89,2014-10-01
904,2014.0,4.0,Salta,7.1,2014-10-01
905,2014.0,4.0,San Juan,7.1,2014-10-01
906,2014.0,4.0,San Luis,2.78,2014-10-01
907,2014.0,4.0,Santa Cruz,8.16,2014-10-01
908,2014.0,4.0,Santa Fe,15.66,2014-10-01
909,2014.0,4.0,Santiago Del Estero,4.26,2014-10-01
910,2014.0,4.0,Tierra Del Fuego,19.34,2014-10-01
911,2014.0,4.0,Tucumán,8.69,2014-10-01
912,2014.0,3.0,Buenos Aires,17.26,2014-07-01
914,2014.0,3.0,Catamarca,6.27,2014-07-01
915,2014.0,3.0,Chaco,5.63,2014-07-01
916,2014.0,3.0,Chubut,12.39,2014-07-01
917,2014.0,3.0,Córdoba,16.56,2014-07-01
918,2014.0,3.0,Corrientes,5.99,2014-07-01
919,2014.0,3.0,Entre Ríos,10.43,2014-07-01
920,2014.0,3.0,Formosa,4.51,2014-07-01
921,2014.0,3.0,Jujuy,4.68,2014-07-01
922,2014.0,3.0,La Pampa,18.34,2014-07-01
923,2014.0,3.0,La Rioja,4.38,2014-07-01
924,2014.0,3.0,Mendoza,8.99,2014-07-01
925,2014.0,3.0,Misiones,6.4,2014-07-01
926,2014.0,3.0,Neuquén,16.73,2014-07-01
927,2014.0,3.0,Río Negro,14.16,2014-07-01
928,2014.0,3.0,Salta,7.05,2014-07-01
929,2014.0,3.0,San Juan,7.08,2014-07-01
930,2014.0,3.0,San Luis,2.77,2014-07-01
931,2014.0,3.0,Santa Cruz,8.34,2014-07-01
932,2014.0,3.0,Santa Fe,15.44,2014-07-01
933,2014.0,3.0,Santiago Del Estero,4.08,2014-07-01
934,2014.0,3.0,Tierra Del Fuego,19.34,2014-07-01
935,2014.0,3.0,Tucumán,8.38,2014-07-01
936,2014.0,2.0,Buenos Aires,16.79,2014-04-01
937,2014.0,2.0,Capital Federal,42.97,2014-04-01
938,2014.0,2.0,Catamarca,6.28,2014-04-01
939,2014.0,2.0,Chaco,5.6,2014-04-01
940,2014.0,2.0,Chubut,12.7,2014-04-01
941,2014.0,2.0,Córdoba,16.37,2014-04-01
942,2014.0,2.0,Corrientes,5.95,2014-04-01
943,2014.0,2.0,Entre Ríos,10.37,2014-04-01
944,2014.0,2.0,Formosa,4.46,2014-04-01
945,2014.0,2.0,Jujuy,4.78,2014-04-01
946,2014.0,2.0,La Pampa,16.38,2014-04-01
947,2014.0,2.0,La Rioja,4.39,2014-04-01
948,2014.0,2.0,Mendoza,8.96,2014-04-01
949,2014.0,2.0,Misiones,6.37,2014-04-01
950,2014.0,2.0,Neuquén,15.14,2014-04-01
951,2014.0,2.0,Río Negro,13.95,2014-04-01
952,2014.0,2.0,Salta,7.0,2014-04-01
953,2014.0,2.0,San Juan,7.08,2014-04-01
954,2014.0,2.0,San Luis,2.78,2014-04-01
955,2014.0,2.0,Santa Cruz,8.74,2014-04-01
956,2014.0,2.0,Santa Fe,15.22,2014-04-01
957,2014.0,2.0,Santiago Del Estero,4.14,2014-04-01
958,2014.0,2.0,Tierra Del Fuego,19.09,2014-04-01
959,2014.0,2.0,Tucumán,8.41,2014-04-01
960,2014.0,1.0,Buenos Aires,16.69,2014-01-01
961,2014.0,1.0,Capital Federal,42.66,2014-01-01
962,2014.0,1.0,Catamarca,6.18,2014-01-01
963,2014.0,1.0,Chaco,5.55,2014-01-01
964,2014.0,1.0,Chubut,12.7,2014-01-01
965,2014.0,1.0,Córdoba,16.13,2014-01-01
966,2014.0,1.0,Corrientes,5.89,2014-01-01
967,2014.0,1.0,Entre Ríos,10.3,2014-01-01
968,2014.0,1.0,Formosa,4.44,2014-01-01
969,2014.0,1.0,Jujuy,4.72,2014-01-01
970,2014.0,1.0,La Pampa,15.99,2014-01-01
971,2014.0,1.0,La Rioja,4.35,2014-01-01
972,2014.0,1.0,Mendoza,8.93,2014-01-01
973,2014.0,1.0,Misiones,6.32,2014-01-01
974,2014.0,1.0,Neuquén,14.88,2014-01-01
975,2014.0,1.0,Río Negro,13.87,2014-01-01
976,2014.0,1.0,Salta,6.98,2014-01-01
977,2014.0,1.0,San Juan,7.05,2014-01-01
978,2014.0,1.0,San Luis,2.68,2014-01-01
979,2014.0,1.0,Santa Cruz,8.68,2014-01-01
980,2014.0,1.0,Santa Fe,15.08,2014-01-01
981,2014.0,1.0,Santiago Del Estero,4.06,2014-01-01
982,2014.0,1.0,Tierra Del Fuego,19.1,2014-01-01
983,2014.0,1.0,Tucumán,8.31,2014-01-01
